Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,target
IOPS_269,-0.5245622,-0.1079938,-0.6939001,0.22624782,-0.32767054,0.4206695,-0.3122658,0.10770607,0.3405909,-0.18153012,-0.47956622,-0.023365233,-0.7382976,0.19628587,-0.92942065,-0.44109753,0
IOPS_275,-0.49677995,-0.065686665,-0.77426577,0.91513,-0.5329715,0.53349453,-0.12066538,-0.3142848,0.34472096,-0.3567301,-0.61201185,-0.25502646,-0.52966154,-0.11655056,-0.83340293,-0.22450274,4
IOPS_327,-0.18933152,0.012069298,-0.1623748,-0.8520467,-0.12008122,0.0037160546,-0.6268454,0.21663447,-0.31043953,-0.052763045,0.26581278,-0.42027733,-0.394572,-0.09912323,0.040763706,-0.6959291,2
IOPS_328,-0.3994867,-0.67559105,-0.648556,0.02527008,-0.052181296,-0.5912261,0.6067805,-0.4056011,-0.59645176,-0.24693762,-0.23302008,-0.5241238,1.5556897,-0.31412885,1.0841371,-0.28411528,2
IOPS_329,-0.4028303,0.32675448,0.48010904,-0.7065693,-0.3212627,-0.08630898,-0.46658692,0.12426636,-0.47717708,-0.40093982,0.21679094,-0.5862092,0.019173361,-0.35904288,0.0532426,-0.54436886,3
IOPS_331,-0.4290937,0.19702156,-0.3041436,-0.520841,-0.3591114,0.4148847,-0.40516722,-0.00040808725,0.31121376,-0.24198146,-0.14350168,-0.242546,-0.7510947,0.031055022,-0.83592814,-0.5087502,0
IOPS_333,0.19801372,-0.49723113,-0.62118685,-0.75608045,0.029410021,-0.5493154,-0.36011866,-0.56909835,-0.6124246,0.37184668,0.4516557,-0.08129673,-0.045085877,0.12698244,0.84762585,-0.43477848,4
IOPS_337,-0.2902706,0.15331218,0.1496335,-0.7973491,-0.2005875,-0.042129777,-0.55671394,0.2593125,-0.42298487,-0.25041717,0.24073301,-0.548414,-0.12021814,-0.24609411,0.09565531,-0.6619872,3
IOPS_338,-0.47663504,0.65670437,-0.089072555,-0.23249868,-0.65192896,0.7229844,-0.21177131,-0.6267086,0.5032271,-0.42626154,-0.22885576,-0.544822,-0.63961226,-0.39715043,-1.0612016,-0.13498923,4
IOPS_353,-0.53974336,-0.123506494,-0.7658494,0.734731,-0.4283252,0.49113896,-0.21207976,-0.04237476,0.3171526,-0.27235612,-0.6175516,-0.106218725,-0.60753125,0.046276405,-0.8898951,-0.36181232,0
IOPS_365,-0.2700241,-0.13874827,-0.5524589,-0.43656778,-0.18238673,0.16419728,-0.44092804,0.13641694,0.22576815,0.006967661,-0.05707672,0.09067455,-0.8258657,0.295909,-0.644403,-0.51559603,2
IOPS_394,-0.4756612,-0.028607158,-0.77020806,0.93157804,-0.5589891,0.5469928,-0.10296241,-0.39532736,0.35209963,-0.38017365,-0.60165584,-0.30481628,-0.51270455,-0.17958383,-0.809994,-0.1832121,4
IOPS_396,-0.5202299,-0.06845932,-0.7667007,0.8345278,-0.4982308,0.5334077,-0.15263489,-0.21916299,0.33931205,-0.32783258,-0.611036,-0.20129071,-0.55784154,-0.06532825,-0.86543924,-0.2662255,4
IOPS_401,0.04055828,-0.4333776,-0.6227689,-0.68567854,-0.056658532,-0.29261947,-0.42567748,-0.19271626,0.05753739,0.25905395,0.24542035,0.40621778,-0.83819526,0.5392279,-0.23795824,-0.37681636,2
IOPS_418,-0.32390982,-0.14950699,-0.5082639,-0.43219966,-0.2330779,0.1759302,-0.37721312,0.12407156,0.2377076,-0.0037920785,-0.089262284,0.12774909,-0.8374093,0.28394777,-0.6649901,-0.45169416,4
IOPS_450,-0.52855545,-0.031238362,-0.6554099,0.3222412,-0.42231914,0.5265993,-0.2572449,-0.03571459,0.39165118,-0.21402664,-0.48383892,-0.08212607,-0.7165182,0.07564646,-0.9265778,-0.35780945,4
IOPS_459,0.22325438,-0.5134176,-0.6305206,-0.7761025,-0.031014964,-0.5320088,-0.41229555,-0.6382486,-0.47748634,0.45245314,0.48806548,0.14705865,-0.3884694,0.2335131,0.6404198,-0.34212217,0
IOPS_46,-0.5459784,-0.12434087,-0.7684407,0.71108663,-0.42215976,0.5167577,-0.22871794,-0.013052776,0.3313356,-0.26606658,-0.6115927,-0.11835407,-0.6354897,0.059346974,-0.89866745,-0.37240985,0
IOPS_478,-0.5410651,-0.113279894,-0.7665209,0.7387573,-0.44303402,0.49198252,-0.1965194,-0.08225997,0.3250392,-0.28168762,-0.6166044,-0.12594172,-0.6042071,0.03989546,-0.8939136,-0.3473676,4
IOPS_52,-0.51158506,-0.056635227,-0.7590135,0.83601516,-0.5125109,0.54666865,-0.14780371,-0.2412265,0.3516897,-0.33875453,-0.607592,-0.22574158,-0.5646453,-0.087780334,-0.8528739,-0.26100147,0
IOPS_59,-0.4915254,-0.21140778,-0.7041825,0.1908196,-0.27663094,0.3216834,-0.3333668,0.17949536,0.30701852,-0.13464096,-0.46658385,0.10783914,-0.7328384,0.28225484,-0.88950723,-0.4516988,0
IOPS_71,0.007919584,-0.36555597,-0.58694136,-0.6761299,-0.06911157,-0.19240692,-0.46076638,-0.06563847,0.03474548,0.22077927,0.24367116,0.26363832,-0.823464,0.44307458,-0.2286706,-0.4471489,2
IOPS_81,-0.16702674,-0.21664178,-0.5820138,-0.52393776,-0.12095855,0.060484678,-0.4872241,0.12041266,0.1807713,0.09479583,0.06649537,0.13698174,-0.85847837,0.37161046,-0.52215576,-0.5248751,2
IOPS_87,-0.21700701,-0.05336281,-0.50159067,-0.6479635,-0.130476,0.19879706,-0.6000251,0.21155776,0.10530177,0.01445952,0.10540399,-0.14037982,-0.79964745,0.17537992,-0.4767361,-0.66296947,2
IOPS_89,-0.39428025,-0.1267296,-0.6379475,-0.15158133,-0.22725411,0.32843992,-0.4194387,0.2077765,0.3162915,-0.06804319,-0.24767913,0.03845359,-0.8177103,0.2535035,-0.80550015,-0.51960194,0
Twitter_volume_AMZN,-0.4550968,0.23736592,-0.46409968,-0.24145119,-0.3799157,0.618605,-0.42750502,0.07537365,0.38138318,-0.22451028,-0.27092987,-0.29911277,-0.76011,-0.046712242,-0.89935803,-0.54864305,0
Twitter_volume_CRM,-0.24648234,0.03845613,-0.35270017,-0.7034802,-0.21338853,0.22256276,-0.5610327,0.14714652,0.11961249,-0.06623815,0.13111405,-0.18541232,-0.7660718,0.122564375,-0.5071181,-0.6285171,1
Twitter_volume_CVS,0.12827177,-0.51652783,-0.5987338,-0.72310346,-0.00217755,-0.54788965,-0.32182735,-0.5800854,-0.632645,0.347274,0.42288634,-0.10841063,0.062464602,0.074172646,0.8643803,-0.42604703,1
Twitter_volume_FB,-0.4208901,0.6668091,0.449931,-0.7586445,-0.50506914,0.2862413,-0.48618793,-0.3691537,-0.028643545,-0.34964293,0.2940442,-0.5368255,-0.5354051,-0.3467871,-0.54429394,-0.35552657,1
Twitter_volume_GOOG,-0.5148641,0.2361321,-0.4994371,0.05405693,-0.5105926,0.6745158,-0.26607522,-0.17421521,0.44803074,-0.30844462,-0.41226852,-0.30255613,-0.6957269,-0.1100771,-0.98487014,-0.3593927,0
Twitter_volume_PFE,-0.34607154,-0.13388939,-0.4980631,-0.4426013,-0.27902168,0.17920607,-0.35033247,0.062450066,0.29454008,-0.090536736,-0.13069245,0.08395191,-0.8107889,0.30417633,-0.7410178,-0.46447426,0
Twitter_volume_UPS,-0.37514696,-0.43203494,-0.21483228,-0.5278551,-0.10957007,-0.506154,0.16251346,-0.13522123,-0.49659905,-0.062329456,-0.06260126,-0.20760162,0.67785037,-0.022570021,0.54715526,-0.3444324,1
Yahoo_A1real_10_data,-0.57005805,-0.12721162,-0.77510643,0.58671653,-0.23480068,0.31120458,-0.30831438,0.1318892,0.26807967,-0.16860013,-0.56759304,-0.0116650285,-0.70727926,0.18617338,-0.95212644,-0.4454964,4
Yahoo_A1real_11_data,-0.49211565,-0.05824522,0.041579653,-0.41530177,-0.1599147,-0.15445986,-0.05312484,0.100511245,-0.48186,-0.24400592,-0.09818056,-0.5202872,0.559978,-0.35308293,0.33795303,-0.33090943,2
Yahoo_A1real_12_data,-0.107994266,0.018223014,-0.3981975,-0.73865914,0.014110539,0.041148998,-0.7273147,0.31036654,-0.23699014,0.13139325,0.21458529,-0.47874644,-0.47663313,-0.118341096,0.046532694,-0.72030646,4
Yahoo_A1real_13_data,-0.59139204,-0.31978187,-0.039346583,-0.29003537,-0.05710593,-0.41051802,0.45713094,0.14687428,-0.5969276,-0.23564821,-0.3667843,-0.46690682,1.4843528,-0.3602333,0.7054041,-0.3234884,4
Yahoo_A1real_14_data,-0.3016024,0.1633826,0.024054265,-0.73509115,-0.19817933,0.0688713,-0.6379379,0.004607662,-0.21098983,-0.03861477,0.19465679,-0.41741735,-0.44632673,-0.12398234,-0.12587678,-0.54232967,0
Yahoo_A1real_15_data,-0.5890096,-0.3503289,-0.07829345,-0.2828004,-0.048205674,-0.42193764,0.49574518,0.12705174,-0.59213763,-0.23240468,-0.38058406,-0.46105954,1.5273504,-0.35576928,0.72898185,-0.31620547,4
Yahoo_A1real_16_data,-0.57831323,0.35938343,0.6348136,-0.58340305,-0.38831833,-0.053168368,-0.39544946,-0.22669077,-0.46646008,-0.3168081,0.12653251,-0.567333,0.007654159,-0.40477172,0.01940507,-0.2818216,4
Yahoo_A1real_17_data,-0.15218939,-0.32569468,-0.40416646,-0.6962364,-0.07485297,-0.33489725,-0.34407207,-0.16544797,-0.36629534,0.124341235,0.10640363,-0.06295399,-0.15293851,0.059383217,0.31581447,-0.33130485,4
Yahoo_A1real_18_data,-0.38669538,-0.5419013,-0.47547835,-0.19238304,-0.025375037,-0.43932158,0.47506556,-0.1622289,-0.63302505,-0.16097689,-0.23712528,-0.4655769,1.5059905,-0.3408112,0.96385735,-0.31592503,4
Yahoo_A1real_19_data,-0.37617993,0.1357137,-0.1325203,-0.650394,-0.24983479,0.14257762,-0.51578325,-0.079302505,0.06617784,-0.09231606,0.0019064369,-0.18819144,-0.68796366,0.004694591,-0.53328997,-0.40786391,4
Yahoo_A1real_1_data,-0.39331013,-0.2189488,-0.65942234,-0.099969484,-0.1329312,0.14027427,-0.3980041,0.22727324,0.2521477,-0.0003435269,-0.31078303,0.2126975,-0.82896316,0.33658394,-0.8385718,-0.43395656,4
Yahoo_A1real_21_data,-0.11228532,-0.62564796,-0.72979075,-0.3305888,-0.016495874,-0.45373252,-0.0042782133,-0.699482,-0.7753541,0.3329297,0.15163797,-0.3458215,0.76387155,-0.25140303,1.2798524,-0.26630223,0
Yahoo_A1real_22_data,-0.42346045,0.54540515,0.14754473,-0.6133803,-0.36585203,0.26444927,-0.5110707,-0.34495518,0.11571627,-0.23223999,0.07892203,-0.52370584,-0.75983113,-0.27317536,-0.6046582,-0.2523216,2
Yahoo_A1real_24_data,-0.40519917,-0.5738904,-0.5324467,-0.18252723,-0.030458566,-0.44855464,0.49578118,-0.25720805,-0.63543123,-0.11452943,-0.2290862,-0.44323593,1.4530089,-0.3421041,1.0056626,-0.25389037,0
Yahoo_A1real_25_data,-0.5074684,-0.67614186,-0.6244731,-0.052701812,-0.094557166,-0.50198364,1.0072433,-0.46129233,-0.48067752,-0.27267033,-0.3683157,-0.3783682,1.889139,-0.29717693,0.9521524,-0.13836995,2
Yahoo_A1real_27_data,-0.41027862,-0.5760779,-0.49838212,-0.25624016,0.005684864,-0.4257777,0.45820636,-0.25379673,-0.64068806,-0.0035378516,-0.24133128,-0.42079857,1.4992229,-0.30554613,1.0118889,-0.30559647,4
Yahoo_A1real_29_data,-0.31515136,0.0332559,-0.04115855,-0.7622624,-0.09036592,-0.025072353,-0.6276284,0.17350319,-0.42965248,0.05122367,0.1600537,-0.49124834,-0.1279618,-0.18962727,0.17965187,-0.6242844,0
Yahoo_A1real_31_data,-0.4460919,-0.6896354,-0.6219567,-0.1442287,-0.061882768,-0.48442367,0.8073978,-0.49351534,-0.5191929,-0.1793003,-0.24427696,-0.34738222,1.6708752,-0.27342844,0.9677991,-0.1685124,2
Yahoo_A1real_32_data,-0.40547374,0.5998316,0.26865226,-0.6356366,-0.4095411,0.3740711,-0.5400739,-0.38186383,0.22129236,-0.28063098,0.10065509,-0.53407234,-0.73948365,-0.32618037,-0.68509316,-0.23874816,4
Yahoo_A1real_33_data,-0.107994266,0.018223014,-0.3981975,-0.73865914,0.014110539,0.041148998,-0.7273147,0.31036654,-0.23699014,0.13139325,0.21458529,-0.47874644,-0.47663313,-0.118341096,0.046532694,-0.72030646,4
Yahoo_A1real_34_data,-0.39070067,0.64508367,0.31006658,-0.66177404,-0.3929999,0.36231822,-0.5949063,-0.2967799,0.11686886,-0.24830428,0.16411667,-0.59527606,-0.68052804,-0.35629928,-0.57918483,-0.3382612,4
Yahoo_A1real_35_data,-0.33377182,-0.53991604,-0.5206301,-0.26975498,0.03712766,-0.39846432,0.2548718,-0.21256875,-0.7194734,0.085459456,-0.16027331,-0.48301706,1.3558893,-0.34021887,1.1060929,-0.37644124,0
Yahoo_A1real_36_data,-0.41891038,0.6935693,0.1777829,-0.5405375,-0.43441582,0.4787302,-0.5129796,-0.39407986,0.31335172,-0.27575806,0.030347535,-0.5732441,-0.7855988,-0.3408538,-0.80956805,-0.23409627,4
Yahoo_A1real_37_data,0.008040882,-0.3809598,-0.601366,-0.747429,0.029344482,-0.35294038,-0.5011642,-0.19450276,-0.10763452,0.31503415,0.21791145,0.26037005,-0.6518241,0.41946295,-0.032206565,-0.33488765,4
Yahoo_A1real_38_data,-0.2809285,-0.13348307,-0.47124407,-0.6788685,-0.10077013,-0.016010428,-0.58642554,0.0038754304,0.060078286,0.08281797,-0.026252883,-0.013332287,-0.673402,0.25018412,-0.46853718,-0.55395925,4
Yahoo_A1real_39_data,-0.5381137,0.19125602,-0.5684861,0.20914787,-0.3779183,0.5202523,-0.35920805,-0.14739166,0.33671796,-0.26340818,-0.5068784,-0.2889575,-0.7073493,-0.08797817,-0.9335064,-0.36298338,4
Yahoo_A1real_42_data,-0.34983242,-0.4937439,-0.34645563,-0.37501517,-0.06089541,-0.4036303,0.12357785,-0.1762145,-0.6594929,-0.024813686,-0.07002993,-0.35471958,0.78665054,-0.2998818,0.8283567,-0.24666172,2
Yahoo_A1real_44_data,-0.40805665,0.5926445,0.12731071,-0.6267824,-0.3562128,0.42220214,-0.5893686,-0.20607924,0.18297808,-0.22322756,0.043136787,-0.57062495,-0.70274967,-0.31546444,-0.67188203,-0.3842007,2
Yahoo_A1real_45_data,-0.017810415,-0.3447299,-0.6855523,-0.638175,0.053009283,-0.22306675,-0.6025864,-0.0089633865,0.051672935,0.2959267,0.15018769,0.22675419,-0.80184275,0.46413553,-0.29709142,-0.49080074,1
Yahoo_A1real_48_data,-0.5016698,0.19560671,0.32007855,-0.53878576,-0.43269533,-0.20123301,-0.19114558,-0.30658042,-0.24787866,-0.19259988,0.06020617,-0.23850445,-0.14688054,-0.065949894,-0.28926638,-0.27583814,2
Yahoo_A1real_49_data,-0.38669538,-0.5419013,-0.47547835,-0.19238304,-0.025375037,-0.43932158,0.47506556,-0.1622289,-0.63302505,-0.16097689,-0.23712528,-0.4655769,1.5059905,-0.3408112,0.96385735,-0.31592503,4
Yahoo_A1real_51_data,-0.23014806,-0.37132984,-0.35750908,-0.5190875,0.06233927,-0.27963609,-0.2787048,0.028256286,-0.72737134,0.18838246,0.06288699,-0.5003925,0.69989514,-0.28959966,0.9015702,-0.5493935,0
Yahoo_A1real_52_data,-0.21435903,-0.15339638,-0.52766967,-0.6850518,-0.041556716,0.00049099966,-0.60934573,0.10536793,-0.012171847,0.166533,0.08586956,-0.06748573,-0.73363936,0.2463696,-0.3560434,-0.5897296,4
Yahoo_A1real_54_data,-0.34614828,-0.15799052,-0.074739486,-0.32235405,-0.09610594,-0.29739755,0.036416035,0.16081303,-0.603223,-0.23172572,-0.14722458,-0.5424667,0.9503672,-0.3699078,0.6710181,-0.42306176,2
Yahoo_A1real_56_data,-0.43295547,0.47170556,-0.26562345,-0.34431753,-0.33845633,0.5851894,-0.54040635,-0.06409433,0.3300272,-0.117982276,-0.15927637,-0.44164845,-0.85450107,-0.14124124,-0.86232793,-0.49352583,4
Yahoo_A1real_57_data,-0.40784034,0.46964037,0.11520642,-0.6216435,-0.34393606,0.32076094,-0.5299843,-0.29608217,0.20698445,-0.24850419,0.05894989,-0.4266964,-0.73019564,-0.21876791,-0.676608,-0.28980792,4
Yahoo_A1real_58_data,-0.49077052,-0.65743273,-0.59905857,-0.095591985,-0.08265563,-0.49708572,0.90704995,-0.42303506,-0.49486157,-0.24992746,-0.3289011,-0.3635464,1.7668117,-0.29230583,0.9354147,-0.14566855,4
Yahoo_A1real_59_data,0.3260052,-0.479114,-0.7521573,-0.77823687,0.093782954,-0.6310524,-0.6185112,-0.80410814,-0.63632584,0.6810624,0.5573783,-0.0055822455,-0.18412323,0.16022801,0.9737996,-0.43953216,0
Yahoo_A1real_5_data,-0.43852907,0.31278342,-0.5391044,0.579842,-0.5855292,0.62351286,-0.20932609,-0.6443509,0.41734496,-0.4278704,-0.49993142,-0.5541256,-0.6235283,-0.39475727,-0.8115645,-0.01352499,4
Yahoo_A1real_60_data,-0.47879687,0.07397811,0.29742453,-0.5448005,-0.17124651,-0.1530582,-0.31392685,0.1405915,-0.5788659,-0.16234317,0.03419766,-0.5464164,0.4356418,-0.36014736,0.3374226,-0.46867174,4
Yahoo_A1real_64_data,-0.44415465,0.61028606,0.4325442,-0.6394345,-0.3540644,0.26675582,-0.63181376,-0.11915017,-0.21197073,-0.14515556,0.1915605,-0.66204417,-0.42555875,-0.43519884,-0.22704862,-0.4367696,0
Yahoo_A1real_65_data,-0.46000135,0.43740982,-0.11445865,-0.34269196,-0.38557455,0.516035,-0.4533668,-0.18919833,0.279697,-0.19787623,-0.15780562,-0.40192062,-0.8171395,-0.24031033,-0.7962813,-0.2924865,4
Yahoo_A1real_66_data,-0.5174909,-0.46737683,-0.22571135,-0.26539415,-0.11982833,-0.42494825,0.47098923,-0.004956818,-0.5741436,-0.35191256,-0.28984553,-0.40372312,1.1716484,-0.34211606,0.68164974,-0.1680618,2
Yahoo_A1real_67_data,-0.59266764,-0.6559983,-0.50965345,-0.1800313,-0.038904034,-0.4968981,0.98669624,-0.34869662,-0.49069074,-0.16079515,-0.447744,-0.35311,1.9363075,-0.28855556,0.9410611,-0.16740738,2
Yahoo_A1real_6_data,-0.5445257,-0.26365098,0.0039795907,-0.3248873,-0.06415733,-0.34428617,0.24887738,0.20175202,-0.64014775,-0.18269636,-0.27598527,-0.49763018,1.2816489,-0.38251013,0.6904007,-0.38027218,4
Yahoo_A1real_7_data,-0.34794357,-0.5749642,-0.60380965,-0.28966546,-0.09994861,-0.5083764,0.5828093,-0.4860803,-0.5008733,-0.10285159,-0.16874662,-0.31647366,1.3813726,-0.18620424,0.851668,-0.22399336,4
Yahoo_A1real_8_data,-0.43360054,-0.24904792,-0.026253032,-0.5826201,-0.14642613,-0.33369187,-0.03948342,-0.015353634,-0.51292455,-0.16216284,-0.04933073,-0.33054376,0.5535515,-0.19553643,0.3967126,-0.34522808,0
Yahoo_A1real_9_data,-0.42193007,0.26997572,-0.5629892,0.6495745,-0.5928053,0.5867704,-0.1895096,-0.6632197,0.4007758,-0.4526883,-0.50883704,-0.5502811,-0.58580106,-0.4073506,-0.7846633,-0.013333131,4
ambient_temperature_system_failure,-0.28964525,-0.067299105,-0.39160386,-0.7238614,-0.17730546,0.09116818,-0.5607948,0.07045472,0.056677353,0.016591597,0.080046,-0.08401678,-0.70012885,0.1732927,-0.434483,-0.5688509,0
art_daily_jumpsdown,-0.30130467,-0.16531397,-0.33100897,-0.7797329,-0.2190358,-0.13473456,-0.35142082,-0.053532857,0.13443582,-0.07076074,0.059972357,0.06715829,-0.6914988,0.3576907,-0.52934444,-0.43222174,0
art_daily_jumpsup,0.06289264,-0.52337205,-0.5594797,-0.7660729,-0.109214395,-0.6186971,-0.17998536,-0.6725661,-0.4183174,0.24321981,0.38649336,0.12616442,-0.15017672,0.30252895,0.5045871,-0.26704815,1
art_increase_spike_density,-0.37982288,-0.018916741,-0.7720307,1.0256681,-0.62393284,0.4391106,-0.048705254,-0.70522755,0.3283568,-0.4853147,-0.5556472,-0.45949647,-0.40751335,-0.3603433,-0.6539743,-0.015518409,4
ec2_cpu_utilization_24ae8d,-0.51451844,0.23960593,-0.5676792,0.41901347,-0.59407955,0.6550614,-0.15606102,-0.5122018,0.42659807,-0.42829943,-0.5315286,-0.43149397,-0.57969725,-0.25044876,-0.9365225,-0.15789917,0
ec2_cpu_utilization_53ea38,-0.3402938,-0.018564092,-0.7540225,0.98421824,-0.6582923,0.4002941,-0.02524685,-0.8146583,0.33641404,-0.52252626,-0.53005046,-0.50123364,-0.37681687,-0.41227502,-0.6132254,0.055865236,2
ec2_cpu_utilization_77c1ca,0.02587766,-0.56012547,-0.5553458,-0.6253536,-0.14766102,-0.62124705,0.022562834,-0.7115431,-0.33284578,0.23651728,0.25729367,0.22591789,0.039344303,0.2963337,0.45593867,-0.18250932,1
ec2_cpu_utilization_825cc2,-0.38944075,-0.0018350086,-0.7465942,0.96665615,-0.62437814,0.4596534,-0.050972894,-0.68715405,0.35081723,-0.46405664,-0.5502838,-0.43727297,-0.43434832,-0.34126422,-0.6830309,-0.017998535,4
ec2_cpu_utilization_ac20cd,0.37338188,-0.5286219,-0.70395464,-0.7616781,-0.008087695,-0.6946113,-0.37715247,-0.8791107,-0.58886844,0.55132675,0.5868111,0.11475286,-0.23999608,0.24722198,0.85919243,-0.35720104,1
ec2_cpu_utilization_fe7f93,-0.42295307,0.11483201,-0.116404854,-0.6763009,-0.3742306,0.10216552,-0.32972035,-0.2556076,0.21649902,-0.2583945,-0.01144536,-0.12413659,-0.7047262,0.13578106,-0.7267334,-0.33854118,2
ec2_disk_write_bytes_c0d644,-0.0982506,-0.56000894,-0.5460567,-0.5613182,-0.08857044,-0.58316255,0.10057489,-0.6151591,-0.5073911,0.23045605,0.17611314,-0.019886136,0.42248002,0.15379475,0.710242,-0.2650663,0
ec2_network_in_257a54,-0.55923,0.1719211,0.52645195,-0.50410587,-0.31205526,-0.26402438,-0.1869381,0.12141117,-0.62645453,-0.40607932,0.019696029,-0.56984097,0.53562975,-0.3871067,0.26838064,-0.44205913,1
elb_request_count_8c0756,-0.53811425,-0.0777016,-0.7677811,0.81665415,-0.4520944,0.4915867,-0.1873236,-0.1433836,0.32438675,-0.31380314,-0.62155163,-0.18415411,-0.5923019,-0.013013509,-0.88697886,-0.32074,0
exchange-2_cpc_results,-0.5107583,-0.034215033,-0.75339377,0.89178866,-0.45655116,0.45502484,-0.2211293,-0.29535314,0.28984776,-0.3478776,-0.59493405,-0.3068708,-0.5817135,-0.13283516,-0.79572564,-0.2839773,4
exchange-2_cpm_results,-0.4979363,-0.031392064,-0.7572729,0.96958435,-0.466175,0.46395442,-0.20711905,-0.32927555,0.28477237,-0.35588795,-0.5845515,-0.32640776,-0.57550097,-0.16880804,-0.76442647,-0.24878736,0
exchange-3_cpm_results,-0.486395,0.10358722,-0.68598413,0.72583896,-0.48088032,0.5113468,-0.21709977,-0.40065998,0.34068796,-0.3511195,-0.5572184,-0.36369643,-0.61570024,-0.17974977,-0.828569,-0.21294165,0
