Dataset,AE_1,AE_2,AE_3,AE_4,target
speed_t4013,3.1495492,4.8614645,-1.3567624,-0.5077467,1
TravelTime_387,0.6269768,-1.5074369,-0.5126699,0.40514594,0
Twitter_volume_AMZN,-0.25209382,0.13373734,-3.1847718,8.520014,0
Twitter_volume_CRM,-0.74814063,-0.8182205,-3.6652682,8.406975,1
Twitter_volume_GOOG,-0.55525714,-3.2826693,-3.413092,9.054531,0
Twitter_volume_IBM,-1.1857595,-2.393409,-4.0013566,8.93528,1
Twitter_volume_KO,-0.28895405,-0.03297256,-4.6219583,9.465689,1
Twitter_volume_PFE,-1.308712,-1.3599893,-2.7832916,8.5768385,0
Yahoo_A1real_1_data,3.3404863,-3.6552985,-1.074982,-0.9539413,4
Yahoo_A1real_2_data,6.5015073,5.169165,1.7014674,1.6757219,4
Yahoo_A1real_3_data,6.568408,10.905773,-0.8086025,3.9818323,4
Yahoo_A1real_6_data,5.2400775,6.634745,-1.2125638,0.42824024,4
Yahoo_A1real_7_data,5.0053096,2.5491254,1.6147202,0.82774156,4
Yahoo_A1real_8_data,2.8398395,-1.0960163,-1.5852132,-1.4925528,0
Yahoo_A1real_10_data,6.3429966,-9.529177,4.1608453,-0.7238712,4
Yahoo_A1real_11_data,4.6404634,1.1192145,-0.44357094,-0.9644715,2
Yahoo_A1real_12_data,3.6714156,1.5286678,-0.105277866,-0.68437755,4
Yahoo_A1real_13_data,5.841713,8.545365,-1.1372719,1.8624024,4
Yahoo_A1real_19_data,4.0213685,-5.63692,-2.6548421,-1.8470088,4
Yahoo_A1real_20_data,2.6547356,-1.9136024,-1.3847033,-1.7082863,4
Yahoo_A1real_21_data,2.6933765,-1.2582518,-1.5719774,-2.6873496,0
Yahoo_A1real_22_data,2.4222577,-0.9389288,-0.85383624,-1.1436756,2
Yahoo_A1real_23_data,3.8969898,-3.2834127,-1.6722983,-2.2406657,4
Yahoo_A1real_26_data,4.4328732,3.8307552,-0.87109417,-0.82815045,2
Yahoo_A1real_27_data,3.980883,5.9875917,-1.3347255,-0.58311594,4
Yahoo_A1real_28_data,3.3317745,1.1234092,-2.0550885,-1.2678245,2
Yahoo_A1real_29_data,3.9747858,3.0730665,-1.8547533,-1.1766535,0
Yahoo_A1real_30_data,4.503432,6.144896,-0.07257259,0.2292149,2
Yahoo_A1real_31_data,6.765595,4.4270587,3.6409247,1.3553765,2
Yahoo_A1real_32_data,5.648886,1.2674712,-0.030569106,0.45362416,4
Yahoo_A1real_33_data,3.6714156,1.5286678,-0.10527775,-0.6843773,4
Yahoo_A1real_34_data,6.2276387,1.517015,0.5518748,0.80854756,4
Yahoo_A1real_35_data,4.796188,6.464823,-0.5923371,-0.28959936,0
Yahoo_A1real_36_data,6.625294,0.841052,-0.0475941,0.7368003,4
Yahoo_A1real_37_data,2.4168723,-2.705628,-1.6147805,-2.350622,4
Yahoo_A1real_38_data,5.277729,-4.521331,-2.6098275,-3.1222703,4
Yahoo_A1real_40_data,4.6455426,4.056762,-0.86124337,0.073669516,2
Yahoo_A1real_41_data,3.882815,2.9143217,-0.8835973,-1.1398395,0
Yahoo_A1real_43_data,6.048848,-4.926953,-0.25774604,-0.3820664,4
Yahoo_A1real_44_data,5.929406,1.0689981,0.3537474,0.14254299,2
Yahoo_A1real_46_data,5.424309,3.693105,1.3359388,-0.02116615,2
Yahoo_A1real_48_data,3.0020866,-2.2256258,-1.7952814,-2.6755912,2
Yahoo_A1real_51_data,4.535398,4.947217,-1.3130082,-0.89006954,0
Yahoo_A1real_52_data,2.2533517,-3.6690962,-2.402117,-2.1553998,4
Yahoo_A1real_53_data,5.1559873,3.1032891,1.9935338,0.88986737,0
Yahoo_A1real_54_data,7.863817,5.773094,1.1821356,1.0700568,2
Yahoo_A1real_55_data,5.8469043,-3.775364,0.33841068,-0.18760756,4
Yahoo_A1real_56_data,5.299394,0.9148168,-0.91405445,-0.9338179,4
Yahoo_A1real_57_data,5.7311673,0.3807817,0.2310175,-0.09803472,4
Yahoo_A1real_58_data,7.147826,3.8535097,3.538185,2.0220191,4
Yahoo_A1real_59_data,4.1921635,2.7808406,-0.84458524,-1.1517724,0
Yahoo_A1real_63_data,4.674663,2.389571,-0.012318046,-0.66243637,2
Yahoo_A1real_65_data,4.1927724,-0.6959481,-0.5478563,-0.8154388,4
Yahoo_A1real_66_data,2.7912507,-2.3707182,-1.7349342,-2.2556717,2
IOPS_11,-1.8270459,-0.90900844,-2.1121817,3.1241217,4
IOPS_19,-0.39779142,-3.4476178,-1.1939895,3.6361842,0
IOPS_52,-1.7437994,-8.795318,-5.9265585,5.1294565,0
IOPS_59,-0.32949856,-2.7622879,-0.76671004,3.7963045,0
IOPS_71,-1.2619994,-0.4583945,-0.8429057,2.6049685,2
IOPS_87,-0.9866658,-1.5622488,-1.0816517,3.3398268,2
IOPS_89,-1.6098435,-4.523551,-3.7582204,3.2428925,0
IOPS_94,-1.1381348,-1.4275029,-0.4684867,2.8262799,0
IOPS_96,-0.87795097,-3.4802284,-1.0146117,3.071335,4
IOPS_102,-1.4460094,-1.0813144,-1.6024294,3.0090606,4
IOPS_103,-0.4108756,-3.0925508,-0.033678442,3.64273,4
IOPS_121,-0.17591469,-1.5864725,-0.2670838,3.3236566,4
IOPS_127,-3.2247987,-3.6564238,-1.6206405,1.9326037,4
IOPS_128,-2.761979,-1.0745018,-0.6887701,2.4137104,0
IOPS_186,3.1487923,-8.034067,-0.99289685,5.1011257,4
IOPS_192,6.483082,-7.400325,-0.24948509,6.390176,4
IOPS_194,-0.3559883,-0.14890276,-1.0332923,3.7713873,4
IOPS_199,-0.34537032,-4.246332,-1.0928581,4.0575447,4
IOPS_218,-0.9563106,-1.6580186,-1.4712607,3.7894747,0
IOPS_225,-1.6529148,-1.5131556,-2.204222,3.1499932,0
IOPS_241,1.8282489,-0.9488597,-2.0421684,4.640244,2
IOPS_242,6.3805075,-1.5074086,-4.60302,9.419461,4
IOPS_246,2.7309191,1.2090621,-2.6900377,7.0740013,2
IOPS_261,-0.07791667,-2.6244924,-0.58707565,3.5714753,0
IOPS_264,-0.66200346,-0.46926472,-0.8847272,2.9991195,0
IOPS_269,0.22426589,-1.6871381,0.08461237,1.7849343,0
IOPS_275,0.5765571,-3.4090226,0.34641138,3.5704496,4
IOPS_285,-1.051259,-0.3267361,-1.5131484,3.2503812,0
IOPS_319,-0.6228698,-1.8346828,-1.3131859,2.8767211,0
IOPS_328,-0.83600754,-0.3826318,-1.8556805,7.017373,2
IOPS_329,3.4645066,-0.07774176,-3.9823837,8.707719,3
IOPS_333,-1.4673754,-0.09174363,-1.160303,3.8364277,4
IOPS_334,-1.0113368,-1.5470173,-2.0982552,3.8304236,0
IOPS_337,1.100408,0.08071999,-2.17219,5.6565447,3
IOPS_342,2.3464518,0.7946356,-3.4964907,8.309125,3
IOPS_353,0.44899556,-3.07663,0.14082977,3.930076,0
IOPS_365,-1.1074941,-3.523791,-2.7189827,3.7813382,2
IOPS_381,-2.4890966,-9.88913,-8.227534,5.352749,0
IOPS_393,-0.43493727,-2.8083813,-1.7270811,3.7611506,4
IOPS_418,-2.8680172,-3.1223316,-0.7717648,1.5853472,4
IOPS_427,-1.1092329,-2.7541134,-1.0770973,3.9890358,2
IOPS_459,-1.8419467,-1.292536,-2.1099918,3.470311,0
IOPS_461,-0.2617691,-2.1231377,-0.4492686,3.4520915,4
IOPS_475,-0.49202874,-4.086415,-0.22796407,3.496763,4
IOPS_478,-0.4750611,-2.779368,-0.17138264,3.2683604,4
