Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,target
Yahoo_A1real_12_data,-1.9265662,-0.82965916,1.423683,0.68490756,-0.20491403,-1.3398371,-2.1800556,0.07279859,4
Yahoo_A1real_13_data,-1.6548381,-4.635056,1.5831716,-2.2964885,-3.5973232,-0.15241021,-2.630381,0.73890835,4
Yahoo_A1real_19_data,1.8961545,0.52465075,3.0159128,1.0026171,1.1234443,0.44595632,-3.2219658,0.38598192,4
Yahoo_A1real_20_data,0.25692275,0.71511674,1.7977496,-0.25389895,0.4726329,-0.4087707,-1.9880754,0.1548178,4
Yahoo_A1real_21_data,-1.7535315,0.699601,3.1024382,0.88585347,1.7190366,-0.9953147,-2.530972,0.5937834,0
Yahoo_A1real_22_data,0.013075013,0.40062463,1.3323601,0.031236758,0.44525635,-0.08085798,-1.8527377,0.25292063,2
Yahoo_A1real_23_data,1.2954519,0.15538669,2.603233,0.123376004,0.0051713586,-0.247404,-2.765017,0.29862103,4
Yahoo_A1real_26_data,-1.2013111,-2.214659,1.9642756,-0.015776703,-2.1448784,-1.8019423,-1.6874971,0.81916773,2
Yahoo_A1real_27_data,-1.6039397,-3.1870768,2.2408028,-0.8086787,-3.4028215,-0.89091647,-0.8530199,1.2856592,4
Yahoo_A1real_28_data,-0.1836432,-1.4635218,1.2377925,0.23599492,-1.3151603,-0.70873415,-1.4400383,0.92603934,2
Yahoo_A1real_29_data,-0.97265244,-2.1959996,1.9471836,-0.04759581,-1.8649201,-1.0550405,-1.3721406,0.9708352,0
Yahoo_A1real_30_data,-2.0192118,-3.2000396,1.524332,-0.7538211,-3.3892636,-1.4164934,-1.2308056,0.6553429,2
Yahoo_A1real_31_data,-6.9110317,-0.48929608,0.9167031,3.9342062,1.5374918,-2.897208,-3.5190616,0.8474855,2
Yahoo_A1real_32_data,-1.3068467,-1.8340348,0.44942573,1.0382384,-1.2133534,-1.792085,-2.3096397,0.1270846,4
Yahoo_A1real_33_data,-1.9265662,-0.829659,1.4236833,0.6849075,-0.20491394,-1.3398372,-2.1800554,0.07279865,4
Yahoo_A1real_34_data,-2.13169,-1.6946028,0.7241447,0.8891533,-1.2532508,-1.6718206,-2.5669577,-0.12065192,4
Yahoo_A1real_35_data,-2.404315,-3.032648,2.1499941,-0.40334576,-2.748141,-0.9933783,-1.7017014,1.1857619,0
Yahoo_A1real_36_data,-1.049076,-1.7081038,0.52117664,1.0126463,-1.270922,-1.8728032,-2.108869,0.29925343,4
Yahoo_A1real_37_data,0.44150504,0.122474976,2.0581887,0.7093768,1.2245038,-0.3610364,-2.7740006,0.32048517,4
Yahoo_A1real_38_data,0.7393678,0.42579052,3.755065,-0.15195675,0.21327017,0.10963474,-3.491102,0.49943194,4
Yahoo_A1real_40_data,-1.1039554,-2.5529118,0.8312626,-0.05049522,-2.5143766,-1.4849159,-1.1252414,0.98335576,2
Yahoo_A1real_41_data,-1.1515197,-1.5876117,1.9683399,-0.037524413,-1.4454584,-1.3329221,-1.6245242,0.73379934,0
Yahoo_A1real_43_data,3.2516904,-0.2905767,0.62141246,0.6437674,-0.86685926,1.7962952,-2.6024528,-0.2670873,4
Yahoo_A1real_44_data,-1.6749421,-1.674608,0.66541296,1.0799514,-1.0172687,-1.6640487,-2.4417176,-0.17803992,2
Yahoo_A1real_46_data,-4.895614,-1.0723057,2.009947,1.8275399,0.5650312,-2.272684,-3.2690277,0.40756354,2
Yahoo_A1real_48_data,0.07064934,0.17205057,2.346871,0.5158016,1.073698,-0.9569949,-2.6746862,0.0017862115,2
Yahoo_A1real_51_data,-1.5728972,-2.896002,2.2580836,-0.45478708,-2.5313036,-0.9673459,-1.6451215,1.1902122,0
Yahoo_A1real_52_data,0.6662365,0.46168482,1.9152942,0.8498638,0.6329987,0.8634096,-2.9095898,0.567284,4
Yahoo_A1real_53_data,-3.3937316,-1.5393343,0.6677812,2.4956112,-0.70108813,-2.3413432,-3.4343276,-0.18521787,0
Yahoo_A1real_54_data,-4.398334,-2.7448535,1.6373606,1.4203036,-0.5491653,-2.3884506,-5.337505,-0.30729523,2
Yahoo_A1real_55_data,2.3874862,-0.08331083,0.44989794,0.4473309,-0.8667087,1.6645714,-2.2484353,-0.45294976,4
Yahoo_A1real_56_data,-0.034617808,-1.8056774,1.4089713,0.1327887,-1.6428983,-1.3335115,-1.3997941,0.6156424,4
Yahoo_A1real_57_data,-0.9093999,-1.3797108,0.47522622,0.99231905,-0.7605997,-1.4876559,-2.1864176,-0.09383955,4
Yahoo_A1real_58_data,-5.1736484,-1.7483139,-0.75329155,4.1694975,-0.11342847,-3.420254,-4.2344165,-0.020974657,4
Yahoo_A1real_59_data,-2.8494399,-0.9747988,3.515642,0.0787906,0.32252532,-0.5038775,-2.0715775,0.81058383,0
Yahoo_A1real_63_data,-3.025026,-0.9725633,2.2307508,0.51401645,0.18317999,-1.2615963,-2.4270108,0.32832852,2
Yahoo_A1real_65_data,-0.18669541,-0.5524123,1.0865521,0.33343905,-0.64326304,-0.6494221,-1.6883283,0.035268493,4
Yahoo_A1real_66_data,-0.9677194,0.8191953,2.2763658,0.46193767,1.6729591,-1.188398,-2.539192,0.32242846,2
IOPS_11,0.11401136,-1.4063733,0.46984893,2.5574725,0.9918735,0.5739485,2.542191,0.3428872,4
IOPS_19,3.7792506,-1.2212334,-0.5839463,2.1180327,0.3947568,1.4304286,2.0618176,0.3402931,0
IOPS_52,7.646928,-4.739243,-1.7853136,4.968835,-0.61654824,4.746937,2.013755,-0.19781543,0
IOPS_59,2.9309485,-0.6298169,-0.95039403,2.0842452,0.9064331,0.99545586,2.1004982,0.6493621,0
IOPS_71,0.5595282,-0.41522995,-0.30681235,1.8430377,0.49740714,0.24402814,1.8233836,0.7750442,2
IOPS_87,1.219682,-0.5402202,-0.6645486,2.070948,0.61849123,0.5837364,2.33984,0.5222841,2
IOPS_89,3.724119,-2.8309848,-1.0219324,2.8852546,0.33853066,2.264538,1.420809,0.20040102,0
IOPS_94,1.5586278,-0.2797238,0.21828975,1.9154822,0.42954582,0.690978,2.2905736,0.4642931,0
IOPS_96,2.9696522,-0.49838847,-0.70227563,2.4875374,0.76083446,2.3241503,1.4462364,0.652084,4
IOPS_102,0.5575429,-1.1712179,-0.29469395,2.6538212,0.55890304,0.26571524,2.1099644,0.40411642,4
IOPS_103,3.3906052,-0.2732646,-0.64126664,2.1427715,0.53120595,1.4469181,1.8515124,0.6916564,4
IOPS_121,2.4113402,0.008462243,-1.6189705,2.0717118,0.8711733,1.1914061,1.8826818,1.3164504,4
IOPS_127,1.9480324,-0.27077663,-1.7468112,3.0491984,1.3821282,1.6059945,1.0688215,1.0852079,4
IOPS_128,0.82518977,-0.30268958,0.16539432,2.7573574,0.4759255,0.48950908,2.315855,0.52172446,0
IOPS_186,8.257855,-0.8422253,-2.2520404,3.4052215,0.13258141,5.1820683,0.32556173,0.7792808,4
IOPS_192,8.120635,0.34465075,-3.113413,2.947971,-0.32079196,6.868639,-0.2360948,1.4566143,4
IOPS_194,0.3826722,-0.1262877,-1.5099864,2.2813509,0.72456473,0.0057163364,2.3773577,1.0101001,4
IOPS_199,4.408372,-1.0307404,-0.06477366,2.6729534,0.7165378,2.2822506,1.9243333,0.3418908,4
IOPS_218,1.865421,-0.8655071,-1.2739012,2.5532281,0.91820264,0.4794183,2.280446,0.6979581,0
IOPS_225,0.92943627,-1.9521792,0.4848262,2.4107559,0.30797476,0.45875844,2.5502381,0.061237477,0
IOPS_241,2.1847,-0.54596084,-3.2540975,2.351089,-0.35857242,0.691238,1.8740604,0.5765178,2
IOPS_242,5.397861,-3.5126398,-6.5529046,3.387946,-2.5541868,3.4136791,1.5737127,2.3764174,4
IOPS_246,1.4435853,-1.9823282,-4.649696,3.260409,-1.4594889,0.058747377,0.6863315,2.1135647,2
IOPS_261,3.1112716,-0.3833245,-0.8611179,1.8420056,0.67560524,1.2394413,1.9984293,0.7573924,0
IOPS_264,1.1317888,-0.019822486,-1.2748464,2.0738645,0.89863354,0.22274561,2.1563203,1.0853231,0
IOPS_269,1.942432,-0.00842046,-0.054325975,1.2012312,0.2901319,1.0182804,0.62433994,0.4027243,0
IOPS_275,3.6910682,0.050958537,-0.81150055,2.2504132,1.1283393,2.152453,1.0963073,1.189068,4
IOPS_285,0.63647145,-1.423975,-0.42586082,2.0644832,-0.038256526,0.15586917,2.6324458,0.99058664,0
IOPS_319,2.25132,-1.3166115,-0.29069328,1.5716188,0.096031845,0.8387699,2.2271233,0.62206316,0
IOPS_328,-1.9831767,-1.9469838,-2.730212,4.4811406,2.8853662,-0.10430473,4.355696,-1.2558968,2
IOPS_329,1.8674861,-3.3200095,-5.659759,4.130023,-1.2150912,0.70227313,1.4477186,1.9083056,3
IOPS_333,-0.69707197,-0.41400605,-0.54271346,2.8310373,0.71001726,-0.024766142,2.3166966,0.5313249,4
IOPS_334,1.3922604,-1.2195672,-1.1541145,2.4124908,0.53328705,0.5425574,2.4009833,0.40513512,0
IOPS_337,0.7084683,-1.9265802,-3.360157,3.378672,-0.023147643,-1.0256673,1.6749865,1.1713235,3
IOPS_342,0.5515544,-3.0967588,-4.8353233,4.397399,-0.9120502,-0.31157824,1.7011395,0.8462883,3
IOPS_353,3.7074754,-0.28155616,-0.6748958,1.8389701,-0.016571999,1.7089976,2.3996143,0.8425175,0
IOPS_365,3.118434,-2.0660655,0.09516203,2.3149247,0.38107514,1.8484328,2.5930004,-0.28643158,2
IOPS_381,7.844889,-6.213141,-1.0375277,6.091052,-1.0456228,4.9587708,2.7444615,-0.7233448,0
IOPS_393,3.6122417,-1.725542,-1.2489029,1.7829462,0.013860285,1.3956685,2.4785442,0.5089124,4
IOPS_418,1.7325643,0.3022955,-0.518544,3.0190957,1.8877664,1.4911642,0.8561973,1.1916894,4
IOPS_427,2.7127655,-0.66339296,0.1252102,2.410809,0.08134851,1.7951897,2.8555398,0.17402808,2
IOPS_459,0.6326765,-1.9483726,0.12815432,2.2986395,0.06885785,0.70767474,2.7737632,0.5312922,0
IOPS_461,2.5127835,-0.2953905,-0.52180904,1.6966237,0.30785596,1.2525425,2.2480104,0.8374168,4
IOPS_475,4.271795,-0.3315022,-0.5523364,2.6424768,0.8705988,2.0254555,1.4894875,0.72558373,4
IOPS_478,2.8808813,-0.15656012,-0.7684208,2.352783,1.0059221,1.767187,1.5144719,1.0922974,4
