Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,target
Yahoo_A1real_10_data,0.42388865,0.12729937,-0.16453704,-0.7463864,-0.36853155,-0.8894243,0.49049497,-0.17449893,4
Yahoo_A1real_11_data,-0.47746357,-0.22606996,-0.2635313,0.10139418,-0.32992408,0.6895405,-0.6434685,-0.11278577,2
Yahoo_A1real_12_data,-0.42238972,0.16948049,-0.05098666,-0.35255352,0.023447959,-0.4868991,-0.66292036,0.25324616,4
Yahoo_A1real_13_data,-0.50171304,-0.46839368,-0.3055412,-0.29866856,-0.21311529,1.7406881,-0.8029787,-0.30826208,4
Yahoo_A1real_14_data,-0.43725818,-0.12456993,-0.22606058,0.037963726,-0.15912895,-0.5100138,-0.575628,0.36521113,0
Yahoo_A1real_15_data,-0.4927737,-0.48073444,-0.2992146,-0.34905538,-0.20867655,1.7847236,-0.81210655,-0.3218627,4
Yahoo_A1real_16_data,-0.6627454,-0.3432501,-0.56061006,0.5533937,-0.5199073,-0.036077935,-0.6186943,0.28905633,4
Yahoo_A1real_17_data,0.015690131,-0.257485,0.37221065,-0.38041347,0.12769789,-0.042498834,-0.8815815,-0.07853332,4
Yahoo_A1real_18_data,-0.5500149,-0.39029726,-0.078809194,-0.40207955,-0.08827428,1.7522397,-0.9032346,-0.44052795,4
Yahoo_A1real_19_data,-0.0778245,-0.13762617,-0.21212299,-0.12955782,-0.2906541,-0.78322583,-0.27259907,0.26915252,4
Yahoo_A1real_1_data,0.39964384,-0.11262569,0.050750706,-0.6708547,-0.14412098,-1.0181963,0.1109694,0.22159566,4
Yahoo_A1real_21_data,-0.442165,-0.40023938,0.4767154,-0.84331423,0.4455024,1.1577634,-1.1584209,-0.3671362,0
Yahoo_A1real_22_data,-0.4630767,-0.11719868,-0.6694109,0.3667939,-0.56788886,-0.7943372,0.044022024,0.28119326,2
Yahoo_A1real_24_data,-0.5059995,-0.40016022,-0.029421719,-0.49927497,-0.06619379,1.7515339,-0.9325881,-0.45546484,0
Yahoo_A1real_25_data,-0.41726717,-0.56065136,-0.16463912,-0.76712316,-0.28009292,2.2703326,-0.89119965,-0.58870786,2
Yahoo_A1real_27_data,-0.48501652,-0.47956464,-0.063397475,-0.69862723,0.043582454,1.7681844,-0.97528523,-0.39041397,4
Yahoo_A1real_29_data,-0.48802918,-0.0276489,-0.13547333,-0.038494054,-0.024731304,-0.13428976,-0.75037915,0.17685713,0
Yahoo_A1real_31_data,-0.39044482,-0.5660519,-0.046511333,-0.7825417,-0.16593912,2.051353,-0.94494605,-0.5362898,2
Yahoo_A1real_32_data,-0.58127844,-0.121947356,-0.7241973,0.49113575,-0.60485756,-0.865332,0.12691398,0.29941866,4
Yahoo_A1real_33_data,-0.42238972,0.16948049,-0.05098666,-0.35255352,0.023447959,-0.4868991,-0.66292036,0.25324616,4
Yahoo_A1real_34_data,-0.66930085,-0.07608941,-0.753122,0.5077882,-0.5695451,-0.8147048,-0.015177385,0.3776981,4
Yahoo_A1real_35_data,-0.5906347,-0.37173545,0.01150518,-0.6095555,0.17505896,1.5991921,-1.0123304,-0.36070463,0
Yahoo_A1real_36_data,-0.5884551,0.0066310605,-0.80024415,0.47339654,-0.6038036,-0.91823626,0.3198093,0.2203114,4
Yahoo_A1real_37_data,0.32244742,-0.44338247,0.6283326,-0.6922295,0.27380517,-0.5544273,-0.8019514,0.19080709,4
Yahoo_A1real_38_data,0.14767808,-0.21977727,0.14680085,-0.49942806,0.016232785,-0.7834117,-0.44091493,0.2699883,4
Yahoo_A1real_39_data,0.06444196,0.26533616,-0.509082,-0.30356607,-0.48568,-0.89313054,0.55208176,-0.18115337,4
Yahoo_A1real_42_data,-0.37141547,-0.3612207,0.105558395,-0.33841658,-0.013762578,1.1164963,-0.8958154,-0.31343585,2
Yahoo_A1real_44_data,-0.57296985,0.04048389,-0.6978841,0.35348144,-0.5258695,-0.8603973,0.04663091,0.3280483,2
Yahoo_A1real_45_data,0.22628313,-0.3787058,0.4855261,-0.82188416,0.27742872,-0.7770785,-0.65151995,0.3595459,1
Yahoo_A1real_48_data,-0.1179474,-0.39580515,-0.32614058,0.25507903,-0.34259552,-0.25839967,-0.6455696,0.21546607,2
Yahoo_A1real_49_data,-0.5500149,-0.39029726,-0.078809194,-0.40207955,-0.08827428,1.7522397,-0.9032346,-0.44052795,4
Yahoo_A1real_51_data,-0.59044844,-0.17672138,0.10023327,-0.3921799,0.29900298,0.87036216,-1.0055748,-0.1746076,0
Yahoo_A1real_52_data,0.057641137,-0.14822128,0.14239573,-0.6041359,0.101927325,-0.7714077,-0.50829273,0.32963046,4
Yahoo_A1real_54_data,-0.57964176,-0.27404353,-0.1381781,0.13307312,-0.14369431,1.0774149,-0.78148663,-0.20924614,2
Yahoo_A1real_56_data,-0.3087496,0.22985384,-0.6365951,-0.0014665618,-0.37097955,-1.0033957,0.35309103,0.18158287,4
Yahoo_A1real_57_data,-0.42627257,-0.10898151,-0.58695996,0.2883577,-0.54091,-0.88386524,0.06721995,0.27756947,4
Yahoo_A1real_58_data,-0.40579197,-0.54311055,-0.12098286,-0.7028081,-0.253763,2.1454124,-0.88304496,-0.55676895,4
Yahoo_A1real_59_data,-0.16105285,-0.5196143,0.9528528,-1.0164936,0.92363673,0.10026443,-1.2449713,-0.06688615,0
Yahoo_A1real_5_data,-0.12963608,0.47677878,-0.8012633,-0.24292344,-0.68946165,-0.60384476,0.71621615,-0.5434632,4
Yahoo_A1real_60_data,-0.62318957,-0.17985885,-0.29167095,0.2827392,-0.21087913,0.48744103,-0.7821084,0.027288435,4
Yahoo_A1real_64_data,-0.76833755,-0.027909197,-0.6990198,0.45485172,-0.41614512,-0.52705646,-0.3562648,0.4469943,0
Yahoo_A1real_65_data,-0.28109017,0.11653815,-0.6173322,0.15164667,-0.5193047,-0.8955404,0.32415026,0.09660575,4
Yahoo_A1real_66_data,-0.34560788,-0.39239982,-0.13024487,-0.07021585,-0.3482938,1.4273494,-0.76747185,-0.42464933,2
Yahoo_A1real_67_data,-0.3759724,-0.6301551,-0.25557557,-0.9344286,-0.19092353,2.2162068,-0.92468613,-0.46474305,2
Yahoo_A1real_6_data,-0.5649137,-0.3713755,-0.25535983,-0.16522321,-0.12759195,1.5059024,-0.8223345,-0.26258388,4
Yahoo_A1real_7_data,-0.29816517,-0.550316,0.06981966,-0.73759645,-0.08953686,1.7024044,-0.95400023,-0.46774334,4
Yahoo_A1real_8_data,-0.24298792,-0.3946734,-0.012820524,-0.021886634,-0.2034005,0.7029551,-0.83232635,-0.18711051,0
Yahoo_A1real_9_data,-0.08399225,0.48775592,-0.7732018,-0.32496515,-0.7150602,-0.57564735,0.706527,-0.5810164,4
ambient_temperature_system_failure,0.0033569233,-0.06256091,0.0027567358,-0.44730303,-0.09924746,-0.8829655,-0.46837524,0.30258447,0
art_daily_jumpsdown,0.19123928,-0.2920744,0.14044458,-0.34104896,-0.20007886,-0.82689285,-0.46052206,0.30432916,0
art_daily_jumpsup,0.18167977,-0.558047,0.79570824,-0.6162746,0.32537264,0.10205694,-1.0681887,-0.16622789,1
art_increase_spike_density,0.16797043,0.476046,-0.660648,-0.6726465,-0.7382761,-0.51307285,0.6505124,-0.66554844,4
ec2_cpu_utilization_24ae8d,-0.029067911,0.40300912,-0.7134842,-0.23063287,-0.6508222,-0.76800203,0.709244,-0.44066912,0
ec2_cpu_utilization_53ea38,0.12759377,0.4919483,-0.7123705,-0.6518419,-0.77730584,-0.46873957,0.646607,-0.7061964,2
ec2_cpu_utilization_77c1ca,0.29970366,-0.64695895,0.7489472,-0.7527884,0.29691425,0.28993583,-1.0717653,-0.2181943,1
ec2_cpu_utilization_825cc2,0.15526398,0.46159044,-0.659023,-0.6276282,-0.71048814,-0.54628956,0.6635639,-0.63388157,4
ec2_cpu_utilization_ac20cd,-0.090934575,-0.54051256,0.97353125,-0.9231188,0.80199105,0.11276513,-1.2377489,-0.10515872,1
ec2_cpu_utilization_fe7f93,-0.005249442,-0.20267032,-0.2861111,0.030489575,-0.49086294,-0.9567576,-0.06477086,0.22537868,2
ec2_disk_write_bytes_c0d644,0.08112382,-0.5959437,0.57856596,-0.72555184,0.20039992,0.69086415,-1.0877312,-0.3000142,0
ec2_network_in_257a54,-0.7212669,-0.24594189,-0.47064367,0.46290663,-0.4602246,0.495065,-0.81784636,0.00531709,1
elb_request_count_8c0756,0.36612055,0.24508417,-0.32584232,-0.7145435,-0.50438184,-0.7980631,0.60402995,-0.3603801,0
exchange-2_cpc_results,0.28504494,0.34533185,-0.45255548,-0.70777524,-0.5813677,-0.6675292,0.6178386,-0.4782754,4
exchange-2_cpm_results,0.27349937,0.3714564,-0.46852252,-0.7155046,-0.5994365,-0.6355045,0.62479436,-0.5148488,0
exchange-3_cpm_results,0.14859064,0.38473758,-0.5718603,-0.5339944,-0.58913183,-0.67958665,0.6599543,-0.46952,0
exchange-4_cpm_results,-0.049969904,0.32339618,-0.67288554,-0.14248112,-0.6376943,-0.7606078,0.66715395,-0.38905483,4
grok_asg_anomaly,0.015528849,0.17872784,-0.39608082,-0.33180723,-0.40015385,-1.0647085,0.41307214,0.03262833,0
iio_us-east-1_i-a2eb1cd9_NetworkIn,-0.115121685,0.1970707,-0.66233593,0.0034758348,-0.49704167,-0.85690707,0.56115603,-0.11561531,4
machine_temperature_system_failure,-0.04159966,-0.4626812,0.9512365,-0.8597834,0.7869667,-0.2880369,-1.1825348,0.08215587,1
rds_cpu_utilization_cc0c53,0.13038684,0.42349455,-0.6029154,-0.5395368,-0.607846,-0.699914,0.6782603,-0.49629587,0
rds_cpu_utilization_e47b3b,0.11766616,0.49036354,-0.714787,-0.63037634,-0.7734067,-0.4780565,0.6515215,-0.69960237,2
rogue_agent_key_updown,-0.6358168,-0.14531961,-0.70210725,0.47627825,-0.71836334,-0.81151134,-0.20822543,0.3333592,0
speed_6005,0.5215378,-0.1433996,0.0447125,-0.7628717,-0.17733017,-1.0355749,0.28963345,0.09068219,0
speed_7578,-0.5371392,-0.44311514,0.09109304,-0.6867007,0.103344776,1.7735339,-1.0144321,-0.442403,0
speed_t4013,-0.58395934,-0.16346772,0.099664666,-0.35185292,0.2590882,0.86525404,-1.0166612,-0.19096099,1
