Dataset,AE_1,AE_2,AE_3,AE_4,target
ec2_network_in_257a54,-1.0772183,0.29920313,-0.71384317,1.0125716,1
elb_request_count_8c0756,1.9855596,-0.5351908,0.06851269,-0.85383844,0
exchange-2_cpc_results,2.0762491,-0.4294638,-0.20875266,-0.9977329,4
exchange-2_cpm_results,2.1190124,-0.46284616,-0.2727588,-1.0074606,0
exchange-3_cpm_results,1.960681,-0.21095529,-0.29282108,-1.0757136,0
exchange-4_cpm_results,1.5522164,0.14797865,-0.3289698,-1.1565185,4
grok_asg_anomaly,1.2038547,-0.23423645,0.13362725,-0.593703,0
iio_us-east-1_i-a2eb1cd9_NetworkIn,1.0145692,0.25283724,-0.25068632,-1.0952617,4
machine_temperature_system_failure,-0.518515,-0.9789922,1.9010488,1.0524414,1
rds_cpu_utilization_cc0c53,1.9237341,-0.23419675,-0.32014328,-1.0048077,0
rds_cpu_utilization_e47b3b,2.135014,-0.29209086,-0.6380449,-1.1519307,2
rogue_agent_key_updown,-0.609392,0.59184307,-0.5546543,-0.58243376,0
speed_6005,1.5710917,-0.80925196,0.8888362,-0.56053376,0
speed_7578,-0.8685544,-1.0779666,-0.38212636,2.4546402,0
speed_t4013,-0.7049769,-0.5681865,-0.021325506,1.9642646,1
