Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,AE_17,AE_18,AE_19,AE_20,AE_21,AE_22,AE_23,AE_24,AE_25,AE_26,AE_27,AE_28,AE_29,AE_30,AE_31,AE_32,AE_33,AE_34,AE_35,AE_36,AE_37,AE_38,AE_39,AE_40,AE_41,AE_42,AE_43,AE_44,AE_45,AE_46,AE_47,AE_48,AE_49,AE_50,AE_51,AE_52,AE_53,AE_54,AE_55,AE_56,AE_57,AE_58,AE_59,AE_60,AE_61,AE_62,AE_63,AE_64,AE_65,AE_66,target
IOPS_19,IOPS_19,4.81413322259705e-08,-8.208280362964615e-06,0.0225642653979892,0.0005091460729508,0.499875,0.500125,459170.8115325435,0.5342219898920022,0.1167437116515549,3.889912424650412,0.0010977208232118,-0.0068113158714328,-0.0169794191643255,0.016733374112869,-0.0877729720733277,0.2034597503881414,-0.2912327224614692,0.0225642653980405,0.0186063594284691,1.7013223906557589,0.6004921562382382,0.0774784685244153,-0.0877729720733277,459170.8115325435,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,35.86327320428184,0.0014586487014539,6.500653694413031e-18,-73.14181892910393,-73.14181892910393,0.0,0.8968228808097357,9.858563065876832e-10,0.003414943647876,0.0001043659694197,0.0002742243100863,9.858563065876832e-10,6.396392785571143,8.518517034068136,0.0521829847098593,4.821022258261106,4.878217349478252,2.778604505781156,-0.5455969928504515,1.930068132267826,0.0950729118256102,7.277274549098196,-0.1916315849892637,0.0001092177638409,1.0,0,0.9783722965369448,14,0,0.9994407328192664,0.4965620702587202,2.632723837459336,0
IOPS_192,IOPS_192,2.4623973633072783e-07,0.0039884542820576,0.0243078486452798,0.0005908715057618,0.500125,0.499875,98316.91703781688,-1.9359725223931257,0.0011145188551857,1.6378700656966836,-0.4922123635599825,-0.1658651717115233,-0.0241607864201025,0.024128228986205,-0.0398128530557233,0.0636529435105099,-0.1034657965662333,0.0243078486465271,0.0241186965511577,1.453618227711568,0.5367766914302957,0.234936077593364,-0.0398128530557233,98316.91703781688,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,6.864870278477539,0.0675961297845111,0.0,-9.36622872177328,-9.36622872177328,0.0,0.995812710330335,7.604025893830593e-11,0.0012134413414976,1.0856743803250976e-05,7.090498504089481e-05,7.604025893830593e-11,9.419418837675352,0.2702605210420842,0.0054283719016254,3.693536418292652,5.792476231076192,3.2228578609216005,-0.1338587646899023,1.530611600067754,0.0745010940873965,9.419418837675352,-0.1162443731974708,1.1610999776355346e-05,1.0,0,0.9998749843729215,0,0,0.1721597542765902,0.4999374921864608,4.656918739278427,4
IOPS_194,IOPS_194,3.8377551369162e-07,-3.168149404153553e-06,0.0091387071346284,8.351596809250877e-05,0.499875,0.500125,23750.750267213472,147.82596871388245,1.94172299387512,18.29037327389756,0.0011660044939129,-0.0076817818985923,-0.0043324828708097,0.0042601399101792,-0.1671499992480445,0.2131567761991206,-0.3803067754471652,0.0091387071426866,0.0052207599309954,0.6571384535713057,0.215842867575266,0.0240298298652536,-0.1671499992480445,23750.750267213472,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,39.2968303796669,0.0015356462258227,0.0,2.355185485373903,2.355185485373903,0.0,4.12522734059801,3.5191567397467497e-10,0.0084053267950509,0.0001842238367466,0.0005888086992029,3.5191567397467497e-10,0.2102004008016032,2.712705410821643,0.0921119183733124,4.329614253916528,3.9264274623636166,2.912885877096423,-0.3327408996507658,1.2691896989621276,0.0368122085867888,6.576573146292586,-0.5618560009044892,0.000143597877756,1.0,0,0.9888736092010264,17,0,0.573089621759622,0.5008126015751343,0.4450883986055083,4
IOPS_199,IOPS_199,1.9382934250794523e-07,-0.0001001588687385,0.0053015303524813,2.81062240782808e-05,0.496625,0.503375,27211.149430764675,-0.6413653332820881,0.0883491663150019,2.777060910187275,0.0567870062868552,0.0208265546706993,-0.004480807103985,0.004466838007421,-0.0147224816537656,0.0369162191816112,-0.0516387008353769,0.0053015303560246,0.0046045890266829,1.922148906203763,0.678434227185113,0.1026658332616976,-0.0147224816537656,27211.149430764675,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,20.68490565801449,0.0046479271575232,9.24579134107278e-72,5.512088927282174,5.512088927282174,0.0,1.0196326071114026,6.97281811363472e-10,0.0017289465754527,6.679161844992925e-05,0.000164223684618,6.97281811363472e-10,5.855851703406814,6.056052104208417,0.0333958092249646,4.797602913978639,5.0115626093614845,2.6800263508131312,-0.5360367635720361,2.1274809298880126,0.08740289234268,7.637635270541082,-0.234201075138043,7.512148972355084e-05,1.0,0,0.998624828103388,2,0,0.0848720249888548,0.5001875234403675,0.1671889592904308,4
IOPS_218,IOPS_218,5.410975338713264e-07,-0.0003371254923862,0.070448297105829,0.0049629625651111,0.498125,0.501875,129955.02230517578,12.216145889905206,-0.6482640077091305,14.840485102779356,0.0143793362933869,-0.0031856935714315,-0.0449341864318881,0.0439766926280782,-1.0454863774581806,0.3674163040330427,-1.4129026814912231,0.070448297107907,0.0535457862549094,1.3709345061814704,0.4656012623851269,0.049860686074723,-1.0454863774581806,129955.02230517578,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,43.7209618305214,0.0008045190738138,0.0,176.76300381695668,176.76300381695668,0.0,1.1833213510435467,1.7859498383249211e-09,0.0029477358508771,0.0001506616754628,0.0003590576566265,1.7859498383249211e-09,0.3503406813627255,8.6386372745491,0.0753308377314423,4.816862623881242,4.472410272242884,2.798380889183481,-0.4645190291703138,1.6829623744051525,0.0898138536365133,6.956953907815632,-0.4119689695404434,0.0001571870690801,1.0,0,0.9168646080758948,38,0,2.5711675202588538,0.4968121015126269,17.844636020993807,0
IOPS_225,IOPS_225,6.536524044353787e-07,-0.0013324865085166,0.0605656550075522,0.0036681985664938,0.49,0.51,92515.7451453778,12.746765394406324,-0.2408250854954526,16.664446913923317,0.0660344615480542,-0.004976095141831,-0.0358215431062518,0.0328150279763264,-1.0092925056923914,0.4779630190426189,-1.4872555247350103,0.0605656550110795,0.0444335560943148,1.1369174463864422,0.393346441642729,0.0407230996688483,-1.0092925056923914,92515.7451453778,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,42.75504864644591,0.0005520520570886,0.0,-14.14933384185594,-14.14933384185594,0.0,0.8903452580889376,8.36612839068629e-10,0.0045382828214486,0.0002188718254511,0.0004881723482713,8.36612839068629e-10,5.955951903807615,9.019018036072143,0.1094359127255909,4.937377869856128,4.780161814093218,2.613478272716568,-0.5432103201369702,1.937005385347588,0.0810084757786314,7.4774749498998,-0.3507124171510729,0.0002267312838661,1.0,0,0.5776972121514466,58,0,2.4213787734609014,0.498937367170834,-0.2765900734910617,0
IOPS_236,IOPS_236,3.1105545419851667e-06,-0.0021289741806569,0.0662472543867109,0.0043886987137775,0.48325,0.51675,21290.725742652525,35.11941358086792,-1.4484656360357857,20.71190151582709,0.0965512332285972,0.0431607346316821,-0.036695503934915,0.03555598286529,-1.3721035187088615,0.4641281043192009,-1.8362316230280624,0.066247254459737,0.0467312199440387,1.092959576635426,0.3648388695876194,0.0360778310970307,-1.3721035187088615,21290.725742652525,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,51.79611912030166,0.0006276472616535,0.0,25.66662548667816,25.66662548667816,0.0,1.7666886010568392,2.2037174264359888e-09,0.0051320280881649,0.0001804570617839,0.0004124292685129,2.2037174264359888e-09,6.336332665330661,3.473466933867736,0.0902285308919681,4.929455806366853,4.786127805646876,2.584235601025382,-0.5997539530306403,1.9381096411859584,0.1061974989605904,7.0970941883767535,-0.3345701866141489,0.0002015172236364,1.0,0,0.5728216027002659,55,0,3.0418375339356416,0.5036879609950614,1.910660488513109,4
IOPS_24,IOPS_24,5.1463696145503954e-08,-0.000190008729227,0.0181127229399393,0.000328070732299,0.495375,0.504625,345242.9826847336,5.26804651964061,0.4000833234438532,7.110878802850607,0.0314795599303679,0.0129020870863686,-0.0118050258649553,0.0117286418497197,-0.1287973332627032,0.2459643456101901,-0.3747616788728933,0.0181127229400124,0.0140595343552032,1.3185865270801662,0.4561996300378106,0.0483313100370416,-0.1287973332627032,345242.9826847336,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,47.010959049370605,0.0009541126005738,1.7215733258753758e-243,-786.7476206617654,-786.7476206617654,0.0,1.337482040032076,1.0652021474526726e-09,0.0031564748630368,0.0001672829831201,0.0003913064017354,1.0652021474526726e-09,5.535531062124249,7.757755511022045,0.0836414915600682,4.85987480652828,4.5762395959949504,2.744617438300893,-0.4953167740541285,1.7595002818541936,0.086988521527449,7.077074148296593,-0.4281847341371309,0.0001857058201137,1.0,0,0.7642205275658501,26,0,1.1639128109552743,0.5004375546942742,0.6891918603398566,0
IOPS_241,IOPS_241,0.0004139909387545,-0.0008481615966337,0.0671621613968819,0.0045107559235008,0.498375,0.501625,162.2306018782305,372.1332644483321,10.96599984379287,15.166423455204342,0.05637783941186,0.0928403514729108,-0.0094232723780558,0.0094821338352061,-1.018195804139559,2.2211602319382564,-3.239356036077816,0.0671634373152401,0.0166976426978655,0.1670511170893479,0.0532774438515644,0.0207331829623359,-1.018195804139559,162.2306018782305,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,18.325572762385907,0.0787650077464183,0.0,0.0191377992307958,0.0191377992307958,0.0,0.0099132235064505,1.1255036557052742e-09,0.0023534270760808,0.0002339791357294,0.0004125829009122,1.1255036557052742e-09,5.855851703406814,6.916913827655311,0.1169895678647071,5.185445348139598,4.651632477167261,2.763069098614272,-0.2710483560251185,1.7631408376475568,0.1003937621413532,7.457454909819639,-0.1127273069842385,0.0002443936495725,1.0,0,0.9836229528689856,48,0,4.692047721042948,0.499687460932554,1.1542114057109556,2
IOPS_242,IOPS_242,0.0007181056248212,0.0085885435580257,0.0208553370421759,0.0004349450831427,0.5025,0.4975,29.04211759272749,939.5280127696092,18.948920914575574,14.627098918522844,-1.132147258983001,-0.714137733740477,-0.0119480019495171,0.0120133691191431,-0.3043349868973192,1.0772016621857006,-1.38153664908302,0.0208676965386972,0.0128760410832281,0.0624237559925807,0.0196421329861817,0.0150957537325721,-0.3043349868973192,29.04211759272749,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,41.33045893969068,0.0577362032356979,0.0,0.9670055363151312,0.9670055363151312,0.0,5.051509535543864,2.2907367990036224e-10,0.0014449329996169,0.0001583551707341,0.0002505588646632,2.2907367990036224e-10,6.276272545090181,6.6366332665330665,0.0791775853670721,5.230081660535576,4.535915464175666,2.737859008072468,-0.4145660119449382,1.687672774505291,0.1030578165688197,7.297294589178357,-0.3313128899836874,7.033096593553169e-05,1.0,0,0.9946243280408807,24,0,5.256533416059234,0.5006875859481809,1.1602082781917022,4
IOPS_243,IOPS_243,0.0005750264509165,0.0021621407878964,0.0524717788156858,0.0027532875720822,0.506375,0.493625,91.25091112093229,416.6858356630023,6.632484160918693,20.53852267195037,-0.0907410236066785,-0.7110469862484294,-0.0029762878836114,0.0030298923759391,-1.0771178129311352,1.929025368544103,-3.006143181475238,0.0524749295140213,0.0081801578131941,0.1448853000466214,0.046872633484,0.0174548501620208,-1.0771178129311352,91.25091112093229,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,18.58809819970044,0.0275667632068865,0.0,0.98623688663697,0.98623688663697,0.0,585.3171210025001,9.379363014271702e-11,0.0024065967249521,0.0002400361069196,0.0004007557064037,9.379363014271702e-11,6.976973947895792,2.0920841683366733,0.1200180534598062,5.295733856871348,4.650530819520674,2.804067150782851,-0.306063652063419,1.7897617395181404,0.1458458449384386,7.357354709418838,-0.1397800041718137,0.0001315141445303,1.0,0,0.9833729216150788,42,0,4.566560708051458,0.4998124765595074,-2.481505397067313,2
IOPS_246,IOPS_246,0.0007993100393401,0.0008025350451346,0.0697730999048547,0.0048682854703328,0.500125,0.499875,87.29155043630098,858.6079324354237,16.623624849035064,19.106854542863232,-0.0001386640017127,-0.7259188537467521,-0.0009443862049303,0.0010799510149953,-1.3323451799542383,3.4089711416456794,-4.741316321599918,0.0697776781418802,0.0089672115457519,0.1299796048048923,0.0408991199339636,0.0147159765679996,-1.3323451799542383,87.29155043630098,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,32.09629812350038,0.0116323883792519,0.0,0.9583204966572492,0.9583204966572492,0.0,52.0014893705926,7.967727210201813e-12,0.0018660117878962,0.0002491653763134,0.0003227784327703,7.967727210201813e-12,0.9509418837675352,0.5505410821643287,0.1245826881567035,5.529168741066168,4.941933548889488,2.8735219976714705,-0.0689520937181884,1.8133048131224496,0.1884946563197966,8.298296593186373,0.0013170515753365,0.0001341049676199,1.0,0,0.9501187648454869,43,0,5.948977054396529,0.4985623202899739,-4.574168919011631,2
IOPS_255,IOPS_255,5.925126723537871e-07,-4.753057275785899e-05,0.0041564344753692,1.7275947548037927e-05,0.4925,0.5075,7003.109906458114,131.79556955485052,4.732919993343983,10.47766280230926,0.0347339101367412,0.0055140486764048,-0.0018239925206157,0.0017486310006125,-0.0435491368578024,0.1086502671461389,-0.1521994040039413,0.0041564345176014,0.0023343875866462,0.7358891132721839,0.2380714998704055,0.0273091374783074,-0.0435491368578024,7003.109906458114,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,53.02195823454376,0.0010666441408531,0.0,-0.0024925002830448,-0.0024925002830448,0.0,3.669537095137029,2.496909504646769e-09,0.0060368678757611,0.0001823381679171,0.0004676400487587,2.496909504646769e-09,0.1901803607214429,4.554549098196393,0.0911690839585687,4.726163280119412,4.107317780997608,2.9093485983858574,-0.2975577063472983,1.4056110664495942,0.0562286410166753,7.137134268537075,-0.4907805440607324,0.0001685818510857,1.0,0,0.9408676084509388,56,0,0.2182216111067354,0.5016877109638077,0.0527418927179444,4
IOPS_256,IOPS_256,3.197396064068825e-07,-5.728261546034119e-05,0.0033146427414409,1.0986856503386987e-05,0.4895,0.5105,10334.373040403516,54.714845962464295,3.682662088815727,7.803676165339918,0.0521344309313683,-0.0185266618945894,-0.0014332421793823,0.0012686204347965,-0.0258660866220692,0.0550612157641126,-0.0809273023861818,0.0033146427568624,0.0019120125847497,1.0902266040626636,0.3527051537339654,0.0409582749300761,-0.0258660866220692,10334.373040403516,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,34.800939603889766,0.000877264372976,0.0,-3.405240545923183,-3.405240545923183,0.0,0.2892938967327844,2.164640447124081e-09,0.0022217029555365,0.0001760127503884,0.000335591828559,2.164640447124081e-09,0.1501402805611222,4.414408817635271,0.0880063751942459,5.045672254175137,4.394858701938054,2.756582149537827,-0.293850875284767,1.6081081283145704,0.0864566633707345,7.157154308617235,-0.3327879184752774,0.0001757701457081,1.0,0,0.8506063257906175,71,0,0.1050609417945045,0.5013126640829477,0.0053068286720586,4
IOPS_261,IOPS_261,1.239550806016032e-05,-0.0009606913065383,0.14552774175344,0.0211783236198559,0.498875,0.501125,11739.414119459536,0.9016550372472492,-0.146162641189042,11.36023181317087,0.0200598208187792,0.0005495940804759,-0.1286992059423788,0.1269183092030417,-1.6532164974185155,0.6632812332165656,-2.3164977306350814,0.1455277422813415,0.130581633052647,1.4433897389097077,0.5094532472919253,0.062822311356515,-1.6532164974185155,11739.414119459536,3999.5,3999.5,1999.75,5999.25,1.0,1.0,1.0,1.0,7999.0,30.56091539376307,0.0106110545939062,3.618783194896105e-36,7.292139833985542,7.292139833985542,0.0,0.9489609752804452,2.9998322598829607e-09,0.0014596033286082,5.202170514413436e-05,0.0001212574123576,2.9998322598829607e-09,7.197194388777556,8.238236472945893,0.0260108525720671,4.871779905427111,4.795096741157739,2.868436691374765,-0.262732778871724,1.7195869948469065,0.0987859376832444,7.757755511022045,-0.2613820226583652,5.36520411291158e-05,1.0,0,0.9968746093260412,5,0,3.770488613270757,0.5000625078134141,130.76157350959232,0
