Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,target
IOPS_241,-0.69208264,-0.20242296,0.23218438,-0.32923627,-0.14079323,-0.5035304,0.3480017,0.27266932,-0.60675514,-0.39825743,-0.33826137,-0.5136113,1.2591903,-0.31831694,0.52454156,-0.4144349,2
IOPS_242,-0.42051274,0.7648924,0.4363662,-0.67982835,-0.5916734,0.38148904,-0.349188,-0.71956974,0.25396746,-0.48292515,0.21756622,-0.5752303,-0.6366239,-0.3905704,-0.866529,-0.120200396,4
IOPS_243,-0.6740665,-0.62728995,-0.38481808,-0.14360903,-0.010254447,-0.6295431,0.833321,-0.09408588,-0.511843,-0.25398496,-0.5017334,-0.46888524,1.8259578,-0.24597956,0.8864924,-0.31633306,2
IOPS_246,-0.65667397,-0.67926115,-0.50965345,-0.10838024,-0.03233477,-0.60747385,0.9117694,-0.28903675,-0.49149927,-0.1810105,-0.47183326,-0.44238055,1.851382,-0.2223212,0.9492722,-0.26906607,2
IOPS_255,-0.26578745,0.101081654,-0.08507969,-0.8286235,-0.18426053,0.07365036,-0.6245078,0.17174998,-0.2760117,-0.07234648,0.23452117,-0.431082,-0.38519126,-0.1308668,-0.04608578,-0.67094666,4
IOPS_256,-0.16121235,-0.12066845,-0.23546237,-0.82346517,-0.08722879,-0.10778554,-0.56010854,0.13789025,-0.38915473,0.04900244,0.263213,-0.32800415,-0.3059294,-0.037392274,0.1895188,-0.63344353,4
IOPS_261,-0.52531236,-0.07927734,-0.76950616,0.8217401,-0.49681225,0.54411715,-0.16514744,-0.1933701,0.3437966,-0.32631174,-0.61815,-0.20912646,-0.5851596,-0.053676028,-0.86790323,-0.2878562,0
IOPS_264,-0.47878975,-0.16589737,-0.70116985,0.13373716,-0.27594033,0.37639964,-0.3423308,0.19368024,0.3364846,-0.13375738,-0.41979605,0.047683567,-0.7651482,0.2631926,-0.8977262,-0.4793083,0
IOPS_267,0.2624594,-0.5238589,-0.6524357,-0.80047816,-0.042568795,-0.53000474,-0.39778316,-0.57004595,-0.16645007,0.40792143,0.45824414,0.4448139,-0.7358251,0.50735784,0.18946187,-0.29777113,0
IOPS_269,-0.5245622,-0.1079938,-0.6939001,0.22624782,-0.32767054,0.4206695,-0.3122658,0.10770607,0.3405909,-0.18153012,-0.47956622,-0.023365233,-0.7382976,0.19628587,-0.92942065,-0.44109753,0
IOPS_275,-0.49677995,-0.065686665,-0.77426577,0.91513,-0.5329715,0.53349453,-0.12066538,-0.3142848,0.34472096,-0.3567301,-0.61201185,-0.25502646,-0.52966154,-0.11655056,-0.83340293,-0.22450274,4
IOPS_285,0.19078651,-0.46480787,-0.64474756,-0.8252332,-0.006632187,-0.43309504,-0.49574065,-0.39373982,-0.12940249,0.36665148,0.42666,0.3228202,-0.744762,0.47825506,0.09326834,-0.40292403,0
IOPS_3,0.2553757,-0.5589121,-0.6212161,-0.8216417,-0.1242219,-0.6727948,-0.23842603,-0.7663342,-0.2182819,0.34046504,0.4819616,0.43704233,-0.5597265,0.49651632,0.28758892,-0.20689753,4
IOPS_319,-0.18248805,-0.45756584,-0.6776051,-0.31489393,-0.11525291,-0.11125157,-0.34059742,0.07413505,0.2666021,0.10724015,-0.08592083,0.4848659,-0.8690068,0.61680996,-0.6436828,-0.3602081,0
IOPS_327,-0.18933152,0.012069298,-0.1623748,-0.8520467,-0.12008122,0.0037160546,-0.6268454,0.21663447,-0.31043953,-0.052763045,0.26581278,-0.42027733,-0.394572,-0.09912323,0.040763706,-0.6959291,2
IOPS_328,-0.3994867,-0.67559105,-0.648556,0.02527008,-0.052181296,-0.5912261,0.6067805,-0.4056011,-0.59645176,-0.24693762,-0.23302008,-0.5241238,1.5556897,-0.31412885,1.0841371,-0.28411528,2
IOPS_329,-0.4028303,0.32675448,0.48010904,-0.7065693,-0.3212627,-0.08630898,-0.46658692,0.12426636,-0.47717708,-0.40093982,0.21679094,-0.5862092,0.019173361,-0.35904288,0.0532426,-0.54436886,3
IOPS_330,-0.47137207,0.6366251,-0.17050593,-0.08758114,-0.68353903,0.7781794,-0.16943385,-0.67676187,0.5177294,-0.4464156,-0.29803377,-0.5638572,-0.6089835,-0.43657836,-1.0644131,-0.08379998,3
IOPS_331,-0.4290937,0.19702156,-0.3041436,-0.520841,-0.3591114,0.4148847,-0.40516722,-0.00040808725,0.31121376,-0.24198146,-0.14350168,-0.242546,-0.7510947,0.031055022,-0.83592814,-0.5087502,0
IOPS_333,0.19801372,-0.49723113,-0.62118685,-0.75608045,0.029410021,-0.5493154,-0.36011866,-0.56909835,-0.6124246,0.37184668,0.4516557,-0.08129673,-0.045085877,0.12698244,0.84762585,-0.43477848,4
IOPS_334,-0.2639218,0.017965809,-0.37755668,-0.70789284,-0.19164081,0.19884472,-0.51288295,0.15773292,0.15269475,-0.11599651,0.058640007,-0.16959411,-0.74267507,0.14231814,-0.5623279,-0.6206293,0
IOPS_337,-0.2902706,0.15331218,0.1496335,-0.7973491,-0.2005875,-0.042129777,-0.55671394,0.2593125,-0.42298487,-0.25041717,0.24073301,-0.548414,-0.12021814,-0.24609411,0.09565531,-0.6619872,3
IOPS_338,-0.47663504,0.65670437,-0.089072555,-0.23249868,-0.65192896,0.7229844,-0.21177131,-0.6267086,0.5032271,-0.42626154,-0.22885576,-0.544822,-0.63961226,-0.39715043,-1.0612016,-0.13498923,4
IOPS_342,-0.4453252,-0.32827908,-0.07349812,-0.35220456,-0.033229407,-0.48004517,0.113057256,0.28781986,-0.6677268,-0.28981867,-0.18683648,-0.548004,1.1044927,-0.32055873,0.753958,-0.50031936,3
IOPS_344,-0.056062214,-0.39825675,-0.6209903,-0.5828472,-0.09090296,-0.16372475,-0.41616845,-0.039830577,0.13195626,0.17458841,0.13292353,0.37758696,-0.8813622,0.519961,-0.4002265,-0.39703545,2
IOPS_353,-0.53974336,-0.123506494,-0.7658494,0.734731,-0.4283252,0.49113896,-0.21207976,-0.04237476,0.3171526,-0.27235612,-0.6175516,-0.106218725,-0.60753125,0.046276405,-0.8898951,-0.36181232,0
IOPS_365,-0.2700241,-0.13874827,-0.5524589,-0.43656778,-0.18238673,0.16419728,-0.44092804,0.13641694,0.22576815,0.006967661,-0.05707672,0.09067455,-0.8258657,0.295909,-0.644403,-0.51559603,2
IOPS_381,-0.32514727,-0.3092779,-0.6562175,-0.21464454,-0.18004113,0.10709046,-0.36030653,0.16331695,0.27949783,0.016417475,-0.19995062,0.27182052,-0.8496066,0.4305879,-0.7343637,-0.43407056,0
IOPS_393,-0.538384,-0.02598002,-0.71230495,0.5198334,-0.43118548,0.56763786,-0.24748373,-0.020694006,0.37797156,-0.25967562,-0.5502083,-0.15517645,-0.66436267,0.037654772,-0.93441087,-0.3844949,4
IOPS_394,-0.4756612,-0.028607158,-0.77020806,0.93157804,-0.5589891,0.5469928,-0.10296241,-0.39532736,0.35209963,-0.38017365,-0.60165584,-0.30481628,-0.51270455,-0.17958383,-0.809994,-0.1832121,4
IOPS_396,-0.5202299,-0.06845932,-0.7667007,0.8345278,-0.4982308,0.5334077,-0.15263489,-0.21916299,0.33931205,-0.32783258,-0.611036,-0.20129071,-0.55784154,-0.06532825,-0.86543924,-0.2662255,4
IOPS_401,0.04055828,-0.4333776,-0.6227689,-0.68567854,-0.056658532,-0.29261947,-0.42567748,-0.19271626,0.05753739,0.25905395,0.24542035,0.40621778,-0.83819526,0.5392279,-0.23795824,-0.37681636,2
IOPS_418,-0.32390982,-0.14950699,-0.5082639,-0.43219966,-0.2330779,0.1759302,-0.37721312,0.12407156,0.2377076,-0.0037920785,-0.089262284,0.12774909,-0.8374093,0.28394777,-0.6649901,-0.45169416,4
IOPS_427,-0.5249656,0.119228475,-0.54202193,0.16895635,-0.47550693,0.52182204,-0.2269371,-0.19305234,0.40872806,-0.23746814,-0.44791424,-0.14125825,-0.6739959,-0.016507918,-0.9427968,-0.30617553,2
IOPS_450,-0.52855545,-0.031238362,-0.6554099,0.3222412,-0.42231914,0.5265993,-0.2572449,-0.03571459,0.39165118,-0.21402664,-0.48383892,-0.08212607,-0.7165182,0.07564646,-0.9265778,-0.35780945,4
IOPS_459,0.22325438,-0.5134176,-0.6305206,-0.7761025,-0.031014964,-0.5320088,-0.41229555,-0.6382486,-0.47748634,0.45245314,0.48806548,0.14705865,-0.3884694,0.2335131,0.6404198,-0.34212217,0
IOPS_46,-0.5459784,-0.12434087,-0.7684407,0.71108663,-0.42215976,0.5167577,-0.22871794,-0.013052776,0.3313356,-0.26606658,-0.6115927,-0.11835407,-0.6354897,0.059346974,-0.89866745,-0.37240985,0
IOPS_461,-0.50928146,0.017514788,-0.7120759,0.71311516,-0.5435654,0.5876353,-0.13695097,-0.3092719,0.39243683,-0.34631532,-0.5664673,-0.25811183,-0.5682526,-0.12699428,-0.8834416,-0.22196673,4
IOPS_475,-0.53483856,-0.122089826,-0.77280676,0.80698943,-0.46011063,0.5007428,-0.18136434,-0.12537943,0.3276579,-0.29655543,-0.6190358,-0.15011641,-0.5895886,0.009575853,-0.87520397,-0.31761402,4
IOPS_478,-0.5410651,-0.113279894,-0.7665209,0.7387573,-0.44303402,0.49198252,-0.1965194,-0.08225997,0.3250392,-0.28168762,-0.6166044,-0.12594172,-0.6042071,0.03989546,-0.8939136,-0.3473676,4
IOPS_52,-0.51158506,-0.056635227,-0.7590135,0.83601516,-0.5125109,0.54666865,-0.14780371,-0.2412265,0.3516897,-0.33875453,-0.607592,-0.22574158,-0.5646453,-0.087780334,-0.8528739,-0.26100147,0
IOPS_59,-0.4915254,-0.21140778,-0.7041825,0.1908196,-0.27663094,0.3216834,-0.3333668,0.17949536,0.30701852,-0.13464096,-0.46658385,0.10783914,-0.7328384,0.28225484,-0.88950723,-0.4516988,0
IOPS_68,0.045227736,-0.40440118,-0.62712246,-0.6710118,-0.052624308,-0.24313293,-0.45355442,-0.124043114,0.04983957,0.2531638,0.25046194,0.34939304,-0.85053706,0.50890964,-0.23870544,-0.4297512,2
IOPS_71,0.007919584,-0.36555597,-0.58694136,-0.6761299,-0.06911157,-0.19240692,-0.46076638,-0.06563847,0.03474548,0.22077927,0.24367116,0.26363832,-0.823464,0.44307458,-0.2286706,-0.4471489,2
IOPS_81,-0.16702674,-0.21664178,-0.5820138,-0.52393776,-0.12095855,0.060484678,-0.4872241,0.12041266,0.1807713,0.09479583,0.06649537,0.13698174,-0.85847837,0.37161046,-0.52215576,-0.5248751,2
IOPS_87,-0.21700701,-0.05336281,-0.50159067,-0.6479635,-0.130476,0.19879706,-0.6000251,0.21155776,0.10530177,0.01445952,0.10540399,-0.14037982,-0.79964745,0.17537992,-0.4767361,-0.66296947,2
IOPS_89,-0.39428025,-0.1267296,-0.6379475,-0.15158133,-0.22725411,0.32843992,-0.4194387,0.2077765,0.3162915,-0.06804319,-0.24767913,0.03845359,-0.8177103,0.2535035,-0.80550015,-0.51960194,0
IOPS_94,-0.14216767,-0.46776396,-0.6416303,-0.39788178,-0.1346894,-0.17601413,-0.30960795,-0.02611203,0.24027556,0.14629415,-0.021774385,0.5362329,-0.8920246,0.6371276,-0.5801226,-0.30448142,0
IOPS_96,-0.5447977,-0.14970797,-0.75652283,0.6217862,-0.39549142,0.4593599,-0.22719634,0.022945799,0.3281596,-0.2337938,-0.58806777,-0.046303008,-0.6500615,0.12987654,-0.91634804,-0.38389763,4
TravelTime_387,-0.52946097,0.28079244,-0.47791728,0.083953455,-0.4764431,0.56284344,-0.2709659,-0.2509242,0.4267599,-0.3330928,-0.45547476,-0.32474458,-0.6871951,-0.12180342,-1.0135659,-0.2919958,0
TravelTime_451,-0.121571526,-0.06504572,-0.26927286,-0.74396,-0.13712756,-0.19397458,-0.46721718,-0.041162938,-0.14765215,0.011417326,0.2042546,-0.14339533,-0.4630557,0.15571935,-0.17731835,-0.55141807,1
Twitter_volume_AAPL,-0.4848828,-0.32079536,-0.037888315,-0.45923775,-0.07540257,-0.47415033,0.10743586,0.15156762,-0.63572836,-0.19473208,-0.14530562,-0.45158502,0.9378352,-0.2086655,0.64369583,-0.46786457,1
Twitter_volume_AMZN,-0.4550968,0.23736592,-0.46409968,-0.24145119,-0.3799157,0.618605,-0.42750502,0.07537365,0.38138318,-0.22451028,-0.27092987,-0.29911277,-0.76011,-0.046712242,-0.89935803,-0.54864305,0
Twitter_volume_CRM,-0.24648234,0.03845613,-0.35270017,-0.7034802,-0.21338853,0.22256276,-0.5610327,0.14714652,0.11961249,-0.06623815,0.13111405,-0.18541232,-0.7660718,0.122564375,-0.5071181,-0.6285171,1
Twitter_volume_CVS,0.12827177,-0.51652783,-0.5987338,-0.72310346,-0.00217755,-0.54788965,-0.32182735,-0.5800854,-0.632645,0.347274,0.42288634,-0.10841063,0.062464602,0.074172646,0.8643803,-0.42604703,1
Twitter_volume_FB,-0.4208901,0.6668091,0.449931,-0.7586445,-0.50506914,0.2862413,-0.48618793,-0.3691537,-0.028643545,-0.34964293,0.2940442,-0.5368255,-0.5354051,-0.3467871,-0.54429394,-0.35552657,1
Twitter_volume_GOOG,-0.5148641,0.2361321,-0.4994371,0.05405693,-0.5105926,0.6745158,-0.26607522,-0.17421521,0.44803074,-0.30844462,-0.41226852,-0.30255613,-0.6957269,-0.1100771,-0.98487014,-0.3593927,0
Twitter_volume_IBM,-0.49204203,0.15987563,-0.4903237,-0.10881971,-0.43917426,0.57568866,-0.3194228,-0.05509695,0.41211045,-0.25403395,-0.34504062,-0.22345066,-0.74942636,0.005078427,-0.9456497,-0.4324018,1
Twitter_volume_KO,-0.37997842,0.1803227,0.22069438,-0.7967876,-0.26602927,-0.034156322,-0.51175374,0.09276766,-0.42625704,-0.22325122,0.23601106,-0.49156293,-0.13173261,-0.2094766,0.039251212,-0.595152,1
Twitter_volume_PFE,-0.34607154,-0.13388939,-0.4980631,-0.4426013,-0.27902168,0.17920607,-0.35033247,0.062450066,0.29454008,-0.090536736,-0.13069245,0.08395191,-0.8107889,0.30417633,-0.7410178,-0.46447426,0
Twitter_volume_UPS,-0.37514696,-0.43203494,-0.21483228,-0.5278551,-0.10957007,-0.506154,0.16251346,-0.13522123,-0.49659905,-0.062329456,-0.06260126,-0.20760162,0.67785037,-0.022570021,0.54715526,-0.3444324,1
ambient_temperature_system_failure,-0.28964525,-0.067299105,-0.39160386,-0.7238614,-0.17730546,0.09116818,-0.5607948,0.07045472,0.056677353,0.016591597,0.080046,-0.08401678,-0.70012885,0.1732927,-0.434483,-0.5688509,0
art_daily_flatmiddle,-0.1024912,-0.3875635,-0.40664303,-0.9020133,-0.107964315,-0.43250704,-0.34841722,-0.370845,-0.26699778,0.2187537,0.28226656,0.12683037,-0.3997205,0.35790265,0.12647237,-0.36896497,1
art_daily_jumpsdown,-0.30130467,-0.16531397,-0.33100897,-0.7797329,-0.2190358,-0.13473456,-0.35142082,-0.053532857,0.13443582,-0.07076074,0.059972357,0.06715829,-0.6914988,0.3576907,-0.52934444,-0.43222174,0
art_daily_jumpsup,0.06289264,-0.52337205,-0.5594797,-0.7660729,-0.109214395,-0.6186971,-0.17998536,-0.6725661,-0.4183174,0.24321981,0.38649336,0.12616442,-0.15017672,0.30252895,0.5045871,-0.26704815,1
art_daily_nojump,-0.42329916,-0.061563466,-0.32494274,-0.619285,-0.2990188,0.035663135,-0.3108404,-0.076452576,0.2785353,-0.15688968,-0.11205458,0.021138454,-0.73447007,0.31372598,-0.76261854,-0.3992215,0
art_increase_spike_density,-0.37982288,-0.018916741,-0.7720307,1.0256681,-0.62393284,0.4391106,-0.048705254,-0.70522755,0.3283568,-0.4853147,-0.5556472,-0.45949647,-0.40751335,-0.3603433,-0.6539743,-0.015518409,4
art_load_balancer_spikes,-0.39873996,0.18735895,-0.16543685,-0.6417014,-0.324367,0.22784638,-0.39509186,-0.09079653,0.20217004,-0.20224068,-0.0068491567,-0.19429429,-0.7329416,0.060362015,-0.7059505,-0.43846235,1
cpu_utilization_asg_misconfiguration,-0.33994034,-0.028967217,-0.77968484,0.99036616,-0.67574424,0.43613404,0.03487872,-0.79988784,0.33717436,-0.5261928,-0.5524023,-0.46414408,-0.34264928,-0.38962162,-0.66083163,0.063943274,4
ec2_cpu_utilization_24ae8d,-0.51451844,0.23960593,-0.5676792,0.41901347,-0.59407955,0.6550614,-0.15606102,-0.5122018,0.42659807,-0.42829943,-0.5315286,-0.43149397,-0.57969725,-0.25044876,-0.9365225,-0.15789917,0
ec2_cpu_utilization_53ea38,-0.3402938,-0.018564092,-0.7540225,0.98421824,-0.6582923,0.4002941,-0.02524685,-0.8146583,0.33641404,-0.52252626,-0.53005046,-0.50123364,-0.37681687,-0.41227502,-0.6132254,0.055865236,2
ec2_cpu_utilization_5f5533,-0.3710539,-0.009997942,-0.7599333,1.0078429,-0.63457876,0.43571913,-0.043370873,-0.7263223,0.3399283,-0.4888587,-0.5468993,-0.46622777,-0.40669242,-0.36897916,-0.6540891,-0.00065094564,4
ec2_cpu_utilization_77c1ca,0.02587766,-0.56012547,-0.5553458,-0.6253536,-0.14766102,-0.62124705,0.022562834,-0.7115431,-0.33284578,0.23651728,0.25729367,0.22591789,0.039344303,0.2963337,0.45593867,-0.18250932,1
ec2_cpu_utilization_825cc2,-0.38944075,-0.0018350086,-0.7465942,0.96665615,-0.62437814,0.4596534,-0.050972894,-0.68715405,0.35081723,-0.46405664,-0.5502838,-0.43727297,-0.43434832,-0.34126422,-0.6830309,-0.017998535,4
ec2_cpu_utilization_ac20cd,0.37338188,-0.5286219,-0.70395464,-0.7616781,-0.008087695,-0.6946113,-0.37715247,-0.8791107,-0.58886844,0.55132675,0.5868111,0.11475286,-0.23999608,0.24722198,0.85919243,-0.35720104,1
ec2_cpu_utilization_fe7f93,-0.42295307,0.11483201,-0.116404854,-0.6763009,-0.3742306,0.10216552,-0.32972035,-0.2556076,0.21649902,-0.2583945,-0.01144536,-0.12413659,-0.7047262,0.13578106,-0.7267334,-0.33854118,2
ec2_disk_write_bytes_1ef3de,-0.47325864,0.22150074,-0.088802144,-0.59814894,-0.4399878,0.24534525,-0.28524217,-0.30845553,0.31223774,-0.3216337,-0.107263856,-0.20482083,-0.7315507,0.029420933,-0.85425097,-0.29021803,1
ec2_disk_write_bytes_c0d644,-0.0982506,-0.56000894,-0.5460567,-0.5613182,-0.08857044,-0.58316255,0.10057489,-0.6151591,-0.5073911,0.23045605,0.17611314,-0.019886136,0.42248002,0.15379475,0.710242,-0.2650663,0
ec2_network_in_257a54,-0.55923,0.1719211,0.52645195,-0.50410587,-0.31205526,-0.26402438,-0.1869381,0.12141117,-0.62645453,-0.40607932,0.019696029,-0.56984097,0.53562975,-0.3871067,0.26838064,-0.44205913,1
ec2_network_in_5abac7,-0.5504344,0.15867776,-0.42035615,0.0016017042,-0.54317665,0.47926313,-0.17028804,-0.38438076,0.4279533,-0.37969348,-0.4509359,-0.26467487,-0.664338,-0.04241958,-0.98160946,-0.20408592,0
ec2_request_latency_system_failure,-0.12378822,-0.13246651,-0.5815404,-0.67461574,-0.01468086,0.10177223,-0.6743788,0.24991462,0.037573345,0.113991395,0.16334215,-0.093455784,-0.81982404,0.20700641,-0.3500111,-0.67494375,0
elb_request_count_8c0756,-0.53811425,-0.0777016,-0.7677811,0.81665415,-0.4520944,0.4915867,-0.1873236,-0.1433836,0.32438675,-0.31380314,-0.62155163,-0.18415411,-0.5923019,-0.013013509,-0.88697886,-0.32074,0
exchange-2_cpc_results,-0.5107583,-0.034215033,-0.75339377,0.89178866,-0.45655116,0.45502484,-0.2211293,-0.29535314,0.28984776,-0.3478776,-0.59493405,-0.3068708,-0.5817135,-0.13283516,-0.79572564,-0.2839773,4
exchange-2_cpm_results,-0.4979363,-0.031392064,-0.7572729,0.96958435,-0.466175,0.46395442,-0.20711905,-0.32927555,0.28477237,-0.35588795,-0.5845515,-0.32640776,-0.57550097,-0.16880804,-0.76442647,-0.24878736,0
exchange-3_cpc_results,0.105787545,-0.5316495,-0.6859774,-0.656408,0.005374496,-0.5399391,-0.26539567,-0.71239066,-0.5657907,0.39899352,0.35928357,-0.08268902,0.21411957,0.09232516,0.8392911,-0.3809295,4
exchange-3_cpm_results,-0.486395,0.10358722,-0.68598413,0.72583896,-0.48088032,0.5113468,-0.21709977,-0.40065998,0.34068796,-0.3511195,-0.5572184,-0.36369643,-0.61570024,-0.17974977,-0.828569,-0.21294165,0
exchange-4_cpc_results,-0.53407276,0.32748976,-0.3592499,-0.034389134,-0.47344372,0.57456535,-0.29617375,-0.39969018,0.4364482,-0.3421073,-0.40289202,-0.40413204,-0.74047494,-0.20264521,-0.97186166,-0.18576111,4
exchange-4_cpm_results,-0.5286115,0.26109323,-0.488734,0.26557252,-0.511062,0.5907459,-0.24237613,-0.4697517,0.4285563,-0.3799854,-0.49181405,-0.4253449,-0.68004817,-0.24369629,-0.9318058,-0.13090076,4
grok_asg_anomaly,-0.47350115,0.11904447,-0.5290411,-0.0489385,-0.34363106,0.53083575,-0.3942942,0.015046681,0.37272853,-0.21269299,-0.34157395,-0.20659348,-0.7851529,0.028599294,-0.91876674,-0.45384368,0
iio_us-east-1_i-a2eb1cd9_NetworkIn,-0.50075483,0.49129677,-0.31818837,0.01748229,-0.4495443,0.4963485,-0.331859,-0.28664815,0.36230868,-0.26131585,-0.35665426,-0.42957255,-0.7342676,-0.12968646,-0.98168653,-0.33787373,4
machine_temperature_system_failure,0.39601466,-0.5094419,-0.6955739,-0.83440596,0.040693972,-0.58560175,-0.52728814,-0.71685296,-0.47833648,0.56719255,0.638254,0.21271954,-0.54916257,0.31805846,0.6858908,-0.40490153,1
nyc_taxi,-0.42485276,-0.0128110945,-0.7883437,1.0301003,-0.59894544,0.5327835,-0.05571022,-0.53030103,0.3386699,-0.43112925,-0.58131135,-0.38544175,-0.44424003,-0.28417516,-0.7458132,-0.108676955,4
occupancy_6005,0.1690528,-0.500478,-0.6531072,-0.71668226,-0.043599155,-0.520927,-0.36600676,-0.4459901,0.0051925015,0.35649058,0.3104326,0.57305527,-0.8020134,0.64531195,-0.14151098,-0.254344,0
occupancy_t4013,0.11389644,-0.46925834,-0.64781314,-0.6782975,-0.04924112,-0.462508,-0.38209647,-0.33833373,0.065186106,0.29174596,0.25974268,0.54541904,-0.8036079,0.6195407,-0.23758154,-0.2803831,1
rds_cpu_utilization_cc0c53,-0.46807498,0.08560449,-0.69847715,0.79800814,-0.5698467,0.58886486,-0.11411251,-0.47669822,0.37580207,-0.4015704,-0.5467738,-0.3665584,-0.53734183,-0.26777944,-0.8205181,-0.11902698,0
rds_cpu_utilization_e47b3b,-0.3466798,-0.004250506,-0.7446564,0.96448106,-0.6578804,0.41449693,-0.026263215,-0.80401886,0.3413551,-0.52209187,-0.5312248,-0.49948815,-0.38272643,-0.40683985,-0.63011056,0.050858077,2
rogue_agent_key_hold,-0.1937314,-0.12751514,-0.31146047,-0.79976106,-0.13254151,-0.18208624,-0.49700168,-0.13773231,-0.06662571,0.04654464,0.18117984,-0.02549263,-0.60840845,0.21825925,-0.26133147,-0.4460164,4
rogue_agent_key_updown,-0.4367169,0.5021954,0.37864244,-0.81645036,-0.45169514,0.16828002,-0.46286532,-0.34900683,-0.03673507,-0.38955247,0.23817877,-0.51316124,-0.55295134,-0.2487149,-0.53175324,-0.3619178,0
