Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,target
speed_t4013,2.8605072,1.367224,2.0515745,2.1942742,-2.6505272,-0.23546776,-2.6231666,2.7939634,0.73976547,-3.5111828,-1.0588533,-3.888908,-2.0888517,-1.8163091,-1.2923301,0.5628135,1
TravelTime_387,0.24997932,-0.3747751,0.5284609,1.0620432,-1.1604304,0.14929184,-0.06927615,0.0957824,0.34079385,-0.8442684,0.3081231,0.13670298,-0.58604103,0.32796615,0.23496597,-0.39566964,0
TravelTime_451,0.96642387,-0.69368744,-0.3496135,0.81384933,-1.168306,-0.32758477,-0.006169158,0.17097351,1.1743724,-1.2410839,-0.4984956,0.8452089,-1.1285412,-0.022017479,0.37721157,0.20299594,1
Twitter_volume_AAPL,-0.8286524,0.06410315,2.126598,2.0056863,-5.663118,1.3857841,0.88115215,2.9068065,-3.4595995,-0.4866607,-1.9140176,-1.9588315,-3.4658208,-4.887403,-0.33109546,-1.1937433,1
Twitter_volume_AMZN,0.3015089,1.0676464,2.2324772,2.774564,-4.433769,1.4347577,2.202855,4.295755,-2.9873168,-1.2069687,-2.1549325,-3.1660986,-3.050681,-2.8607183,-1.5034171,-1.7503028,0
Twitter_volume_CRM,-0.18723802,0.45803112,2.0203109,2.3020465,-4.530898,1.0273975,1.905577,3.7860289,-3.0912213,-1.1763604,-2.032716,-2.5996714,-2.9073606,-3.449772,-0.9432825,-1.6580576,1
Twitter_volume_CVS,-0.32889947,0.059747167,1.5164635,2.3789022,-4.9512534,0.8121662,1.6130729,3.1235526,-2.4821072,-0.57736117,-2.2006335,-1.1024332,-3.693768,-4.848846,-0.2686509,-1.2465038,1
Twitter_volume_FB,1.0751369,-0.55058324,4.1869154,1.6544132,-7.1170545,2.2329183,-1.8268967,4.031717,-5.9220085,0.6330467,-1.692303,-5.645974,-4.5429935,-3.7530065,-3.0927496,-0.49560228,1
Twitter_volume_GOOG,-1.1359264,0.35972697,2.3690538,2.6115015,-5.537977,2.1366231,1.6375258,2.7957847,-2.3647573,-0.9931621,-1.0443267,-1.5302093,-2.5293033,-3.8340366,0.12593785,-1.0068368,0
Twitter_volume_IBM,-1.571753,0.7020829,2.2376058,2.0384836,-5.293755,1.7611036,1.5713928,3.463511,-2.8822277,-1.4332731,-1.4604349,-1.4563758,-2.6513286,-3.7030287,-0.02482421,-0.69257104,1
Twitter_volume_KO,-0.29183125,0.2630595,2.5417256,1.8318105,-5.1872673,0.48779967,0.9498976,3.7979496,-4.126569,-0.8891064,-2.3111312,-3.080444,-3.5129993,-3.793907,-0.9380622,-1.6798191,1
Twitter_volume_PFE,-0.14265992,0.4560958,2.3488638,3.1430032,-5.406018,1.3280071,2.5837722,4.0072618,-2.1731315,-0.8945456,-1.6024467,-2.0881243,-3.1428528,-3.7190263,-0.6476031,-1.997504,0
Twitter_volume_UPS,0.028859258,0.838734,1.9121019,3.5025141,-5.914538,1.9354635,2.5750663,3.9114118,-2.265324,-0.53351355,-2.2899976,-1.6452518,-4.039996,-5.2720985,-0.8901597,-1.3516798,1
IOPS_3,-0.1855947,-0.19833669,0.38377976,1.0908864,-1.7227902,-0.10484489,0.7604832,1.2725085,-0.6343989,-0.53230107,-1.4554281,0.10134232,-1.7669269,-2.1662366,0.29419625,-0.48985034,4
IOPS_11,-0.018297808,-0.4238882,0.60472876,1.0971582,-1.7885351,-0.30951333,0.5861543,1.3382194,-0.9021452,-0.5785731,-1.6827168,-0.34627193,-1.9756191,-2.264577,0.09897213,-0.5727809,4
IOPS_19,-1.0219126,-0.116438664,1.4955841,1.7847544,-3.1033494,1.1065441,0.7450772,0.818326,-0.6934898,-1.3597004,0.24813715,-0.39455768,-1.2009007,-1.1785283,0.42570013,-0.5288001,0
IOPS_24,0.12158282,0.7877148,0.43623564,2.1094744,-1.7756052,0.67495054,0.38022095,0.1751808,-0.25368094,-0.5958414,-1.3805313,-0.54433036,-1.1667453,-2.5189333,0.7591389,-0.74794793,0
IOPS_46,0.34639975,0.8184313,0.97101253,2.0270724,-2.019906,1.4245113,0.7788077,0.7816308,-0.5933567,-0.8683915,-0.5061692,-1.4098012,-0.8147379,-1.4205914,-0.27474594,-0.87304974,0
IOPS_52,-4.0619445,-2.581784,3.6038046,0.9653838,-5.327439,0.58946985,-0.76103556,1.7555724,-0.91974306,-2.998111,0.6918205,1.169749,-1.2546934,-0.054772105,3.1977222,0.08440281,0
IOPS_59,-0.33836564,-0.2091242,1.1722405,1.769737,-2.8962708,1.3621566,1.0765275,0.89140075,-0.57104,-0.89304215,0.17845736,-0.5984703,-1.2047046,-1.1136811,-0.065019384,-0.74106306,0
IOPS_68,0.11936718,-0.059623554,0.64181805,1.428385,-1.3604108,-0.21251497,0.9740922,1.4469173,-0.45292327,-0.49401018,-1.1754274,-0.58486575,-1.0104573,-1.1124929,0.26644725,-1.3392394,2
IOPS_71,0.12753733,0.11647938,0.5049192,1.1172811,-1.3806348,0.28700835,1.3275319,1.679324,-0.49182177,-0.66749144,-0.9034272,-0.5007347,-1.206035,-1.0706291,-0.27152407,-0.74196035,2
IOPS_81,0.25506505,-0.11219271,0.5447736,1.4743466,-1.6705244,0.69811076,1.915975,2.0737338,-0.44166034,-0.6933362,-0.8321497,-0.83987725,-1.273101,-0.74364424,-0.65871114,-1.1650976,2
IOPS_87,0.031368688,-0.25050727,0.5774436,1.220023,-1.9201043,0.7737852,1.2438891,1.186327,-0.5877622,-0.7075316,-0.59157556,-0.48971364,-1.2189791,-1.2869593,-0.31808385,-0.6868677,2
IOPS_89,-2.1971757,-1.772228,2.118161,0.68871546,-3.0344095,0.05586444,0.24167229,1.256076,-0.8676308,-1.6933564,0.02387085,0.41706738,-1.2619117,-0.23359756,1.2535242,-0.3240374,0
IOPS_94,-0.19229484,0.41830808,0.67459166,1.4755527,-1.7244788,0.4011362,0.9254786,1.1482778,-0.33406696,-0.8789329,-0.6592625,-0.3259721,-0.99607265,-1.2724673,0.38039547,-0.6899811,0
IOPS_96,-0.69122136,-0.20593312,1.2594621,1.658512,-2.6050844,1.4028691,1.5537293,1.5089626,-0.45263782,-1.3358228,0.11566851,-0.46494234,-0.9025332,-0.6230033,0.23818876,-0.7912975,4
IOPS_102,-0.26497686,-0.1158058,0.91936064,1.316738,-1.6063303,-0.5915666,0.70847595,1.5108055,-0.79983014,-0.6434613,-1.442368,-0.5070838,-1.2113386,-1.2687383,0.40357322,-1.0562264,4
IOPS_103,-0.42179352,0.33379006,1.392058,1.9167717,-2.8367143,1.8333088,0.8407443,0.741732,-0.61209303,-0.9228004,0.33671555,-0.9699507,-0.8574521,-1.2267015,0.071042255,-0.58335644,4
IOPS_104,0.35787585,0.246895,1.0090215,2.0027325,-2.4201646,1.5734607,1.7479237,1.66908,-0.58001184,-0.91168326,-0.1210355,-1.3926834,-1.1297419,-0.8116084,-0.8533179,-1.2047781,2
IOPS_116,0.8637806,-0.4647963,1.1198853,1.8537304,-1.6420898,0.7110834,1.5303081,2.4089282,-0.48893276,-0.27089536,-0.86744803,-1.5436115,-1.4572184,-0.09407277,-1.4207155,-1.1823939,4
IOPS_118,0.0039700605,0.44535708,1.1105394,2.0374517,-2.1804206,0.8461022,0.95035857,0.9732204,-0.547328,-1.0768698,-0.45475712,-1.0766109,-0.9790921,-1.2055036,0.07232699,-1.0531934,0
IOPS_121,-0.1016781,0.28599882,0.87552863,1.8276706,-2.306033,1.5248983,1.7254823,1.7161502,-0.75267607,-1.0691085,-0.23636152,-1.1701111,-1.036308,-0.6687992,-0.77790934,-0.9631331,4
IOPS_127,-0.36429057,-1.0843098,1.4169649,1.9706897,-2.4975853,0.9884354,2.3166375,3.0544302,-0.040864468,-1.1469043,-0.25066614,-1.094864,-0.7085449,0.7306494,0.01396323,-2.0494833,4
IOPS_128,0.35657737,0.0084373765,0.6275222,2.0743854,-1.7897712,0.09615606,1.4377118,1.5658604,0.17223346,-0.77965564,-1.162039,-0.2234876,-1.3293232,-1.3491673,0.43407345,-1.1068734,0
IOPS_186,-1.271627,0.94644374,2.6864245,3.2819066,-5.3096232,4.1958704,-0.44340718,0.2746288,-0.7022126,-1.5800683,1.2975041,-1.1976765,-0.73763776,-1.3077291,0.85784096,0.19337666,4
IOPS_192,0.03349872,1.6847959,1.4368898,4.1556115,-6.126826,6.345803,0.29231173,0.66873264,-0.884184,-2.107737,1.1117249,-1.4340727,-1.4566715,-1.143525,-0.7711152,0.62946075,4
IOPS_194,0.8812337,-0.088389024,0.76192915,1.9788768,-1.9006454,0.53039765,1.5861739,1.8708992,-0.8587434,-0.7213804,-1.2217509,-1.4192827,-1.6514533,-1.0885495,-1.2431616,-1.3287392,4
IOPS_199,-1.3141232,-0.06281123,1.6653146,1.7903838,-3.3633227,1.2709662,0.797192,1.0203716,-0.7282307,-1.5260513,0.46818492,-0.2593043,-1.1675453,-1.0847427,0.60364693,-0.49546328,4
IOPS_218,-0.27221322,-0.4542213,1.2048564,1.6567923,-2.5132473,0.31012243,1.3376338,1.6640841,-0.78824645,-1.0054746,-0.56296146,-0.69854647,-1.4349601,-0.92576826,-0.20607685,-1.1210093,0
IOPS_225,-0.64297426,-0.19748318,0.87284106,1.119818,-2.0712035,-0.2603235,0.2633549,1.1832399,-0.9542814,-0.7252863,-1.3142245,-0.23017801,-1.57663,-2.2422493,0.55370903,-0.54129773,0
IOPS_236,-0.3397012,-0.006004248,0.44559485,1.0933672,-1.7002702,-0.31166604,0.5161865,1.5136107,-0.7855382,-1.1137711,-1.9420322,-0.066407695,-1.6373057,-2.3753219,0.3578158,-0.35184973,4
IOPS_241,-0.9456202,1.034235,1.0878949,1.2750106,-2.5751026,1.8084599,0.19564463,1.0022058,-2.4851995,-1.043862,-0.52311116,-1.8321953,-1.4232296,-0.9133898,-1.1391857,-0.39903206,2
IOPS_242,-2.7369237,-0.2739702,0.9385056,0.4304033,-2.0942743,2.670235,-2.1811376,0.32968047,-4.1072917,-0.89995,-2.109656,-1.2960788,-0.80364853,-0.8404412,-2.1484172,2.7835717,4
IOPS_243,-1.7372411,1.5730784,-1.6989362,1.3238722,-0.9445485,-0.24100357,0.7720049,3.3479116,-3.978746,-2.30757,-3.2473543,0.008759376,-5.933769,1.0862834,-5.3668766,2.7117248,2
IOPS_246,-1.0679637,0.8340105,0.42601743,0.6307357,-1.8559606,0.59969205,-1.0458051,1.7895229,-3.5998192,-0.99816334,-1.6999335,-1.6715746,-2.584033,0.23432195,-2.5669117,0.92917496,2
IOPS_255,0.92989933,-0.10500361,0.70800865,1.7508414,-1.946798,0.56218165,1.2281786,1.734475,-0.9114902,-0.28907782,-1.3655059,-1.1778725,-1.7453572,-1.5323114,-1.129811,-1.2025108,4
IOPS_256,0.15879205,-0.13396646,0.6228799,1.4839427,-1.7835813,0.026790472,1.4196777,1.9689701,-0.83783555,-0.63417673,-1.2922635,-0.8315736,-1.4834813,-1.243937,-0.44524652,-1.2885671,4
IOPS_261,-0.40921906,0.29985017,1.3724722,1.690365,-2.6679544,1.5899179,0.8812348,0.8893457,-0.8441719,-0.91117257,0.23153524,-1.1014125,-1.0077847,-1.1033739,-0.2670812,-0.5153824,0
IOPS_264,0.3302398,0.17998834,0.97033155,1.5672934,-1.7748547,0.7144334,1.6028514,1.879844,-0.67486596,-0.8351542,-0.74405575,-1.2919617,-1.1554883,-0.76220834,-0.65342057,-1.1181202,0
IOPS_267,-0.41227564,-0.026176512,0.42961696,0.93100995,-1.6119367,-0.10174217,0.72156113,1.4940494,-0.69175893,-0.98091286,-1.4607531,0.04564211,-1.5258714,-1.9492861,0.12644652,-0.1986792,0
IOPS_269,0.31641644,0.13954732,0.8275173,1.7032149,-2.41634,1.3878951,0.38703713,0.1398049,-0.17126589,-0.9281527,0.30480766,-0.8079558,-0.9287517,-0.8313914,-0.44245142,-0.095866024,0
IOPS_275,-0.20355967,0.53157556,1.5704615,2.6387408,-3.6606708,2.4485745,1.1117046,0.8512818,-0.6092613,-1.1724722,0.5451736,-1.1932365,-1.3612493,-1.3715652,-0.36016947,-0.69665575,4
IOPS_285,0.29389086,0.23584805,0.9321296,1.3533835,-1.7761874,0.2073381,0.60103256,1.3725746,-1.0101917,-0.55207825,-1.4676809,-1.109871,-1.6929871,-2.0102806,-0.3499453,-0.46441302,0
IOPS_319,-0.40248796,-0.037137087,0.94076127,1.0177251,-1.8265152,0.40924543,0.6103977,0.9990092,-0.75451344,-0.9318314,-0.5032121,-0.54417765,-0.9735871,-1.2333968,0.1603831,-0.40143472,0
IOPS_327,-1.1485347,-0.7189281,0.7077991,0.5947522,-2.1022108,0.11260875,0.31457242,1.0507052,-1.2624488,-0.8266633,-1.1255727,0.029420208,-1.3737433,-1.5576172,0.30060667,-0.17313543,2
IOPS_328,3.6380162,0.27804786,0.60726714,4.014456,-4.3025613,2.7726676,0.6228825,-0.6139062,-1.4391917,2.1054544,-4.0134234,-1.7159226,-5.0941167,-6.6731706,-3.185828,-0.4521806,2
IOPS_329,-1.3894086,-0.5076497,0.9455837,0.29259014,-2.047493,1.2732693,-1.8853588,1.2409465,-4.2173004,0.13896036,-2.4023538,-1.6083153,-1.8540856,-1.3476347,-2.4324322,1.2967916,3
IOPS_330,-2.4790308,-0.41459256,0.93467027,0.6454821,-1.9041293,2.9023087,-1.991102,0.09460318,-3.0885575,-0.894553,-1.7884592,-0.5543451,-0.4898755,-0.74739254,-1.4220444,2.7088645,3
IOPS_331,-0.6938813,-0.11953461,0.5415165,1.1999409,-2.0635962,0.8230493,1.2850488,1.380207,-0.906986,-0.7875816,-0.84464043,-0.23460391,-1.1999273,-1.3360708,-0.17309955,-0.3110269,0
IOPS_333,0.7686378,0.14476544,0.059335552,1.3832135,-1.4783835,-0.15294549,1.2083658,1.6783319,-0.73330176,-0.46163654,-1.9511464,-0.39494044,-2.3956473,-1.9027961,-0.6137265,-0.8688447,4
IOPS_334,-0.7442262,-0.33620805,0.5879485,0.8154342,-1.8803759,0.11326856,0.8061176,1.3421919,-1.08505,-0.70673156,-1.0665513,-0.14936368,-1.3533477,-1.4528875,0.075344294,-0.37478653,0
IOPS_337,0.17260636,-0.4311515,1.0659118,1.0381526,-1.970726,0.5908142,0.31937632,1.6910118,-2.3373876,0.2511166,-1.4414867,-1.6594329,-1.8784894,-1.0965089,-1.890674,-0.629299,3
IOPS_338,-1.976848,-0.0934419,0.61616135,0.6571576,-1.3770969,2.1042867,-1.1504163,0.41026878,-2.957079,-0.3924148,-1.9186797,-0.9963105,-0.5727208,-0.5352444,-1.6456218,1.8569149,4
IOPS_342,0.07907921,-0.71711963,0.90789515,0.04921224,-2.787735,1.3304412,-1.6829777,1.274451,-3.6531348,0.7876422,-2.1836789,-1.5209506,-2.5006309,-2.7954443,-2.2085495,0.8959399,3
IOPS_344,-0.056544267,-0.0610285,0.4684864,1.2978728,-1.6502594,0.40584323,1.6759318,1.7490851,-0.36631596,-0.88778543,-0.79116267,-0.3366929,-1.2110074,-0.8495267,-0.23946369,-0.8653776,2
IOPS_353,-0.1863194,1.0102274,1.1879638,2.4942229,-2.8944209,1.9611642,0.42606193,0.26879188,-0.59992456,-1.0149612,-9.808596e-05,-1.0910591,-1.0413759,-1.806864,0.040327884,-0.45586458,0
IOPS_365,-1.531971,-0.81912285,1.3344775,1.0437667,-2.915041,0.4318696,0.3009386,0.8442635,-0.6545788,-1.3808476,-0.36652634,0.5944469,-1.2677844,-1.4508264,1.0781629,-0.039653033,2
IOPS_381,-5.150942,-3.945237,4.258182,0.4707861,-6.960681,-0.04414048,-1.2243506,2.109391,-1.1729758,-4.1437984,0.91730547,2.1538558,-2.3842967,-0.50519884,3.810759,0.48656914,0
IOPS_393,-1.1614484,-0.062097993,1.4262594,1.1038171,-2.42376,0.58838636,0.4415727,1.0622724,-1.0821868,-1.1647968,-0.1164123,-0.69537205,-0.83278215,-1.0234284,0.41274464,-0.4653035,4
IOPS_394,-0.117955126,0.5658116,1.2839235,2.135192,-2.9418907,2.3139994,1.040739,0.89799005,-0.7013792,-1.0225469,0.33976865,-1.1900016,-1.059371,-1.1459818,-0.61903733,-0.414066,4
IOPS_396,-0.22853334,0.2350757,1.3560896,2.0653706,-2.8301432,1.3696394,1.342591,1.1907492,-0.6991352,-1.0287021,0.12841953,-1.2375042,-1.1153089,-0.8541623,-0.30399337,-1.1062018,4
IOPS_401,-0.2856245,-0.056155276,0.7984214,1.0748415,-1.7828925,0.17367572,0.7729768,1.379336,-0.90421534,-1.0089692,-1.0869082,-0.4347719,-1.4345638,-1.6259991,-0.08625038,-0.28396204,2
IOPS_418,0.4760171,-0.9568786,1.5151048,2.6099672,-2.9829197,1.8081483,2.2640798,2.7919593,0.3837597,-0.9976506,0.32247642,-1.3848966,-1.0015509,0.48683327,-0.3065426,-1.9332246,4
IOPS_427,-0.56308556,0.2915401,0.8673209,1.7533307,-2.6909847,1.1901661,1.0393888,0.94169027,-0.519582,-1.2068298,-0.2619024,-0.104065955,-1.3007319,-1.8651206,0.42210722,-0.36495358,2
IOPS_450,0.423663,0.13003796,0.8739395,1.7055953,-2.1498396,0.9897779,1.7954199,1.8636231,-0.62845176,-0.88961035,-0.50988686,-1.172596,-1.320916,-1.0036489,-0.7955359,-1.1519634,4
IOPS_459,-0.43824324,-0.24223872,0.7366845,1.0601792,-1.7523342,-0.27186567,0.43330267,1.50651,-1.0915909,-0.89117396,-1.7916873,-0.42919037,-1.7433331,-2.0972545,0.01994083,-0.27200145,0
IOPS_461,-0.26576352,0.52602035,1.0411061,1.6899205,-2.3602355,1.3828396,1.0446316,1.1636826,-0.78275144,-1.0181713,-0.09079637,-0.9141276,-1.0231758,-1.1488191,-0.38511246,-0.4663225,4
IOPS_475,-0.7922816,0.30839348,1.7552079,2.2802272,-3.4240458,1.7209401,0.8750582,0.90645146,-0.50238496,-1.2967892,0.5724279,-0.82012117,-0.95013034,-1.0109109,0.48322755,-0.8231996,4
IOPS_478,-0.31490275,0.042363867,1.1615689,1.9063714,-2.7469583,1.6740229,1.5846434,1.3965554,-0.4868219,-1.1600182,0.20864512,-0.8055515,-1.0364754,-0.72237486,-0.19459017,-0.911171,4
