Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,AE_17,AE_18,AE_19,AE_20,AE_21,AE_22,AE_23,AE_24,AE_25,AE_26,AE_27,AE_28,AE_29,AE_30,AE_31,AE_32,target
Yahoo_A1real_25_data,-0.41805845,1.2344581,1.4574826,-0.46574482,1.2706906,-0.29111403,-0.61511785,0.6122351,-0.057021197,0.12146656,-0.15334345,-0.9865281,-0.3228551,-0.39712307,-0.7398262,-0.714326,-0.12729685,-0.59871405,-0.27587086,-0.34756914,-0.40733948,0.6234091,0.5914153,0.06157902,-0.4307879,0.08570317,-0.5968448,-0.37525123,-0.031855185,-0.51032907,-0.38533843,-0.109164506,2
Yahoo_A1real_26_data,-0.5694353,-0.06329666,-0.4907786,-0.38426638,-0.29054987,-0.25752708,-0.21776496,0.119695574,-0.10918866,0.1817515,-0.42876232,0.16998589,-0.22064407,0.12323737,0.03155058,0.081475854,-0.4407732,0.2043121,-0.33986956,-0.06530592,-0.3847275,-0.020951424,-0.4564246,0.041454777,-0.4837029,-0.821673,-0.2631814,-0.27628955,0.06299412,0.014414045,0.07389571,-0.51329356,2
Yahoo_A1real_27_data,-0.45107067,0.96234185,1.017505,-0.5095954,0.9096982,-0.29532337,-0.6382396,0.61772114,0.047290646,0.19504319,-0.31718463,-0.70967156,-0.3660344,-0.28325367,-0.6066699,-0.49804297,-0.2191795,-0.40370873,-0.28049684,-0.23623534,-0.40521184,0.52547157,0.35277584,0.16202924,-0.4322226,-0.25009143,-0.59021527,-0.4091509,0.040297516,-0.36170405,-0.25039563,-0.22533746,4
Yahoo_A1real_28_data,-0.49948078,-0.34231013,-0.6271991,-0.32755443,-0.4614319,-0.16375467,-0.0059222765,-0.099182054,-0.18111056,0.03405895,-0.29030263,0.12618689,-0.1818299,0.13007233,0.15327598,0.09513749,-0.44402003,0.15040113,-0.27711344,-0.061064467,-0.3772179,-0.1770524,-0.49774233,-0.2286709,-0.4111277,-0.6609901,-0.21990997,-0.31175488,-0.026461724,0.055685245,0.08108726,-0.47733897,2
Yahoo_A1real_29_data,-0.5098108,0.010932385,-0.3588458,-0.36127114,-0.10786543,-0.2712202,-0.33088124,0.08333647,-0.104024746,0.12426458,-0.5632109,0.08960698,-0.28630477,0.0652167,-0.016106304,0.018750515,-0.4140838,0.12801668,-0.3952098,-0.18232264,-0.34121656,-0.03035684,-0.4112717,0.113733456,-0.47024122,-0.8477146,-0.28827208,-0.34788463,0.03635451,-0.013370035,0.10789758,-0.4489957,0
Yahoo_A1real_2_data,-0.4240893,1.1143874,1.1157131,-0.4564688,1.1209556,-0.31786615,-0.56661576,0.5301044,-0.09489399,0.22933389,-0.21072839,-0.6982576,-0.34410983,-0.33671921,-0.6069349,-0.50129694,-0.21169469,-0.4651009,-0.337539,-0.29313865,-0.39252573,0.58547,0.37419364,0.095428675,-0.4556985,-0.09240921,-0.5039028,-0.38694263,-0.009710857,-0.42294195,-0.25012782,-0.1904871,4
Yahoo_A1real_30_data,-0.38729876,0.7882553,0.27192563,-0.27512187,0.7619968,-0.4229883,-0.59423095,0.19376203,-0.18960989,0.15675847,-0.46431223,0.12514323,-0.48304948,-0.29025096,-0.35003772,0.005351436,-0.2941239,0.026918296,-0.39359266,-0.22099301,-0.17948215,0.3024574,-0.083730035,0.09201427,-0.5559479,-0.4702585,-0.111290075,-0.4864454,-0.17978077,-0.22851007,0.25999624,-0.37352234,2
Yahoo_A1real_31_data,-0.41694617,1.0996985,1.343735,-0.46421126,1.1516205,-0.27754885,-0.60676193,0.5725245,-0.027791392,0.08195033,-0.23291749,-0.97881377,-0.29123545,-0.30261204,-0.6869853,-0.7114132,-0.14989148,-0.59156656,-0.28075,-0.37782314,-0.39560017,0.51956767,0.55443615,0.1506044,-0.3819295,-0.041479222,-0.6124955,-0.34285837,-0.005485489,-0.43255633,-0.37747246,-0.104411155,2
Yahoo_A1real_32_data,-0.60479903,-0.41210577,-0.6165961,0.07360237,-0.47570518,0.076452814,0.011292321,-0.4464119,-0.41560772,-0.3187335,-0.22552226,0.13732648,-0.15605101,0.06850381,0.12716796,0.13667545,-0.49650863,0.56233835,0.0003927641,-0.20238556,-0.21225856,-0.36465243,-0.5145121,-0.28138134,-0.6030262,-0.474183,0.13164668,-0.22400679,-0.2927713,-0.084426604,0.023839442,-0.41741797,4
Yahoo_A1real_33_data,-0.5548601,-0.0841827,-0.42926744,-0.5083269,-0.3122242,-0.28697482,-0.14245819,0.24170475,-0.059541173,0.25138608,-0.37440756,0.03122949,-0.13931122,0.16777542,0.020218432,0.009474095,-0.44198474,0.02447655,-0.40726167,-0.055827733,-0.4336015,0.040629722,-0.4067453,0.014810494,-0.40017602,-0.7828084,-0.39413458,-0.23896262,0.16788995,0.05982395,-0.029713554,-0.5050476,4
Yahoo_A1real_34_data,-0.6408565,-0.34489086,-0.6680185,0.045039352,-0.46203896,0.014974543,-0.056001406,-0.40804958,-0.39938703,-0.24841678,-0.2605589,0.26446658,-0.18512863,0.07120884,0.11901781,0.18932545,-0.4859236,0.6116632,-0.038376573,-0.16592403,-0.2465241,-0.31708717,-0.53492,-0.21648462,-0.6495401,-0.57043976,0.1502402,-0.23158997,-0.2807711,-0.08358301,0.08331381,-0.4818702,4
Yahoo_A1real_35_data,-0.4947257,0.8910771,0.947841,-0.5222879,0.7806076,-0.27682984,-0.6822476,0.6609117,0.08884224,0.20482466,-0.38619417,-0.69957674,-0.33780238,-0.24137989,-0.6080705,-0.49652898,-0.23816772,-0.35742125,-0.24592018,-0.2036093,-0.41495964,0.47897148,0.3251166,0.29342502,-0.44034508,-0.38329166,-0.63051564,-0.39229417,0.06625841,-0.32759473,-0.29487628,-0.25103366,0
Yahoo_A1real_36_data,-0.64098024,-0.43862346,-0.64256746,0.029049972,-0.5678308,0.0941795,0.08247386,-0.47257298,-0.4131818,-0.33635968,-0.0833911,0.13735388,-0.13441114,0.05600183,0.13429882,0.09739848,-0.49094296,0.58057207,0.07180925,-0.15100001,-0.26112607,-0.3639963,-0.50265485,-0.34400424,-0.6030694,-0.40346867,0.1433811,-0.22538951,-0.32128584,-0.12065333,-0.06043401,-0.4042877,4
Yahoo_A1real_37_data,-0.22052309,-0.29371363,-0.2698357,-0.5533054,-0.2800477,-0.32730258,0.1595821,0.07022459,0.037012495,-0.10125603,-0.38542336,-0.44057393,0.045606077,0.40855402,0.19734102,-0.302493,-0.39663178,-0.41858608,-0.5289172,-0.37521052,-0.17681012,-0.24847294,-0.2438839,-0.05660612,0.18530641,-0.5369574,-0.5239629,-0.10668724,0.29683927,0.3077241,-0.14396772,-0.25616333,4
Yahoo_A1real_38_data,-0.34632817,-0.41040176,-0.5048993,-0.47888482,-0.46458516,-0.25613406,0.15576148,-0.08655778,-0.088506155,-0.020622285,-0.30256397,-0.21569972,-0.07021414,0.2557344,0.2013306,-0.15109304,-0.4210158,-0.21148524,-0.4609791,-0.24094541,-0.33835843,-0.23003909,-0.44619274,-0.27288485,-0.10924295,-0.5567384,-0.45106423,-0.2562249,0.13452278,0.17134097,-0.06790436,-0.36076593,4
Yahoo_A1real_39_data,-0.37237054,-0.5603981,-0.60557586,-0.34399846,-0.6834417,-0.067186385,0.34892184,-0.39788762,-0.33276492,-0.16845402,0.3362799,-0.10965679,-0.06507446,-0.029268522,0.056831017,-0.068997055,-0.43400007,-0.09154587,0.04091742,0.014747392,-0.37877324,-0.32778764,-0.3662995,-0.6648416,-0.27941665,0.030076291,-0.22323191,-0.3138507,-0.3179405,-0.0011613675,-0.20752735,-0.31809565,4
Yahoo_A1real_3_data,-0.39229953,1.2303711,1.2815899,-0.49899098,1.236766,-0.32449386,-0.58028895,0.63060707,-0.01595175,0.2287709,-0.08734497,-0.76752794,-0.4528781,-0.4469958,-0.6820849,-0.51778644,-0.16316783,-0.49447367,-0.2908486,-0.2273009,-0.41844597,0.71959245,0.47294185,-0.17609353,-0.46669748,0.11672592,-0.5343102,-0.48958558,-0.010674782,-0.5027743,-0.19382821,-0.19070548,4
Yahoo_A1real_40_data,-0.65993536,-0.31669056,-0.64909536,0.047481827,-0.47142717,0.033509094,-0.12104896,-0.38995343,-0.36232957,-0.25556234,-0.27439597,0.29871988,-0.2244278,0.045939118,0.10536061,0.19356203,-0.4774451,0.6737114,0.0353968,-0.09878019,-0.24265346,-0.3145995,-0.51182914,-0.13402084,-0.6563642,-0.6221609,0.15322287,-0.26627734,-0.32571256,-0.1184567,0.07937877,-0.47926298,2
Yahoo_A1real_41_data,-0.4893116,0.083095096,-0.28234503,-0.4018259,-0.078072645,-0.3092209,-0.32884237,0.13264193,-0.07606736,0.1197381,-0.5489798,0.008388464,-0.24378386,0.10709748,-0.057676554,-0.051351015,-0.39907676,0.035573255,-0.4180898,-0.21014664,-0.33123466,0.0033117242,-0.33780098,0.1570467,-0.39688134,-0.8069832,-0.32363012,-0.31414324,0.055831626,0.012786729,0.034513216,-0.42922398,0
Yahoo_A1real_42_data,-0.3579458,0.5489307,0.48787752,-0.46587977,0.5854502,-0.29106084,-0.5131879,0.39132944,-0.020652268,0.15733047,-0.43902725,-0.4644511,-0.2876885,-0.12315525,-0.35599598,-0.32209915,-0.27222812,-0.3184884,-0.3726391,-0.32571092,-0.28658307,0.2601887,0.1255899,0.25101626,-0.32864097,-0.46933448,-0.4962524,-0.31076658,0.025653746,-0.19851002,-0.14599468,-0.25953853,2
Yahoo_A1real_43_data,-0.33236575,-0.5663126,-0.52705157,-0.30991068,-0.6575553,-0.032131378,0.3374834,-0.47355655,-0.3764817,-0.28598458,0.40500528,-0.17645502,-0.058690682,-0.08560052,-0.0319307,-0.131513,-0.41856343,-0.12314359,0.110694066,-0.042031974,-0.33369127,-0.36031684,-0.30899504,-0.69066715,-0.26886988,0.19041644,-0.19691773,-0.32571888,-0.41804412,-0.04324977,-0.27860704,-0.28120455,4
Yahoo_A1real_44_data,-0.63380945,-0.36374852,-0.6908683,-0.075756714,-0.52541703,-0.0065494333,-0.00027321122,-0.36804792,-0.37034196,-0.18446708,-0.18495125,0.22265065,-0.17479932,0.059923995,0.12754317,0.13870852,-0.475151,0.49608067,-0.056972474,-0.11257214,-0.3270432,-0.28011194,-0.53685665,-0.27491564,-0.61507815,-0.5419603,0.058165073,-0.26728952,-0.25210133,-0.10250609,0.027647177,-0.44458726,2
Yahoo_A1real_45_data,-0.30373046,-0.35144943,-0.3040983,-0.6008059,-0.43156576,-0.3254387,0.20969799,0.17900226,0.066108115,-0.034495883,-0.29013938,-0.45873785,0.053244177,0.41943687,0.15976503,-0.2525878,-0.41658252,-0.42075104,-0.4782302,-0.24798615,-0.27932897,-0.21245438,-0.26745266,-0.16793814,0.12640412,-0.518733,-0.5800048,-0.09707349,0.3502727,0.3339579,-0.19911408,-0.33337978,1
Yahoo_A1real_46_data,-0.50130576,0.7862485,1.1644186,-0.49224544,0.76113904,-0.22338697,-0.694491,0.6225869,0.1491744,-0.076717794,-0.50236714,-1.0597594,-0.15658912,-0.07488514,-0.65456796,-0.79572487,-0.18859656,-0.52933025,-0.20532422,-0.40716133,-0.36016747,0.26390168,0.52740175,0.59378046,-0.27128097,-0.41630533,-0.72858876,-0.22946021,0.0696626,-0.27082494,-0.5307981,-0.123545945,2
Yahoo_A1real_47_data,-0.4539734,0.69098145,0.34914252,-0.40097865,0.65485764,-0.3602546,-0.5343188,0.32122687,-0.13044727,0.26019526,-0.4453112,-0.14616325,-0.36064753,-0.14720982,-0.34446174,-0.13840996,-0.33630148,-0.1355129,-0.43574354,-0.24923578,-0.33906347,0.35118523,-0.032803155,0.21762799,-0.49251664,-0.5506228,-0.32056886,-0.37534735,-0.00033015528,-0.1940579,0.037586406,-0.3610617,4
Yahoo_A1real_48_data,-0.29057798,0.027367854,-0.5281605,-0.14891511,-0.20167549,-0.30822754,-0.24894202,-0.35026464,-0.3162764,-0.22394948,-0.43097866,0.24795105,-0.25190413,0.057350747,-0.035600543,0.040892806,-0.38265526,0.23551187,-0.38039494,-0.4005554,-0.06941549,-0.19180533,-0.510045,-0.13322124,-0.28756857,-0.4299458,0.07258569,-0.2939919,-0.24366185,-0.051144212,0.17123915,-0.4204133,2
Yahoo_A1real_49_data,-0.4677124,0.9790217,0.93819505,-0.4707531,0.9278132,-0.31160703,-0.61415684,0.5494907,-0.046539735,0.23368615,-0.32148024,-0.6110057,-0.33147785,-0.27027664,-0.57716954,-0.43840668,-0.24609478,-0.374234,-0.32576826,-0.2499694,-0.40658003,0.5212439,0.2904575,0.22822814,-0.47064427,-0.28574997,-0.5220827,-0.37367627,0.019854855,-0.35236427,-0.2355437,-0.2484131,4
Yahoo_A1real_4_data,-0.3852006,0.67476773,0.32619986,-0.40009943,0.6737913,-0.3624606,-0.5530015,0.2796561,-0.1139627,0.20535156,-0.4638083,-0.14605217,-0.39145273,-0.20822974,-0.34633663,-0.16411152,-0.29249635,-0.14577895,-0.44829315,-0.31451178,-0.2654042,0.32194903,-0.006539865,0.164456,-0.4640658,-0.50406665,-0.30914474,-0.4139585,-0.05643467,-0.22235136,0.054951012,-0.3213345,4
Yahoo_A1real_50_data,-0.4433159,0.79133993,0.29685315,-0.33175918,0.73549306,-0.40220988,-0.56809837,0.24722952,-0.22255684,0.2629238,-0.4341895,0.043965448,-0.40306884,-0.23113632,-0.3545001,-0.040482838,-0.3278967,-0.046643052,-0.42936036,-0.21932417,-0.28678793,0.36267594,-0.08210856,0.17560041,-0.5711416,-0.5123564,-0.18833554,-0.41742823,-0.10986781,-0.23105066,0.14119765,-0.3862452,0
Yahoo_A1real_51_data,-0.523524,0.49965188,0.3809749,-0.4934829,0.37359068,-0.2907507,-0.5887253,0.492211,0.0782111,0.21739666,-0.5432202,-0.36634028,-0.300775,-0.037019428,-0.36323673,-0.26187897,-0.34033108,-0.16572013,-0.32207477,-0.17919463,-0.3985361,0.2700992,0.02060915,0.38425848,-0.42167342,-0.7151691,-0.54085314,-0.34553975,0.1238106,-0.13349043,-0.13976288,-0.35761786,0
Yahoo_A1real_52_data,-0.36581343,-0.3601706,-0.4727597,-0.543997,-0.4675193,-0.2851451,0.1187467,0.0729048,-0.030926283,0.07578303,-0.2870508,-0.19425319,-0.07325755,0.2692155,0.16307317,-0.09821569,-0.42919716,-0.21077286,-0.44664603,-0.14650561,-0.36352992,-0.14662324,-0.41954446,-0.24753541,-0.10808024,-0.5911817,-0.48682797,-0.23921213,0.20917532,0.19418465,-0.060410112,-0.412713,4
Yahoo_A1real_53_data,-0.44649076,0.96206385,0.9895177,-0.4928151,0.91616994,-0.29660028,-0.6231738,0.5680235,-0.02001876,0.20637098,-0.3278863,-0.701696,-0.32173464,-0.28856274,-0.58373874,-0.51880443,-0.21807118,-0.41718706,-0.30682725,-0.27534536,-0.38379043,0.49054036,0.33882943,0.24929596,-0.43451643,-0.27772424,-0.5757654,-0.37060097,0.016271956,-0.37652227,-0.29678544,-0.20430562,0
Yahoo_A1real_54_data,-0.49963123,0.62519825,0.2981637,-0.3085839,0.646422,-0.34549186,-0.50581545,0.30203304,-0.14725508,0.2488813,-0.41017845,-0.014291063,-0.31507564,-0.1642429,-0.29356578,-0.115439564,-0.32617205,-0.075038634,-0.46397266,-0.2796328,-0.3010932,0.3744909,-0.024554163,0.25815368,-0.5186009,-0.53817683,-0.2875979,-0.37306276,-0.03270946,-0.17909165,0.027285844,-0.41130263,2
Yahoo_A1real_55_data,-0.3328285,-0.5970679,-0.5244348,-0.33588052,-0.66966206,-0.03940902,0.3691928,-0.43927386,-0.35441515,-0.2513689,0.48177055,-0.15602909,-0.053413734,-0.051411346,-0.019721294,-0.084428534,-0.4328204,-0.15786462,0.16757682,0.047285672,-0.35933045,-0.34312558,-0.27036035,-0.69214773,-0.22807495,0.1968905,-0.20422515,-0.31104618,-0.42696175,0.01680046,-0.26157144,-0.31402436,4
Yahoo_A1real_56_data,-0.55502594,-0.52727205,-0.71043694,-0.2617574,-0.68031067,-0.0047651576,0.21792091,-0.29586363,-0.29509783,-0.07821154,0.068175316,0.11896906,-0.11370653,0.1053409,0.17833754,0.11726696,-0.48186243,0.24694265,-0.011959955,0.058039494,-0.4295557,-0.2619287,-0.519936,-0.4829698,-0.4420695,-0.37207988,-0.078730665,-0.27592024,-0.2155402,0.013821811,-0.03229095,-0.4665301,4
Yahoo_A1real_57_data,-0.55115044,-0.42030692,-0.62008834,-0.032573443,-0.46533284,0.016285948,0.06946109,-0.37578428,-0.36826423,-0.25406006,-0.205256,0.0708733,-0.14376101,0.07250275,0.14111944,0.08388016,-0.48433828,0.40773597,-0.09836831,-0.20862314,-0.24087147,-0.33370918,-0.5059259,-0.3206353,-0.51402247,-0.4616097,0.028991442,-0.2370348,-0.20672421,-0.053176515,0.004469146,-0.3924112,4
Yahoo_A1real_58_data,-0.41160914,1.1547625,1.330534,-0.46898386,1.1896981,-0.30021846,-0.5907857,0.58330154,-0.05516723,0.14112411,-0.1910633,-0.91211355,-0.31797448,-0.36208683,-0.6746994,-0.6629024,-0.15222557,-0.561333,-0.29838684,-0.34167817,-0.38893762,0.582768,0.5172262,0.0931981,-0.41324347,0.0026713707,-0.5842501,-0.36748388,-0.015870025,-0.46625334,-0.35627195,-0.12489571,4
Yahoo_A1real_59_data,-0.46935362,-0.0012926931,0.43406877,-0.49057284,-0.010046933,-0.21903637,-0.36511835,0.36327833,0.35963032,-0.41263965,-0.72940665,-0.944989,0.09225639,0.53367907,-0.21970108,-0.72317654,-0.31949928,-0.49337772,-0.24099287,-0.5104825,-0.16777751,-0.29280496,0.24457568,0.78420955,0.20955831,-0.8035207,-0.71941704,-0.029326757,0.2684868,0.17812544,-0.5356328,-0.16563101,0
Yahoo_A1real_5_data,-0.4339728,-0.5958597,-0.309085,-0.17366117,-0.5879394,0.06237396,0.3026485,-0.61523944,-0.4434489,-0.56841516,0.5183675,-0.3261302,-0.04432844,-0.16365862,-0.15122452,-0.24088676,-0.43084896,0.0016024117,0.37502444,-0.1050924,-0.21777314,-0.4461088,-0.097831294,-0.6173951,-0.3365774,0.3942484,-0.106037505,-0.27356556,-0.62268203,-0.17217295,-0.45466635,-0.21490407,4
Yahoo_A1real_60_data,-0.4626708,0.35701966,-0.1898572,-0.228498,0.2730112,-0.3447585,-0.52251095,0.03715574,-0.20794924,0.09050034,-0.6028339,0.2503719,-0.40418082,-0.10690846,-0.16341673,0.0914445,-0.36822024,0.21304622,-0.38926536,-0.23401971,-0.21276145,0.044986054,-0.32769898,0.17633113,-0.57906085,-0.76395804,-0.0963212,-0.40991703,-0.13934043,-0.11289239,0.26214516,-0.4308377,4
Yahoo_A1real_61_data,-0.500394,0.26228935,-0.41098076,0.014042739,0.1727248,-0.32814932,-0.4967943,-0.21635485,-0.3920077,-0.08449378,-0.593115,0.4812485,-0.397745,-0.11843043,-0.11297123,0.22017914,-0.37924263,0.49273148,-0.33615,-0.3122776,-0.08756567,-0.110874906,-0.4323603,0.12605576,-0.69258916,-0.7426663,0.16239998,-0.3456556,-0.29446205,-0.13041662,0.33429492,-0.47388458,2
Yahoo_A1real_62_data,-0.3975293,1.1205006,1.354046,-0.41529483,1.279661,-0.29998156,-0.5858854,0.6720396,0.017491717,0.17557414,-0.04473176,-0.7773548,-0.45728853,-0.42954072,-0.6688887,-0.54416275,-0.10121967,-0.5403357,-0.29390898,-0.2962711,-0.40846542,0.74945354,0.5772382,-0.21077575,-0.44152236,0.13670121,-0.5892941,-0.47071728,-0.01937711,-0.47930002,-0.18745501,-0.18183456,4
Yahoo_A1real_63_data,-0.5291681,-0.110454015,-0.0022315378,-0.5754335,-0.22686924,-0.2580486,-0.12090722,0.42526343,0.1596972,0.022288293,-0.4598857,-0.55924165,0.023438232,0.39026427,-0.0517136,-0.34174475,-0.41117007,-0.31485167,-0.3651653,-0.21863155,-0.379634,-0.071607985,-0.09371313,0.28988412,-0.09076348,-0.76683205,-0.6577479,-0.081096694,0.38038203,0.19738464,-0.33397797,-0.3476244,2
