Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,AE_17,AE_18,AE_19,AE_20,AE_21,AE_22,AE_23,AE_24,AE_25,AE_26,AE_27,AE_28,AE_29,AE_30,AE_31,AE_32,AE_33,AE_34,AE_35,AE_36,AE_37,AE_38,AE_39,AE_40,AE_41,AE_42,AE_43,AE_44,AE_45,AE_46,AE_47,AE_48,AE_49,AE_50,AE_51,AE_52,AE_53,AE_54,AE_55,AE_56,AE_57,AE_58,AE_59,AE_60,AE_61,AE_62,AE_63,AE_64,AE_65,AE_66,target
Yahoo_A1real_1_data,Yahoo_A1real_1_data,3.806254745743978e-07,-1.0191073421227104e-05,0.000782853958097,6.128603197081535e-07,0.4964788732394366,0.5035211267605634,2051.367139392556,0.9463764376132238,0.3759379927291357,3.2810904007220696,0.0405120978788953,-0.0244039530834755,-0.000589590809384,0.0005416030365921,-0.0025682372626952,0.0043342532233741,-0.0069024904860693,0.0007828540506275,0.0006284082219541,1.929950084905137,0.7126714576439358,0.1134161425156373,-0.0025682372626952,2051.367139392556,709.5,709.5,354.75,1064.25,1.0,1.0,1.0,1.0,1419.0,18.25605797072371,0.0011876000903662,1.8204000077696213e-13,1.2387600545120978,1.2387600545120978,0.0,0.5933394325397572,6.107190692679961e-08,0.0183292916190408,0.0008439627581448,0.0019998940361597,6.107190692679961e-08,9.419418837675352,9.239238476953908,0.4219813790724237,4.910652924795265,4.6608005466332285,2.866618195916739,-0.2131931867463214,1.8476151226271944,0.1502341206601908,7.577575150300602,-0.1820973092048191,0.0009502500088664,1.0,0,0.9344608879486016,7,0,0.0176695131504401,0.4947145877374949,0.0003739035657984,4
Yahoo_A1real_20_data,Yahoo_A1real_20_data,1.9509334843746394e-06,-1.824679805967344e-05,0.0014847936876031,2.204612294746161e-06,0.4971870604781997,0.5028129395218003,760.6784244898838,75.3806446993807,4.022653512583574,6.376663970237382,0.0408091402387475,0.0003463852973577,-0.0008201124031526,0.0007841745087787,-0.0094660858541545,0.0263368923909075,-0.035802978245062,0.0014847949693097,0.0010013438658345,1.02203069789092,0.3535983545179788,0.0414712328111056,-0.0094660858541545,760.6784244898838,710.5,710.5,355.25,1065.75,1.0,1.0,1.0,1.0,1421.0,27.25550059698666,0.0053478614707102,1.2674941640291135e-304,-0.2078711308637315,-0.2078711308637315,0.0,0.5768264431884609,2.9983029865406604e-08,0.031164598760124,0.0010411925556185,0.0025979927906734,2.9983029865406604e-08,6.3563527054108215,3.0530460921843687,0.5205962778092765,4.865226067665684,4.577740678569367,2.8580935677848505,-0.441939060953744,1.8138802905260671,0.1236643367542128,6.916913827655311,-0.3614069344994933,0.0009901065005935,1.0,0,0.9795918367340044,11,0,0.0507995946342002,0.4996481351157638,0.0017686005183377,4
Yahoo_A1real_21_data,Yahoo_A1real_21_data,0.0001973465928641,-0.0406282622128131,1.441454006410381,2.0777896525965387,0.4640845070422535,0.5359154929577464,7304.137767734769,103.58207819320374,6.1535694808992725,6.765925021244804,0.0849675576101559,0.0503488221712528,-0.4055916776465249,0.363034580035432,-9.752572389118626,23.59124570403173,-33.34381809315036,1.441454019919545,0.6344172058774009,0.667739582792681,0.2267799018049053,0.0432300224989309,-9.752572389118626,7304.137767734769,709.5,709.5,354.75,1064.25,1.0,1.0,1.0,1.0,1419.0,17.669056413702624,0.0004306373689548,0.0,-1.9489217271830213,-1.9489217271830213,0.0,0.0847928777334689,2.4673990636350816e-08,0.0158118659595051,0.001349730485102,0.0024551812108931,2.4673990636350816e-08,5.075070140280562,8.13813627254509,0.6748652425510315,5.17446171615965,4.459378316726961,2.7577665289201247,-0.4268031012434653,1.613890070989639,0.1556768734853548,7.137134268537075,-0.4336631361812684,0.0013269541154259,1.0,0,0.5144467935161984,10,0,45.89915533362284,0.5017618040870319,117.67309308072574,0
Yahoo_A1real_22_data,Yahoo_A1real_22_data,1.3217061876380063,0.4641996278196529,39.94965069232463,1595.974590438754,0.497887323943662,0.502112676056338,30.22581798871049,12.071522039081028,0.4187609003404736,6.53011199062875,0.0643940468767331,0.030450122935966,-20.423409901943643,22.663820624101792,-259.5539868262713,280.8610499613569,-540.4150367876282,39.97150857404802,27.761962086954806,1.2333857855333696,0.4554515956077604,0.0739240176026968,-259.5539868262713,30.22581798871049,709.5,709.5,354.75,1064.25,1.0,1.0,1.0,1.0,1419.0,13.121479388630911,0.0132984256822132,1.8588248424380682e-71,0.3281084522974762,0.3281084522974762,0.0,0.2785359739999336,1.8480304209136813e-07,0.0197427000951941,0.0010157224406103,0.0022510439666067,1.8480304209136813e-07,0.3503406813627255,5.03503006012024,0.5078612203051636,5.040993384093119,4.58380632784734,2.8646339886138232,-0.3509262908779032,1.7739145249337738,0.2000168514617821,7.157154308617235,-0.3330712837241534,0.0007210328247442,1.0,0,0.9584214235370272,18,0,918.912547903874,0.5010570824520781,1013620.9130055192,2
Yahoo_A1real_23_data,Yahoo_A1real_23_data,8.524303816287438e-09,3.04049494878611e-05,0.001049596830614,1.1016535068351627e-06,0.5126760563380282,0.4873239436619718,110201.94765513382,4.586107005425229,-0.8917820294864012,5.82739922588599,-0.0868802058201486,-0.0027537968238197,-0.0005801831390952,0.0006376393994784,-0.0061164170613084,0.0038451989084007,-0.0099616159697091,0.0010495968306487,0.0007714078195151,1.871471854110472,0.6749907905286614,0.1053641024148663,-0.0061164170613084,110201.94765513382,709.5,709.5,354.75,1064.25,1.0,1.0,1.0,1.0,1419.0,29.091960401884084,0.000477937399188,6.608102970232424e-65,-634.3886107598012,-634.3886107598012,0.0,1.4570861214730393,3.27309304129694e-07,0.0339455169556722,0.0011406072728347,0.0030240221064289,3.27309304129694e-07,6.19619238476954,2.972965931863728,0.5703036364173784,4.83260543670857,4.56545448426294,2.8410988844029954,-0.4370121663879849,1.8164555472190749,0.1859997147411802,6.89689378757515,-0.1612136884608486,0.0012817293908626,1.0,0,0.8548273431988338,6,0,0.0283069037067384,0.4947145877374949,0.0005971634589866,4
Yahoo_A1real_24_data,Yahoo_A1real_24_data,0.0009100658854289,0.0002886968409541,0.0381163176944956,0.0014528536745877,0.4668035592060233,0.5331964407939768,41.8829849814073,1008.389114692956,28.812037896260208,3.604094862655813,0.0489057494866013,-0.0422736779210626,-0.0057281000237807,0.0058174219846023,-0.1364647625047546,1.3295528626515145,-1.466017625156269,0.0381271805212966,0.009357516655755,0.7217561837352099,0.2370671257190156,0.0259999041037673,-0.1364647625047546,41.8829849814073,730.0,730.0,365.0,1095.0,1.0,1.0,1.0,1.0,1460.0,31.16051255697857,0.000885276586502,0.0,0.0506852273952378,0.0506852273952378,0.0,0.0247554650627654,6.44796760985165e-05,0.0055837909559781,0.0013473614845628,0.0005746281395376,6.44796760985165e-05,0.1501402805611222,6.3563527054108215,0.6736807422814077,6.136765002642515,4.9454405237569965,2.8977330301260857,-0.0619199932498373,1.818681605457994,0.92587437148313,8.318316633266534,-0.009152878532469,0.0003671414294528,1.0,0,0.7226027397255325,1,0,1.4337095092532262,0.4965753424654133,-0.029872589904563,0
Yahoo_A1real_25_data,Yahoo_A1real_25_data,0.0692903949631299,0.005141198024505,2.269024215660989,5.148470891255968,0.1456445993031359,0.8543554006968641,32.74659040580977,1417.1885398002323,37.58763576827049,0.6845564851530609,0.0848151330438743,-0.0438437286616947,-0.0309194098940048,0.0381725564730701,-1.4839848475214945,85.80041941203638,-87.28440425955787,2.270081947879881,0.1573706803514167,0.0057637035386147,0.001893138794218,0.0259957576027853,-1.4839848475214945,32.74659040580977,717.0,717.0,358.5,1075.5,1.0,1.0,1.0,1.0,1434.0,16.88515736766754,0.0001287257735043,0.0,0.0290573581555534,0.0290573581555534,0.0,0.0004910654682491,0.0008040030915167,0.0020537777948348,0.0013924849252499,0.0001267591179742,0.0008040030915167,5.495490981963928,5.575571142284569,0.6962424626249899,6.2103694327514365,5.000028906359942,2.894200528740864,0.0010065876265218,1.7963878280095251,0.9956155114416352,8.498496993987976,-0.0037635106453876,7.472259272743916e-05,1.0,0,0.6973500697345206,1,0,91.05661495843684,0.5034867503483239,65.43184800354308,2
Yahoo_A1real_26_data,Yahoo_A1real_26_data,-0.0585932157968386,-0.0571753764452296,2.7832076789528704,7.746244984182224,0.5003484320557491,0.4996515679442508,-47.50051159683144,591.1344867461917,-19.414049247857,30.37906060299298,-0.001528279073626,0.0118393389682914,-1.147201608603325,1.058970474843008,-84.60982799580057,7.245948183885503,-91.85577617968607,2.783824374690264,1.379387647518953,0.4673855740975112,0.1560171374683661,0.030299756800031,-84.60982799580057,-47.50051159683144,717.0,717.0,358.5,1075.5,1.0,1.0,1.0,1.0,1434.0,16.90450155417592,0.0034745881276944,0.0,-0.0701442442388641,-0.0701442442388641,0.0,0.258028415013403,4.793278244366996e-05,0.0108599350898242,0.0012540753340064,0.0012375812470863,4.793278244366996e-05,7.49749498997996,7.197194388777556,0.6270376670032036,5.913324754119415,4.777204474537044,2.9592039196227176,-0.0075007466523834,1.6975934791700815,0.7690757130385787,8.13813627254509,-0.0439519242932725,0.0008174579723365,1.0,0,0.907949790794346,0,0,23.748036910740915,0.5006973500693859,1157.316122513782,2
Yahoo_A1real_27_data,Yahoo_A1real_27_data,-0.0858382833715598,-0.0074421809248406,3.395293001297445,11.528014564659411,0.5501051156271899,0.4498948843728101,-39.554531002852194,1185.509491885036,-32.887691642809656,36.08600415112208,-0.0692689282430164,-0.0389568835857318,-0.4536510559722728,0.4053044638909994,-122.60839565855292,12.003875869699186,-134.6122715282521,3.3963778905698327,0.7169149542225779,0.4062687206636523,0.1334425115401685,0.0252227598771307,-122.60839565855292,-39.554531002852194,713.0,713.0,356.5,1069.5,1.0,1.0,1.0,1.0,1426.0,40.575811234955225,0.0004514950651005,0.0,0.0278288899989435,0.0278288899989435,0.0,0.0302633916839976,3.330893001334952e-06,0.0046045542980155,0.0013782157236802,0.0005016993813372,3.330893001334952e-06,6.096092184368738,0.1101002004008016,0.6891078618401114,6.154765191586056,5.0231334563835,2.8670619401549,-0.0502503433775256,1.8283559243679084,0.9331459181049844,8.418416833667335,0.0478401809215478,0.0004925173928099,1.0,0,0.753856942495965,1,0,27.330725179785844,0.5007012622717386,-262.58143185198657,4
Yahoo_A1real_28_data,Yahoo_A1real_28_data,-0.3894921023663901,0.7306689635388466,25.29002349243928,639.5852882481308,0.5183900069396252,0.4816099930603747,-64.93077370174778,201.50973760290609,-8.861856241874614,23.2273539197198,-0.132877820322606,-0.0417976579132792,-12.833522057950177,13.20645013518606,-587.8098184225091,89.88512288532729,-677.6949413078364,25.29302260201292,15.805739225709717,0.90493869980141,0.3073382419866811,0.0373177103013289,-587.8098184225091,-64.93077370174778,720.0,720.0,360.0,1080.0,1.0,1.0,1.0,1.0,1440.0,35.87216262048985,0.002364300122096,0.0,-0.3190057602008491,-0.3190057602008491,0.0,0.2413263837873005,5.617107970677177e-06,0.0184035550613575,0.0010763409572456,0.0019438007196003,5.617107970677177e-06,6.156152304609218,6.696693386773547,0.5381704786228497,5.531995787970647,5.013327403559068,2.787689093417712,-0.3396807074677433,2.089136486714453,0.5834495004554139,7.777775551102205,-0.0746852171656802,0.0009533011364265,1.0,0,0.9756944444437669,2,0,1259.718417658735,0.4986111111107648,406729.7933342658,2
Yahoo_A1real_29_data,Yahoo_A1real_29_data,-3.748461356461592,1.313437128352234,182.8099636574992,33419.48281245617,0.5121443442054129,0.4878556557945871,-48.76933395382108,527.9294945364973,-18.21834560832118,29.5383314387166,-0.0830682045471511,0.0131535269786562,-63.39074310980504,67.74248177788104,-5403.649758200947,607.9386164030147,-6011.588374603962,182.84839013509816,85.4770483563598,0.7942726984017152,0.2651347402264001,0.0304095943144996,-5403.649758200947,-48.76933395382108,720.0,720.0,360.0,1080.0,1.0,1.0,1.0,1.0,1440.0,30.95057803073824,0.0008991495837648,0.0,-0.1298600886922594,-0.1298600886922594,0.0,0.2112719883810962,8.487697937659484e-06,0.0155423461924128,0.001274468381234,0.0014776041319354,8.487697937659484e-06,6.19619238476954,7.437434869739479,0.637234190617004,5.862607423723135,5.117385015621678,2.7705057333303524,-0.2501729620938746,2.02088706133615,0.7410703408083116,8.09809619238477,0.0343261142877985,0.0008988793272765,1.0,0,0.9423611111104568,1,0,3272.6129819601883,0.5034722222218726,10496384.15791422,0
Yahoo_A1real_2_data,Yahoo_A1real_2_data,10.876522544513078,-10.081655510355631,418.20151242670863,174892.50499598653,0.4662960389159138,0.5337039610840861,38.44992833662911,1340.0660859715813,36.05732282633265,0.9703245557970264,0.1503450664241076,0.3592512076238204,-27.93516997793995,27.791862769340696,-394.9146742355479,15603.357044690289,-15998.271718925836,418.3429260052664,49.87614077570738,0.0424584765112162,0.0139458576396694,0.0261404181510402,-394.9146742355479,38.44992833662911,719.0,719.0,359.5,1078.5,1.0,1.0,1.0,1.0,1438.0,17.813381468223522,0.0117947763428023,0.0,0.0092361614866147,0.0092361614866147,0.0,0.0022363985426097,0.0003007383388129,0.0027650022361726,0.0013831585829961,0.0003137390344036,0.0003007383388129,0.2502404809619238,0.3703607214428858,0.6915792914980584,6.188614729659373,5.003950482794723,2.895816843992157,-0.0091582206893004,1.8023185736077176,0.9722911657984906,8.498496993987976,-0.0014547834562362,0.0002255173707823,1.0,0,0.9645340751036408,2,0,15543.84039785972,0.4993045897075804,12469538.099011833,4
Yahoo_A1real_30_data,Yahoo_A1real_30_data,-0.0004122385509001,-0.000505220352448,0.0161225136340255,0.0002599354458793,0.4976043805612594,0.5023956194387406,-39.1097647432218,1329.07653883531,-35.64658358632845,37.35010495882033,0.0173016065406417,0.2004967157344223,-0.0024752573960078,0.0024528953272617,-0.6025898523318696,0.0297357909484841,-0.6323256432803537,0.0161277830622248,0.0031184044406252,0.6983295821449467,0.2293724537099349,0.0254971687133999,-0.6025898523318696,-39.1097647432218,730.0,730.0,365.0,1095.0,1.0,1.0,1.0,1.0,1460.0,18.619152674998745,0.0193270394004148,0.0,0.0103611013964249,0.0103611013964249,0.0,0.01291943623695,0.0001611513705509,0.002655985645744,0.0013466713994872,0.0002052129527356,0.0001611513705509,3.1531462925851703,0.1101002004008016,0.6733356997436374,6.200304374919096,5.006404769951651,2.8802819712072654,0.0102061976692728,1.7891546502350002,0.9801335878945338,8.498496993987976,0.0364065669980899,9.98930353251848e-05,1.0,0,0.995890410958222,0,0,0.0229238143686631,0.5006849315065064,-0.0026721631680621,2
Yahoo_A1real_31_data,Yahoo_A1real_31_data,0.1789300689824799,0.0382630884434647,5.981481933039935,35.77812611528315,0.263489838822705,0.7365101611772951,33.42915997085126,1253.806218015522,34.334359180147985,2.135099706183739,0.0705512356754747,-0.037333261429722,-0.1320776301503627,0.1963428011783037,-12.592130250929529,219.0675793011692,-231.65970955209872,5.984157591914607,0.7652907801962844,0.2120165267806338,0.069638680958296,0.0258201218700436,-12.592130250929529,33.42915997085126,713.0,713.0,356.5,1069.5,1.0,1.0,1.0,1.0,1426.0,40.425174516856366,0.0001277833335067,0.0,0.0428866498118326,0.0428866498118326,0.0,0.0013055007843749,3.027153536380655e-05,0.0059486816668498,0.0013972534906783,0.0005298680357644,3.027153536380655e-05,0.0700601202404809,6.396392785571143,0.698626745339163,6.158719387615312,4.978604989430179,2.891125503505917,-0.0312155365216498,1.8225222546657576,0.9436832196326064,8.438436873747495,-0.0102441774403085,0.0003940142553093,1.0,0,0.551192145862166,1,0,189.01650007448825,0.5175315568018811,1662.9335649033528,2
