Dataset,AE_1,AE_2,AE_3,AE_4,target
Yahoo_A1real_60_data,-0.9083656,0.21430832,-0.51340497,1.0915693,4
Yahoo_A1real_61_data,-1.1652142,0.5554636,-0.8887955,0.34901425,2
Yahoo_A1real_62_data,-0.8962823,-1.0270396,-0.6689783,2.596828,4
Yahoo_A1real_63_data,-0.050127465,-1.0169754,0.9640656,1.148627,2
Yahoo_A1real_64_data,-0.722314,0.60180116,-0.73045886,-0.27812195,0
Yahoo_A1real_65_data,0.44235355,0.33011332,-0.26683918,-0.8546045,4
Yahoo_A1real_66_data,-0.8906788,-0.4711491,-0.43116087,1.8613814,2
Yahoo_A1real_67_data,-0.88697773,-1.098799,-0.715864,2.6482685,2
Yahoo_A1real_6_data,-0.88834,-0.34890482,-0.6414854,2.1010633,4
Yahoo_A1real_7_data,-0.8907742,-1.0590473,-0.19099747,2.2301185,4
Yahoo_A1real_8_data,-0.80310464,-0.07931863,0.03774335,1.2443408,0
Yahoo_A1real_9_data,1.8898712,0.09048009,-0.622594,-1.2458594,4
