Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,target
Yahoo_A1real_20_data,0.25692275,0.71511674,1.7977496,-0.25389895,0.4726329,-0.4087707,-1.9880754,0.1548178,4
Yahoo_A1real_21_data,-1.7535315,0.699601,3.1024382,0.88585347,1.7190366,-0.9953147,-2.530972,0.5937834,0
Yahoo_A1real_22_data,0.013075013,0.40062463,1.3323601,0.031236758,0.44525635,-0.08085798,-1.8527377,0.25292063,2
Yahoo_A1real_23_data,1.2954519,0.15538669,2.603233,0.123376004,0.0051713586,-0.247404,-2.765017,0.29862103,4
Yahoo_A1real_24_data,-3.3937316,-1.5393343,0.6677812,2.4956112,-0.70108813,-2.3413432,-3.4343276,-0.18521787,0
Yahoo_A1real_25_data,-8.268054,-1.2301042,-0.9242994,5.158155,1.0425925,-3.7782612,-5.014993,0.4329308,2
Yahoo_A1real_26_data,-1.2013111,-2.214659,1.9642756,-0.015776703,-2.1448784,-1.8019423,-1.6874971,0.81916773,2
Yahoo_A1real_27_data,-1.6039397,-3.1870768,2.2408028,-0.8086787,-3.4028215,-0.89091647,-0.8530199,1.2856592,4
Yahoo_A1real_28_data,-0.1836432,-1.4635218,1.2377925,0.23599492,-1.3151603,-0.70873415,-1.4400383,0.92603934,2
Yahoo_A1real_29_data,-0.97265244,-2.1959996,1.9471836,-0.04759581,-1.8649201,-1.0550405,-1.3721406,0.9708352,0
Yahoo_A1real_30_data,-2.0192118,-3.2000396,1.524332,-0.7538211,-3.3892636,-1.4164934,-1.2308056,0.6553429,2
Yahoo_A1real_31_data,-6.9110317,-0.48929608,0.9167031,3.9342062,1.5374918,-2.897208,-3.5190616,0.8474855,2
Yahoo_A1real_32_data,-1.3068467,-1.8340348,0.44942573,1.0382384,-1.2133534,-1.792085,-2.3096397,0.1270846,4
Yahoo_A1real_33_data,-1.9265662,-0.829659,1.4236833,0.6849075,-0.20491394,-1.3398372,-2.1800554,0.07279865,4
Yahoo_A1real_34_data,-2.13169,-1.6946028,0.7241447,0.8891533,-1.2532508,-1.6718206,-2.5669577,-0.12065192,4
Yahoo_A1real_35_data,-2.404315,-3.032648,2.1499941,-0.40334576,-2.748141,-0.9933783,-1.7017014,1.1857619,0
Yahoo_A1real_36_data,-1.049076,-1.7081038,0.52117664,1.0126463,-1.270922,-1.8728032,-2.108869,0.29925343,4
Yahoo_A1real_37_data,0.44150504,0.122474976,2.0581887,0.7093768,1.2245038,-0.3610364,-2.7740006,0.32048517,4
Yahoo_A1real_38_data,0.7393678,0.42579052,3.755065,-0.15195675,0.21327017,0.10963474,-3.491102,0.49943194,4
Yahoo_A1real_39_data,1.9710795,-0.030470915,1.5309657,0.72381705,-0.43061447,1.4817063,-3.1541584,-0.12119406,4
Yahoo_A1real_40_data,-1.1039554,-2.5529118,0.8312626,-0.05049522,-2.5143766,-1.4849159,-1.1252414,0.98335576,2
Yahoo_A1real_41_data,-1.1515197,-1.5876117,1.9683399,-0.037524413,-1.4454584,-1.3329221,-1.6245242,0.73379934,0
Yahoo_A1real_42_data,-0.9279596,-0.21027136,2.0419939,0.635053,0.53046536,-0.82180935,-2.1607785,0.28418306,2
Yahoo_A1real_43_data,3.2516904,-0.2905767,0.62141246,0.6437674,-0.86685926,1.7962952,-2.6024528,-0.2670873,4
Yahoo_A1real_44_data,-1.6749421,-1.674608,0.66541296,1.0799514,-1.0172687,-1.6640487,-2.4417176,-0.17803992,2
Yahoo_A1real_45_data,0.251179,0.29533273,2.1567137,0.013650289,0.37904614,-0.57395446,-1.889628,0.067620166,1
Yahoo_A1real_46_data,-4.895614,-1.0723057,2.009947,1.8275399,0.5650312,-2.272684,-3.2690277,0.40756354,2
Yahoo_A1real_47_data,-3.5998466,-2.064977,0.73367506,2.301378,-0.9475222,-2.475869,-3.9982388,-0.29360262,4
Yahoo_A1real_48_data,0.07064934,0.17205057,2.346871,0.5158016,1.073698,-0.9569949,-2.6746862,0.0017862115,2
Yahoo_A1real_49_data,-3.517497,-2.1422884,0.0053989384,3.3979895,-1.0091326,-2.8083003,-4.0266633,-0.28512493,4
Yahoo_A1real_50_data,-4.3442974,-2.1243532,0.07877476,2.6049569,-0.56046134,-2.729383,-4.2626066,-0.56927514,0
Yahoo_A1real_51_data,-1.5728972,-2.896002,2.2580836,-0.45478708,-2.5313036,-0.9673459,-1.6451215,1.1902122,0
Yahoo_A1real_52_data,0.6662365,0.46168482,1.9152942,0.8498638,0.6329987,0.8634096,-2.9095898,0.567284,4
Yahoo_A1real_53_data,-3.3937316,-1.5393343,0.6677812,2.4956112,-0.70108813,-2.3413432,-3.4343276,-0.18521787,0
Yahoo_A1real_54_data,-4.398334,-2.7448535,1.6373606,1.4203036,-0.5491653,-2.3884506,-5.337505,-0.30729523,2
Yahoo_A1real_55_data,2.3874862,-0.08331083,0.44989794,0.4473309,-0.8667087,1.6645714,-2.2484353,-0.45294976,4
Yahoo_A1real_56_data,-0.034617808,-1.8056774,1.4089713,0.1327887,-1.6428983,-1.3335115,-1.3997941,0.6156424,4
Yahoo_A1real_57_data,-0.9093999,-1.3797108,0.47522622,0.99231905,-0.7605997,-1.4876559,-2.1864176,-0.09383955,4
Yahoo_A1real_58_data,-5.1736484,-1.7483139,-0.75329155,4.1694975,-0.11342847,-3.420254,-4.2344165,-0.020974657,4
Yahoo_A1real_59_data,-2.8494399,-0.9747988,3.515642,0.0787906,0.32252532,-0.5038775,-2.0715775,0.81058383,0
Yahoo_A1real_60_data,-1.9273959,-2.6259885,1.5163548,-0.5159196,-2.9980774,-1.6103741,-1.1707066,0.84654987,4
Yahoo_A1real_61_data,-3.4070287,-3.486962,-0.27360946,1.3849448,-1.3934948,-1.9857218,-4.250496,-0.7516921,2
Yahoo_A1real_62_data,-1.1560746,-9.316946,3.3182557,-6.6760283,-4.4228086,4.155991,-8.803554,-0.37761596,4
Yahoo_A1real_63_data,-3.025026,-0.9725633,2.2307508,0.51401645,0.18317999,-1.2615963,-2.4270108,0.32832852,2
Yahoo_A1real_64_data,-1.2663491,-2.7888503,1.1926473,-0.3824398,-2.7813053,-1.5028387,-1.0897584,0.7206237,0
Yahoo_A1real_65_data,-0.18669541,-0.5524123,1.0865521,0.33343905,-0.64326304,-0.6494221,-1.6883283,0.035268493,4
Yahoo_A1real_66_data,-0.9677194,0.8191953,2.2763658,0.46193767,1.6729591,-1.188398,-2.539192,0.32242846,2
Yahoo_A1real_67_data,2.235055,-9.777633,3.1682394,-4.99607,-5.637642,2.9379454,-5.8317666,0.29789802,2
