Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,target
Yahoo_A1real_62_data,-0.36502704,-0.648251,-0.2363925,-0.9109473,-0.12774369,2.1663587,-0.946637,-0.41552338,4
Yahoo_A1real_63_data,-0.27843148,-0.14857213,0.5580498,-0.79040414,0.49108094,-0.37492973,-0.9802003,0.20243888,2
Yahoo_A1real_64_data,-0.76833755,-0.027909197,-0.6990198,0.45485172,-0.41614512,-0.52705646,-0.3562648,0.4469943,0
Yahoo_A1real_65_data,-0.28109017,0.11653815,-0.6173322,0.15164667,-0.5193047,-0.8955404,0.32415026,0.09660575,4
Yahoo_A1real_66_data,-0.34560788,-0.39239982,-0.13024487,-0.07021585,-0.3482938,1.4273494,-0.76747185,-0.42464933,2
Yahoo_A1real_67_data,-0.3759724,-0.6301551,-0.25557557,-0.9344286,-0.19092353,2.2162068,-0.92468613,-0.46474305,2
Yahoo_A1real_6_data,-0.5649137,-0.3713755,-0.25535983,-0.16522321,-0.12759195,1.5059024,-0.8223345,-0.26258388,4
Yahoo_A1real_7_data,-0.29816517,-0.550316,0.06981966,-0.73759645,-0.08953686,1.7024044,-0.95400023,-0.46774334,4
Yahoo_A1real_8_data,-0.24298792,-0.3946734,-0.012820524,-0.021886634,-0.2034005,0.7029551,-0.83232635,-0.18711051,0
Yahoo_A1real_9_data,-0.08399225,0.48775592,-0.7732018,-0.32496515,-0.7150602,-0.57564735,0.706527,-0.5810164,4
ambient_temperature_system_failure,0.0033569233,-0.06256091,0.0027567358,-0.44730303,-0.09924746,-0.8829655,-0.46837524,0.30258447,0
art_daily_flatmiddle,0.20942421,-0.47728565,0.58534133,-0.51054585,0.2489436,-0.23922524,-0.9578458,0.023086669,1
art_daily_jumpsdown,0.19123928,-0.2920744,0.14044458,-0.34104896,-0.20007886,-0.82689285,-0.46052206,0.30432916,0
art_daily_jumpsup,0.18167977,-0.558047,0.79570824,-0.6162746,0.32537264,0.10205694,-1.0681887,-0.16622789,1
art_daily_nojump,0.19030344,-0.22146921,-0.06274904,-0.27592883,-0.33580807,-0.9848394,-0.10707016,0.29558778,0
art_increase_spike_density,0.16797043,0.476046,-0.660648,-0.6726465,-0.7382761,-0.51307285,0.6505124,-0.66554844,4
art_load_balancer_spikes,-0.102915086,-0.046294138,-0.34799075,-0.024408557,-0.4594242,-0.985128,-0.06247645,0.25431532,1
cpu_utilization_asg_misconfiguration,0.1419274,0.50403935,-0.716379,-0.6189037,-0.75644565,-0.5114304,0.66009617,-0.6910123,4
ec2_cpu_utilization_24ae8d,-0.029067911,0.40300912,-0.7134842,-0.23063287,-0.6508222,-0.76800203,0.709244,-0.44066912,0
ec2_cpu_utilization_53ea38,0.12759377,0.4919483,-0.7123705,-0.6518419,-0.77730584,-0.46873957,0.646607,-0.7061964,2
ec2_cpu_utilization_5f5533,0.1542336,0.4761268,-0.6716794,-0.65701836,-0.73963815,-0.51178676,0.6559899,-0.66397655,4
ec2_cpu_utilization_77c1ca,0.29970366,-0.64695895,0.7489472,-0.7527884,0.29691425,0.28993583,-1.0717653,-0.2181943,1
ec2_cpu_utilization_825cc2,0.15526398,0.46159044,-0.659023,-0.6276282,-0.71048814,-0.54628956,0.6635639,-0.63388157,4
ec2_cpu_utilization_ac20cd,-0.090934575,-0.54051256,0.97353125,-0.9231188,0.80199105,0.11276513,-1.2377489,-0.10515872,1
ec2_cpu_utilization_fe7f93,-0.005249442,-0.20267032,-0.2861111,0.030489575,-0.49086294,-0.9567576,-0.06477086,0.22537868,2
ec2_disk_write_bytes_1ef3de,-0.08464081,-0.11373249,-0.44317025,0.15142375,-0.5793485,-1.0091946,0.1861464,0.14322826,1
ec2_disk_write_bytes_c0d644,0.08112382,-0.5959437,0.57856596,-0.72555184,0.20039992,0.69086415,-1.0877312,-0.3000142,0
ec2_network_in_257a54,-0.7212669,-0.24594189,-0.47064367,0.46290663,-0.4602246,0.495065,-0.81784636,0.00531709,1
ec2_network_in_5abac7,0.040038913,0.14269641,-0.54251146,-0.0681447,-0.5890287,-0.91172856,0.57849306,-0.23327482,0
ec2_request_latency_system_failure,-0.09190001,-0.015414886,0.106705,-0.6399884,0.0051310696,-0.9065867,-0.49884278,0.3795618,0
elb_request_count_8c0756,0.36612055,0.24508417,-0.32584232,-0.7145435,-0.50438184,-0.7980631,0.60402995,-0.3603801,0
exchange-2_cpc_results,0.28504494,0.34533185,-0.45255548,-0.70777524,-0.5813677,-0.6675292,0.6178386,-0.4782754,4
exchange-2_cpm_results,0.27349937,0.3714564,-0.46852252,-0.7155046,-0.5994365,-0.6355045,0.62479436,-0.5148488,0
exchange-3_cpc_results,-0.09329703,-0.5342097,0.71995413,-0.84074444,0.51926273,0.5030184,-1.1790683,-0.21330777,4
exchange-3_cpm_results,0.14859064,0.38473758,-0.5718603,-0.5339944,-0.58913183,-0.67958665,0.6599543,-0.46952,0
exchange-4_cpc_results,-0.11488155,0.22236955,-0.655305,0.020875677,-0.60765344,-0.86261153,0.604677,-0.24253874,4
exchange-4_cpm_results,-0.049969904,0.32339618,-0.67288554,-0.14248112,-0.6376943,-0.7606078,0.66715395,-0.38905483,4
grok_asg_anomaly,0.015528849,0.17872784,-0.39608082,-0.33180723,-0.40015385,-1.0647085,0.41307214,0.03262833,0
iio_us-east-1_i-a2eb1cd9_NetworkIn,-0.115121685,0.1970707,-0.66233593,0.0034758348,-0.49704167,-0.85690707,0.56115603,-0.11561531,4
machine_temperature_system_failure,-0.04159966,-0.4626812,0.9512365,-0.8597834,0.7869667,-0.2880369,-1.1825348,0.08215587,1
nyc_taxi,0.21372977,0.44992244,-0.59516007,-0.6560058,-0.6566356,-0.6216888,0.6668372,-0.57719123,4
occupancy_6005,0.48763037,-0.61415786,0.82208943,-0.813331,0.4268208,-0.69558775,-0.86656874,0.23139513,0
occupancy_t4013,0.45456254,-0.5814221,0.75664526,-0.8010482,0.34774965,-0.74228495,-0.80223674,0.27036095,1
rds_cpu_utilization_cc0c53,0.13038684,0.42349455,-0.6029154,-0.5395368,-0.607846,-0.699914,0.6782603,-0.49629587,0
rds_cpu_utilization_e47b3b,0.11766616,0.49036354,-0.714787,-0.63037634,-0.7734067,-0.4780565,0.6515215,-0.69960237,2
rogue_agent_key_hold,0.027845204,-0.3099651,0.18854351,-0.30862385,-0.06279967,-0.6196077,-0.6507696,0.25893876,4
rogue_agent_key_updown,-0.6358168,-0.14531961,-0.70210725,0.47627825,-0.71836334,-0.81151134,-0.20822543,0.3333592,0
speed_6005,0.5215378,-0.1433996,0.0447125,-0.7628717,-0.17733017,-1.0355749,0.28963345,0.09068219,0
speed_7578,-0.5371392,-0.44311514,0.09109304,-0.6867007,0.103344776,1.7735339,-1.0144321,-0.442403,0
speed_t4013,-0.58395934,-0.16346772,0.099664666,-0.35185292,0.2590882,0.86525404,-1.0166612,-0.19096099,1
