Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,AE_17,AE_18,AE_19,AE_20,AE_21,AE_22,AE_23,AE_24,AE_25,AE_26,AE_27,AE_28,AE_29,AE_30,AE_31,AE_32,target
Twitter_volume_PFE,-0.21961527,-0.485174,-0.6318039,-0.5346482,-0.52540064,-0.17359844,0.2828245,0.009703182,-0.13312933,0.0536008,-0.15800624,-0.090517245,-0.027260344,0.2456813,0.14406532,0.032478493,-0.4010538,-0.22559737,-0.30346176,-0.1802467,-0.32739332,-0.13061456,-0.4924801,-0.65568686,-0.09044118,-0.30475464,-0.37648338,-0.19200647,0.033009887,0.2434124,0.11954254,-0.40538305,0
Twitter_volume_UPS,-0.25567558,0.46619958,0.2992037,-0.5138457,0.51992273,-0.3624393,-0.4101417,0.20107786,-0.045732807,0.053490236,-0.5502022,-0.3570805,-0.25939193,0.013491325,-0.2857346,-0.26054734,-0.32848448,-0.3364275,-0.4327377,-0.4100054,-0.27499223,0.20599456,0.004732681,0.07285931,-0.21299173,-0.42108053,-0.41389963,-0.30838826,-0.009576648,-0.11845535,0.052239846,-0.28529945,1
Yahoo_A1real_10_data,-0.17154795,-0.49133942,-0.6442299,-0.5681508,-0.7288498,-0.24684964,0.45630747,-0.17343587,-0.24635832,0.10077916,0.50898063,-0.08764171,-0.057821866,-0.046347532,0.049952593,-0.01600101,-0.42366198,-0.4006429,-0.12311809,0.16944087,-0.38301572,-0.23249525,-0.4228742,-0.7879837,-0.07119234,0.11011611,-0.40371957,-0.3103253,-0.13275112,0.17895687,-0.17193434,-0.3485306,4
Yahoo_A1real_11_data,-0.42576802,0.4250886,0.006039513,-0.33103067,0.35092616,-0.3002083,-0.4559735,0.12267951,-0.1867709,0.15979774,-0.43383732,0.035864554,-0.3325366,-0.16364585,-0.22374956,-0.046704248,-0.33784488,0.050274853,-0.3708509,-0.24395405,-0.25150725,0.1708363,-0.18939005,0.10249738,-0.5215243,-0.55559415,-0.21982603,-0.38801202,-0.12510113,-0.19181947,0.08628049,-0.37947825,2
Yahoo_A1real_12_data,-0.5548601,-0.0841827,-0.42926744,-0.5083269,-0.3122242,-0.28697482,-0.14245819,0.24170475,-0.059541173,0.25138608,-0.37440756,0.03122949,-0.13931122,0.16777542,0.020218432,0.009474095,-0.44198474,0.02447655,-0.40726167,-0.055827733,-0.4336015,0.040629722,-0.4067453,0.014810494,-0.40017602,-0.7828084,-0.39413458,-0.23896262,0.16788995,0.05982395,-0.029713554,-0.5050476,4
Yahoo_A1real_13_data,-0.40552238,0.9583153,0.5997845,-0.40510646,0.9125943,-0.38985196,-0.5898966,0.39988673,-0.1020818,0.26656076,-0.3287115,-0.1626426,-0.4738454,-0.32726693,-0.46005657,-0.15276244,-0.27364615,-0.15885611,-0.37693778,-0.18425718,-0.3021421,0.50596726,0.09424733,0.03471982,-0.5250401,-0.31294787,-0.28443116,-0.49244797,-0.07753318,-0.30895287,0.09687314,-0.33981445,4
Yahoo_A1real_14_data,-0.5101788,-0.1869327,-0.51618594,-0.24809392,-0.28644824,-0.19983824,-0.1765338,-0.09799595,-0.19745319,-0.013412898,-0.47137564,0.115475826,-0.21585383,0.14190237,0.08652503,0.08511664,-0.44135663,0.21533269,-0.3313724,-0.19661558,-0.28940472,-0.17110562,-0.4666883,-0.022558296,-0.4394581,-0.7457348,-0.16620803,-0.2708218,-0.010216311,0.029070372,0.113917366,-0.4586,0
Yahoo_A1real_15_data,-0.40578628,0.982107,0.6495126,-0.41704628,0.9375924,-0.3849526,-0.58813673,0.42266503,-0.093375795,0.2736827,-0.3088883,-0.20595841,-0.47253376,-0.33525017,-0.47579747,-0.17769648,-0.26802513,-0.18488415,-0.37278277,-0.18371665,-0.31462282,0.5289065,0.12118785,0.022045068,-0.5204769,-0.28433928,-0.30562204,-0.49282053,-0.0679651,-0.32258335,0.07395532,-0.33142692,4
Yahoo_A1real_16_data,-0.47583967,0.07316186,-0.47351965,0.055481065,0.03865749,-0.23800212,-0.44986925,-0.3052435,-0.3524065,-0.18324853,-0.5989139,0.38426456,-0.41773093,-0.1044874,-0.05404857,0.18261294,-0.37575272,0.5371304,-0.27877873,-0.345045,-0.07089129,-0.21692234,-0.44267207,0.06100067,-0.66636705,-0.7302568,0.124670185,-0.36247092,-0.31184137,-0.15531854,0.3024942,-0.4507933,4
Yahoo_A1real_17_data,-0.27125713,-0.026906729,-0.14326479,-0.48331216,0.007377938,-0.30859873,-0.1668703,0.09455771,-0.03618872,-0.01859412,-0.50615287,-0.33211675,-0.12703696,0.18054521,-0.006909191,-0.28043702,-0.33938327,-0.285584,-0.49904856,-0.42060938,-0.23199686,-0.050098784,-0.16268496,0.116944365,-0.058283206,-0.6071134,-0.45053342,-0.21602939,0.08795588,0.023607278,-0.09627917,-0.28254032,4
Yahoo_A1real_18_data,-0.4677124,0.9790217,0.93819505,-0.4707531,0.9278132,-0.31160703,-0.61415684,0.5494907,-0.046539735,0.23368615,-0.32148024,-0.6110057,-0.33147785,-0.27027664,-0.57716954,-0.43840668,-0.24609478,-0.374234,-0.32576826,-0.2499694,-0.40658003,0.5212439,0.2904575,0.22822814,-0.47064427,-0.28574997,-0.5220827,-0.37367627,0.019854855,-0.35236427,-0.2355437,-0.2484131,4
Yahoo_A1real_19_data,-0.38374513,-0.40444908,-0.61600393,-0.28670114,-0.43494064,-0.15595953,0.075040154,-0.2049138,-0.21218145,-0.06821251,-0.26280522,0.022423433,-0.14568071,0.1155997,0.15940602,0.013943123,-0.42048958,0.06845802,-0.303772,-0.19326435,-0.286722,-0.23475812,-0.4683027,-0.33066267,-0.29822147,-0.49223584,-0.22942963,-0.2845384,-0.061288025,0.0118514905,0.06251261,-0.4007986,4
Yahoo_A1real_1_data,-0.15667222,-0.48212972,-0.59438336,-0.57734984,-0.58920854,-0.2975277,0.40099385,-0.0006812523,-0.14202544,0.11988264,0.08694601,-0.16477107,-0.026007209,0.1448687,0.20070519,-0.017438648,-0.41561645,-0.38150084,-0.38404903,-0.033894632,-0.31633073,-0.19382006,-0.44785938,-0.6278418,0.015625075,-0.18603005,-0.44878858,-0.20945837,0.13508777,0.2603014,-0.06074875,-0.3534994,4
Yahoo_A1real_20_data,-0.48259673,-0.3291174,-0.60904926,-0.22102822,-0.46774018,-0.111961655,0.064957425,-0.29445586,-0.27122787,-0.12234985,-0.22106889,0.022709116,-0.1363464,0.112860754,0.15271167,-0.010867825,-0.4477968,0.2071163,-0.2658559,-0.23092331,-0.2821813,-0.27759007,-0.49323502,-0.29325694,-0.412971,-0.49534076,-0.12499236,-0.27279168,-0.083001286,0.01238465,-0.025258876,-0.40889335,4
Yahoo_A1real_21_data,-0.4514545,0.5726148,0.9701538,-0.5139701,0.59498197,-0.20622505,-0.64869654,0.56547046,0.19863561,-0.10297143,-0.5458056,-1.0420815,-0.14587681,-0.0094850045,-0.53948355,-0.78257275,-0.19150707,-0.50659233,-0.20883232,-0.4367815,-0.3065287,0.14170623,0.4760137,0.6136436,-0.18418534,-0.5058857,-0.76440585,-0.21686618,0.07202644,-0.21277769,-0.53159595,-0.12681115,0
Yahoo_A1real_22_data,-0.54849267,-0.34855354,-0.6625292,-0.043738842,-0.49898925,-0.0013464001,-0.019469956,-0.40894005,-0.35509974,-0.24444467,-0.20338488,0.15428856,-0.17305006,0.022587188,0.12927069,0.07138715,-0.43496296,0.50440294,-0.093270876,-0.23626937,-0.19323958,-0.32327363,-0.50509685,-0.24073033,-0.55471134,-0.48456985,0.08269882,-0.2381639,-0.26504067,-0.12736864,-0.03528417,-0.4166879,2
Yahoo_A1real_23_data,-0.30198935,-0.3234361,-0.3887526,-0.58934724,-0.47608492,-0.33504942,0.1770506,0.11705129,0.031597007,0.019468969,-0.260178,-0.32797778,-0.008120851,0.32846984,0.1578291,-0.21670853,-0.42333063,-0.35105562,-0.4671833,-0.20541434,-0.27267575,-0.18095815,-0.34749046,-0.21352053,0.08308229,-0.52570987,-0.553932,-0.18938486,0.28383142,0.26337337,-0.1601644,-0.34170583,4
Yahoo_A1real_24_data,-0.44649076,0.96206385,0.9895177,-0.4928151,0.91616994,-0.29660028,-0.6231738,0.5680235,-0.02001876,0.20637098,-0.3278863,-0.701696,-0.32173464,-0.28856274,-0.58373874,-0.51880443,-0.21807118,-0.41718706,-0.30682725,-0.27534536,-0.38379043,0.49054036,0.33882943,0.24929596,-0.43451643,-0.27772424,-0.5757654,-0.37060097,0.016271956,-0.37652227,-0.29678544,-0.20430562,0
Yahoo_A1real_25_data,-0.41805845,1.2344581,1.4574826,-0.46574482,1.2706906,-0.29111403,-0.61511785,0.6122351,-0.057021197,0.12146656,-0.15334345,-0.9865281,-0.3228551,-0.39712307,-0.7398262,-0.714326,-0.12729685,-0.59871405,-0.27587086,-0.34756914,-0.40733948,0.6234091,0.5914153,0.06157902,-0.4307879,0.08570317,-0.5968448,-0.37525123,-0.031855185,-0.51032907,-0.38533843,-0.109164506,2
Yahoo_A1real_26_data,-0.5694353,-0.06329666,-0.4907786,-0.38426638,-0.29054987,-0.25752708,-0.21776496,0.119695574,-0.10918866,0.1817515,-0.42876232,0.16998589,-0.22064407,0.12323737,0.03155058,0.081475854,-0.4407732,0.2043121,-0.33986956,-0.06530592,-0.3847275,-0.020951424,-0.4564246,0.041454777,-0.4837029,-0.821673,-0.2631814,-0.27628955,0.06299412,0.014414045,0.07389571,-0.51329356,2
Yahoo_A1real_27_data,-0.45107067,0.96234185,1.017505,-0.5095954,0.9096982,-0.29532337,-0.6382396,0.61772114,0.047290646,0.19504319,-0.31718463,-0.70967156,-0.3660344,-0.28325367,-0.6066699,-0.49804297,-0.2191795,-0.40370873,-0.28049684,-0.23623534,-0.40521184,0.52547157,0.35277584,0.16202924,-0.4322226,-0.25009143,-0.59021527,-0.4091509,0.040297516,-0.36170405,-0.25039563,-0.22533746,4
Yahoo_A1real_28_data,-0.49948078,-0.34231013,-0.6271991,-0.32755443,-0.4614319,-0.16375467,-0.0059222765,-0.099182054,-0.18111056,0.03405895,-0.29030263,0.12618689,-0.1818299,0.13007233,0.15327598,0.09513749,-0.44402003,0.15040113,-0.27711344,-0.061064467,-0.3772179,-0.1770524,-0.49774233,-0.2286709,-0.4111277,-0.6609901,-0.21990997,-0.31175488,-0.026461724,0.055685245,0.08108726,-0.47733897,2
Yahoo_A1real_29_data,-0.5098108,0.010932385,-0.3588458,-0.36127114,-0.10786543,-0.2712202,-0.33088124,0.08333647,-0.104024746,0.12426458,-0.5632109,0.08960698,-0.28630477,0.0652167,-0.016106304,0.018750515,-0.4140838,0.12801668,-0.3952098,-0.18232264,-0.34121656,-0.03035684,-0.4112717,0.113733456,-0.47024122,-0.8477146,-0.28827208,-0.34788463,0.03635451,-0.013370035,0.10789758,-0.4489957,0
Yahoo_A1real_2_data,-0.4240893,1.1143874,1.1157131,-0.4564688,1.1209556,-0.31786615,-0.56661576,0.5301044,-0.09489399,0.22933389,-0.21072839,-0.6982576,-0.34410983,-0.33671921,-0.6069349,-0.50129694,-0.21169469,-0.4651009,-0.337539,-0.29313865,-0.39252573,0.58547,0.37419364,0.095428675,-0.4556985,-0.09240921,-0.5039028,-0.38694263,-0.009710857,-0.42294195,-0.25012782,-0.1904871,4
Yahoo_A1real_30_data,-0.38729876,0.7882553,0.27192563,-0.27512187,0.7619968,-0.4229883,-0.59423095,0.19376203,-0.18960989,0.15675847,-0.46431223,0.12514323,-0.48304948,-0.29025096,-0.35003772,0.005351436,-0.2941239,0.026918296,-0.39359266,-0.22099301,-0.17948215,0.3024574,-0.083730035,0.09201427,-0.5559479,-0.4702585,-0.111290075,-0.4864454,-0.17978077,-0.22851007,0.25999624,-0.37352234,2
Yahoo_A1real_31_data,-0.41694617,1.0996985,1.343735,-0.46421126,1.1516205,-0.27754885,-0.60676193,0.5725245,-0.027791392,0.08195033,-0.23291749,-0.97881377,-0.29123545,-0.30261204,-0.6869853,-0.7114132,-0.14989148,-0.59156656,-0.28075,-0.37782314,-0.39560017,0.51956767,0.55443615,0.1506044,-0.3819295,-0.041479222,-0.6124955,-0.34285837,-0.005485489,-0.43255633,-0.37747246,-0.104411155,2
Yahoo_A1real_32_data,-0.60479903,-0.41210577,-0.6165961,0.07360237,-0.47570518,0.076452814,0.011292321,-0.4464119,-0.41560772,-0.3187335,-0.22552226,0.13732648,-0.15605101,0.06850381,0.12716796,0.13667545,-0.49650863,0.56233835,0.0003927641,-0.20238556,-0.21225856,-0.36465243,-0.5145121,-0.28138134,-0.6030262,-0.474183,0.13164668,-0.22400679,-0.2927713,-0.084426604,0.023839442,-0.41741797,4
Yahoo_A1real_33_data,-0.5548601,-0.0841827,-0.42926744,-0.5083269,-0.3122242,-0.28697482,-0.14245819,0.24170475,-0.059541173,0.25138608,-0.37440756,0.03122949,-0.13931122,0.16777542,0.020218432,0.009474095,-0.44198474,0.02447655,-0.40726167,-0.055827733,-0.4336015,0.040629722,-0.4067453,0.014810494,-0.40017602,-0.7828084,-0.39413458,-0.23896262,0.16788995,0.05982395,-0.029713554,-0.5050476,4
Yahoo_A1real_34_data,-0.6408565,-0.34489086,-0.6680185,0.045039352,-0.46203896,0.014974543,-0.056001406,-0.40804958,-0.39938703,-0.24841678,-0.2605589,0.26446658,-0.18512863,0.07120884,0.11901781,0.18932545,-0.4859236,0.6116632,-0.038376573,-0.16592403,-0.2465241,-0.31708717,-0.53492,-0.21648462,-0.6495401,-0.57043976,0.1502402,-0.23158997,-0.2807711,-0.08358301,0.08331381,-0.4818702,4
Yahoo_A1real_35_data,-0.4947257,0.8910771,0.947841,-0.5222879,0.7806076,-0.27682984,-0.6822476,0.6609117,0.08884224,0.20482466,-0.38619417,-0.69957674,-0.33780238,-0.24137989,-0.6080705,-0.49652898,-0.23816772,-0.35742125,-0.24592018,-0.2036093,-0.41495964,0.47897148,0.3251166,0.29342502,-0.44034508,-0.38329166,-0.63051564,-0.39229417,0.06625841,-0.32759473,-0.29487628,-0.25103366,0
Yahoo_A1real_36_data,-0.64098024,-0.43862346,-0.64256746,0.029049972,-0.5678308,0.0941795,0.08247386,-0.47257298,-0.4131818,-0.33635968,-0.0833911,0.13735388,-0.13441114,0.05600183,0.13429882,0.09739848,-0.49094296,0.58057207,0.07180925,-0.15100001,-0.26112607,-0.3639963,-0.50265485,-0.34400424,-0.6030694,-0.40346867,0.1433811,-0.22538951,-0.32128584,-0.12065333,-0.06043401,-0.4042877,4
Yahoo_A1real_37_data,-0.22052309,-0.29371363,-0.2698357,-0.5533054,-0.2800477,-0.32730258,0.1595821,0.07022459,0.037012495,-0.10125603,-0.38542336,-0.44057393,0.045606077,0.40855402,0.19734102,-0.302493,-0.39663178,-0.41858608,-0.5289172,-0.37521052,-0.17681012,-0.24847294,-0.2438839,-0.05660612,0.18530641,-0.5369574,-0.5239629,-0.10668724,0.29683927,0.3077241,-0.14396772,-0.25616333,4
Yahoo_A1real_38_data,-0.34632817,-0.41040176,-0.5048993,-0.47888482,-0.46458516,-0.25613406,0.15576148,-0.08655778,-0.088506155,-0.020622285,-0.30256397,-0.21569972,-0.07021414,0.2557344,0.2013306,-0.15109304,-0.4210158,-0.21148524,-0.4609791,-0.24094541,-0.33835843,-0.23003909,-0.44619274,-0.27288485,-0.10924295,-0.5567384,-0.45106423,-0.2562249,0.13452278,0.17134097,-0.06790436,-0.36076593,4
Yahoo_A1real_39_data,-0.37237054,-0.5603981,-0.60557586,-0.34399846,-0.6834417,-0.067186385,0.34892184,-0.39788762,-0.33276492,-0.16845402,0.3362799,-0.10965679,-0.06507446,-0.029268522,0.056831017,-0.068997055,-0.43400007,-0.09154587,0.04091742,0.014747392,-0.37877324,-0.32778764,-0.3662995,-0.6648416,-0.27941665,0.030076291,-0.22323191,-0.3138507,-0.3179405,-0.0011613675,-0.20752735,-0.31809565,4
Yahoo_A1real_3_data,-0.39229953,1.2303711,1.2815899,-0.49899098,1.236766,-0.32449386,-0.58028895,0.63060707,-0.01595175,0.2287709,-0.08734497,-0.76752794,-0.4528781,-0.4469958,-0.6820849,-0.51778644,-0.16316783,-0.49447367,-0.2908486,-0.2273009,-0.41844597,0.71959245,0.47294185,-0.17609353,-0.46669748,0.11672592,-0.5343102,-0.48958558,-0.010674782,-0.5027743,-0.19382821,-0.19070548,4
Yahoo_A1real_40_data,-0.65993536,-0.31669056,-0.64909536,0.047481827,-0.47142717,0.033509094,-0.12104896,-0.38995343,-0.36232957,-0.25556234,-0.27439597,0.29871988,-0.2244278,0.045939118,0.10536061,0.19356203,-0.4774451,0.6737114,0.0353968,-0.09878019,-0.24265346,-0.3145995,-0.51182914,-0.13402084,-0.6563642,-0.6221609,0.15322287,-0.26627734,-0.32571256,-0.1184567,0.07937877,-0.47926298,2
Yahoo_A1real_41_data,-0.4893116,0.083095096,-0.28234503,-0.4018259,-0.078072645,-0.3092209,-0.32884237,0.13264193,-0.07606736,0.1197381,-0.5489798,0.008388464,-0.24378386,0.10709748,-0.057676554,-0.051351015,-0.39907676,0.035573255,-0.4180898,-0.21014664,-0.33123466,0.0033117242,-0.33780098,0.1570467,-0.39688134,-0.8069832,-0.32363012,-0.31414324,0.055831626,0.012786729,0.034513216,-0.42922398,0
Yahoo_A1real_42_data,-0.3579458,0.5489307,0.48787752,-0.46587977,0.5854502,-0.29106084,-0.5131879,0.39132944,-0.020652268,0.15733047,-0.43902725,-0.4644511,-0.2876885,-0.12315525,-0.35599598,-0.32209915,-0.27222812,-0.3184884,-0.3726391,-0.32571092,-0.28658307,0.2601887,0.1255899,0.25101626,-0.32864097,-0.46933448,-0.4962524,-0.31076658,0.025653746,-0.19851002,-0.14599468,-0.25953853,2
Yahoo_A1real_43_data,-0.33236575,-0.5663126,-0.52705157,-0.30991068,-0.6575553,-0.032131378,0.3374834,-0.47355655,-0.3764817,-0.28598458,0.40500528,-0.17645502,-0.058690682,-0.08560052,-0.0319307,-0.131513,-0.41856343,-0.12314359,0.110694066,-0.042031974,-0.33369127,-0.36031684,-0.30899504,-0.69066715,-0.26886988,0.19041644,-0.19691773,-0.32571888,-0.41804412,-0.04324977,-0.27860704,-0.28120455,4
Yahoo_A1real_44_data,-0.63380945,-0.36374852,-0.6908683,-0.075756714,-0.52541703,-0.0065494333,-0.00027321122,-0.36804792,-0.37034196,-0.18446708,-0.18495125,0.22265065,-0.17479932,0.059923995,0.12754317,0.13870852,-0.475151,0.49608067,-0.056972474,-0.11257214,-0.3270432,-0.28011194,-0.53685665,-0.27491564,-0.61507815,-0.5419603,0.058165073,-0.26728952,-0.25210133,-0.10250609,0.027647177,-0.44458726,2
Yahoo_A1real_45_data,-0.30373046,-0.35144943,-0.3040983,-0.6008059,-0.43156576,-0.3254387,0.20969799,0.17900226,0.066108115,-0.034495883,-0.29013938,-0.45873785,0.053244177,0.41943687,0.15976503,-0.2525878,-0.41658252,-0.42075104,-0.4782302,-0.24798615,-0.27932897,-0.21245438,-0.26745266,-0.16793814,0.12640412,-0.518733,-0.5800048,-0.09707349,0.3502727,0.3339579,-0.19911408,-0.33337978,1
Yahoo_A1real_46_data,-0.50130576,0.7862485,1.1644186,-0.49224544,0.76113904,-0.22338697,-0.694491,0.6225869,0.1491744,-0.076717794,-0.50236714,-1.0597594,-0.15658912,-0.07488514,-0.65456796,-0.79572487,-0.18859656,-0.52933025,-0.20532422,-0.40716133,-0.36016747,0.26390168,0.52740175,0.59378046,-0.27128097,-0.41630533,-0.72858876,-0.22946021,0.0696626,-0.27082494,-0.5307981,-0.123545945,2
Yahoo_A1real_47_data,-0.4539734,0.69098145,0.34914252,-0.40097865,0.65485764,-0.3602546,-0.5343188,0.32122687,-0.13044727,0.26019526,-0.4453112,-0.14616325,-0.36064753,-0.14720982,-0.34446174,-0.13840996,-0.33630148,-0.1355129,-0.43574354,-0.24923578,-0.33906347,0.35118523,-0.032803155,0.21762799,-0.49251664,-0.5506228,-0.32056886,-0.37534735,-0.00033015528,-0.1940579,0.037586406,-0.3610617,4
Yahoo_A1real_48_data,-0.29057798,0.027367854,-0.5281605,-0.14891511,-0.20167549,-0.30822754,-0.24894202,-0.35026464,-0.3162764,-0.22394948,-0.43097866,0.24795105,-0.25190413,0.057350747,-0.035600543,0.040892806,-0.38265526,0.23551187,-0.38039494,-0.4005554,-0.06941549,-0.19180533,-0.510045,-0.13322124,-0.28756857,-0.4299458,0.07258569,-0.2939919,-0.24366185,-0.051144212,0.17123915,-0.4204133,2
Yahoo_A1real_49_data,-0.4677124,0.9790217,0.93819505,-0.4707531,0.9278132,-0.31160703,-0.61415684,0.5494907,-0.046539735,0.23368615,-0.32148024,-0.6110057,-0.33147785,-0.27027664,-0.57716954,-0.43840668,-0.24609478,-0.374234,-0.32576826,-0.2499694,-0.40658003,0.5212439,0.2904575,0.22822814,-0.47064427,-0.28574997,-0.5220827,-0.37367627,0.019854855,-0.35236427,-0.2355437,-0.2484131,4
Yahoo_A1real_4_data,-0.3852006,0.67476773,0.32619986,-0.40009943,0.6737913,-0.3624606,-0.5530015,0.2796561,-0.1139627,0.20535156,-0.4638083,-0.14605217,-0.39145273,-0.20822974,-0.34633663,-0.16411152,-0.29249635,-0.14577895,-0.44829315,-0.31451178,-0.2654042,0.32194903,-0.006539865,0.164456,-0.4640658,-0.50406665,-0.30914474,-0.4139585,-0.05643467,-0.22235136,0.054951012,-0.3213345,4
Yahoo_A1real_50_data,-0.4433159,0.79133993,0.29685315,-0.33175918,0.73549306,-0.40220988,-0.56809837,0.24722952,-0.22255684,0.2629238,-0.4341895,0.043965448,-0.40306884,-0.23113632,-0.3545001,-0.040482838,-0.3278967,-0.046643052,-0.42936036,-0.21932417,-0.28678793,0.36267594,-0.08210856,0.17560041,-0.5711416,-0.5123564,-0.18833554,-0.41742823,-0.10986781,-0.23105066,0.14119765,-0.3862452,0
Yahoo_A1real_51_data,-0.523524,0.49965188,0.3809749,-0.4934829,0.37359068,-0.2907507,-0.5887253,0.492211,0.0782111,0.21739666,-0.5432202,-0.36634028,-0.300775,-0.037019428,-0.36323673,-0.26187897,-0.34033108,-0.16572013,-0.32207477,-0.17919463,-0.3985361,0.2700992,0.02060915,0.38425848,-0.42167342,-0.7151691,-0.54085314,-0.34553975,0.1238106,-0.13349043,-0.13976288,-0.35761786,0
Yahoo_A1real_52_data,-0.36581343,-0.3601706,-0.4727597,-0.543997,-0.4675193,-0.2851451,0.1187467,0.0729048,-0.030926283,0.07578303,-0.2870508,-0.19425319,-0.07325755,0.2692155,0.16307317,-0.09821569,-0.42919716,-0.21077286,-0.44664603,-0.14650561,-0.36352992,-0.14662324,-0.41954446,-0.24753541,-0.10808024,-0.5911817,-0.48682797,-0.23921213,0.20917532,0.19418465,-0.060410112,-0.412713,4
