Dataset,AE_1,AE_2,AE_3,AE_4,target
exchange-4_cpc_results,6.2591753,-3.5147173,0.524486,-0.6517543,4
exchange-4_cpm_results,7.340546,-4.9553795,0.36041307,-0.41915968,4
grok_asg_anomaly,-0.23559557,-0.60297596,-0.14498565,1.5865903,0
iio_us-east-1_i-a2eb1cd9_NetworkIn,2.8867645,0.36607495,0.23448364,-0.42873687,4
machine_temperature_system_failure,-1.5827622,3.5631545,-6.4299235,13.215257,1
nyc_taxi,1.2958605,-4.4616003,0.3009927,4.2511725,4
occupancy_6005,0.11511804,-1.5748469,-0.24072891,-1.1094143,0
occupancy_t4013,0.6224819,-2.7470877,-0.6744272,-1.0139962,1
rds_cpu_utilization_cc0c53,4.008322,-3.5140212,1.2524748,1.7425524,0
rds_cpu_utilization_e47b3b,9.736852,-8.203502,-2.6109803,5.816285,2
rogue_agent_key_hold,1.5877597,-1.2828442,-0.9542051,-1.5106215,4
rogue_agent_key_updown,0.49833998,0.35743532,-1.0676556,2.7656667,0
speed_6005,-1.5219607,-5.8812056,-2.1497614,-0.49789664,0
speed_7578,6.3206754,3.6939437,1.4605477,0.07348203,0
speed_t4013,3.1495492,4.8614645,-1.3567624,-0.5077467,1
TravelTime_387,0.6269768,-1.5074369,-0.5126699,0.40514594,0
TravelTime_451,1.0390164,-1.2756901,-0.9236013,-1.1785843,1
Twitter_volume_AAPL,-0.99519736,-1.5759027,-4.690033,9.471636,1
Twitter_volume_AMZN,-0.25209382,0.13373734,-3.1847718,8.520014,0
Twitter_volume_CRM,-0.74814063,-0.8182205,-3.6652682,8.406975,1
Twitter_volume_CVS,-2.5998783,-1.4300491,-3.627948,8.372387,1
Twitter_volume_FB,3.365881,2.7602136,-4.637817,13.271577,1
Twitter_volume_GOOG,-0.55525714,-3.2826693,-3.413092,9.054531,0
Twitter_volume_IBM,-1.1857595,-2.393409,-4.0013566,8.93528,1
Twitter_volume_KO,-0.28895405,-0.03297256,-4.6219583,9.465689,1
Twitter_volume_PFE,-1.308712,-1.3599893,-2.7832916,8.5768385,0
Twitter_volume_UPS,-2.887621,-0.2162094,-3.2440605,9.620045,1
Yahoo_A1real_1_data,3.3404863,-3.6552985,-1.074982,-0.9539413,4
Yahoo_A1real_2_data,6.5015073,5.169165,1.7014674,1.6757219,4
Yahoo_A1real_3_data,6.568408,10.905773,-0.8086025,3.9818323,4
Yahoo_A1real_4_data,2.8912058,-0.20402984,-1.3924955,-1.6084824,4
Yahoo_A1real_5_data,6.9362907,-3.2904422,0.2119691,0.69295794,4
Yahoo_A1real_6_data,5.2400775,6.634745,-1.2125638,0.42824024,4
Yahoo_A1real_7_data,5.0053096,2.5491254,1.6147202,0.82774156,4
Yahoo_A1real_8_data,2.8398395,-1.0960163,-1.5852132,-1.4925528,0
Yahoo_A1real_9_data,7.2702603,-3.1083028,1.503259,0.100767456,4
Yahoo_A1real_10_data,6.3429966,-9.529177,4.1608453,-0.7238712,4
Yahoo_A1real_11_data,4.6404634,1.1192145,-0.44357094,-0.9644715,2
Yahoo_A1real_12_data,3.6714156,1.5286678,-0.105277866,-0.68437755,4
Yahoo_A1real_13_data,5.841713,8.545365,-1.1372719,1.8624024,4
Yahoo_A1real_14_data,4.229135,3.4334917,-1.1610482,-0.88533914,0
Yahoo_A1real_15_data,5.8880525,8.875805,-1.1724628,2.0737565,4
Yahoo_A1real_16_data,3.6328902,1.7939787,-0.8826404,-1.1063758,4
Yahoo_A1real_17_data,3.7576444,-4.3717384,-2.5673745,-3.0363598,4
Yahoo_A1real_18_data,5.9107842,2.9867222,2.2798433,1.1812148,4
Yahoo_A1real_19_data,4.0213685,-5.63692,-2.6548421,-1.8470088,4
Yahoo_A1real_20_data,2.6547356,-1.9136024,-1.3847033,-1.7082863,4
Yahoo_A1real_21_data,2.6933765,-1.2582518,-1.5719774,-2.6873496,0
Yahoo_A1real_22_data,2.4222577,-0.9389288,-0.85383624,-1.1436756,2
Yahoo_A1real_23_data,3.8969898,-3.2834127,-1.6722983,-2.2406657,4
Yahoo_A1real_24_data,5.1559873,3.1032891,1.9935338,0.88986737,0
Yahoo_A1real_25_data,9.789836,6.462794,4.6786294,3.5558841,2
Yahoo_A1real_26_data,4.4328732,3.8307552,-0.87109417,-0.82815045,2
Yahoo_A1real_27_data,3.980883,5.9875917,-1.3347255,-0.58311594,4
Yahoo_A1real_28_data,3.3317745,1.1234092,-2.0550885,-1.2678245,2
Yahoo_A1real_29_data,3.9747858,3.0730665,-1.8547533,-1.1766535,0
Yahoo_A1real_30_data,4.503432,6.144896,-0.07257259,0.2292149,2
Yahoo_A1real_31_data,6.765595,4.4270587,3.6409247,1.3553765,2
Yahoo_A1real_32_data,5.648886,1.2674712,-0.030569106,0.45362416,4
Yahoo_A1real_33_data,3.6714156,1.5286678,-0.10527775,-0.6843773,4
Yahoo_A1real_34_data,6.2276387,1.517015,0.5518748,0.80854756,4
Yahoo_A1real_35_data,4.796188,6.464823,-0.5923371,-0.28959936,0
Yahoo_A1real_36_data,6.625294,0.841052,-0.0475941,0.7368003,4
Yahoo_A1real_37_data,2.4168723,-2.705628,-1.6147805,-2.350622,4
Yahoo_A1real_38_data,5.277729,-4.521331,-2.6098275,-3.1222703,4
Yahoo_A1real_39_data,5.743847,-4.9574537,-1.4648063,-1.084796,4
Yahoo_A1real_40_data,4.6455426,4.056762,-0.86124337,0.073669516,2
Yahoo_A1real_41_data,3.882815,2.9143217,-0.8835973,-1.1398395,0
Yahoo_A1real_42_data,2.5931067,-0.94022965,-1.294245,-2.2191803,2
Yahoo_A1real_43_data,6.048848,-4.926953,-0.25774604,-0.3820664,4
Yahoo_A1real_44_data,5.929406,1.0689981,0.3537474,0.14254299,2
Yahoo_A1real_45_data,3.0823376,-1.7658241,-1.7937723,-1.7855109,1
Yahoo_A1real_46_data,5.424309,3.693105,1.3359388,-0.02116615,2
Yahoo_A1real_47_data,5.8401275,3.7976687,1.5908412,1.0006757,4
Yahoo_A1real_48_data,3.0020866,-2.2256258,-1.7952814,-2.6755912,2
Yahoo_A1real_49_data,5.9107842,2.9867222,2.2798433,1.1812148,4
Yahoo_A1real_50_data,6.5145326,4.716688,1.9632397,2.021187,0
Yahoo_A1real_51_data,4.535398,4.947217,-1.3130082,-0.89006954,0
Yahoo_A1real_52_data,2.2533517,-3.6690962,-2.402117,-2.1553998,4
Yahoo_A1real_53_data,5.1559873,3.1032891,1.9935338,0.88986737,0
Yahoo_A1real_54_data,7.863817,5.773094,1.1821356,1.0700568,2
Yahoo_A1real_55_data,5.8469043,-3.775364,0.33841068,-0.18760756,4
Yahoo_A1real_56_data,5.299394,0.9148168,-0.91405445,-0.9338179,4
Yahoo_A1real_57_data,5.7311673,0.3807817,0.2310175,-0.09803472,4
Yahoo_A1real_58_data,7.147826,3.8535097,3.538185,2.0220191,4
Yahoo_A1real_59_data,4.1921635,2.7808406,-0.84458524,-1.1517724,0
Yahoo_A1real_60_data,4.3927646,5.4945564,-0.7346221,0.0051786555,4
Yahoo_A1real_61_data,7.817989,5.2707624,0.7985394,3.049768,2
Yahoo_A1real_62_data,6.132628,18.976057,-3.5228674,7.6680346,4
Yahoo_A1real_63_data,4.674663,2.389571,-0.012318046,-0.66243637,2
Yahoo_A1real_64_data,4.5421524,4.547457,-0.979325,-0.10543332,0
Yahoo_A1real_65_data,4.1927724,-0.6959481,-0.5478563,-0.8154388,4
Yahoo_A1real_66_data,2.7912507,-2.3707182,-1.7349342,-2.2556717,2
Yahoo_A1real_67_data,6.4097686,15.180687,-5.807631,7.382761,2
